sensor,country,sector,date,emission rate (kg/h),uncertainty (kg/h),latitude,longitude,comments,platform
EMIT - NASA,China,Coal,04/06/2025,8996.0,4506.0,37.9006,113.07209,Downloaded from https://methanedata.unep.org/map?mars=&company=&country=&cc=&sat=&limit=1000&pub=#mcoord=0/30/0 on the 11122025. Cleaned using eda_mars.ipynb,IMEO MARS
EMIT - NASA,China,Coal,04/06/2025,620.0,316.0,37.91815,113.46349,Downloaded from https://methanedata.unep.org/map?mars=&company=&country=&cc=&sat=&limit=1000&pub=#mcoord=0/30/0 on the 11122025. Cleaned using eda_mars.ipynb,IMEO MARS
EMIT - NASA,China,Coal,04/06/2025,2977.0,1493.0,37.74429,113.55029,Downloaded from https://methanedata.unep.org/map?mars=&company=&country=&cc=&sat=&limit=1000&pub=#mcoord=0/30/0 on the 11122025. Cleaned using eda_mars.ipynb,IMEO MARS
EMIT - NASA,China,Coal,04/06/2025,4303.0,2156.0,37.95983,113.27008,Downloaded from https://methanedata.unep.org/map?mars=&company=&country=&cc=&sat=&limit=1000&pub=#mcoord=0/30/0 on the 11122025. Cleaned using eda_mars.ipynb,IMEO MARS
EMIT - NASA,China,Coal,04/06/2025,1434.0,721.0,37.84215,113.46146,Downloaded from https://methanedata.unep.org/map?mars=&company=&country=&cc=&sat=&limit=1000&pub=#mcoord=0/30/0 on the 11122025. Cleaned using eda_mars.ipynb,IMEO MARS
EMIT - NASA,China,Coal,04/06/2025,801.0,407.0,37.87789,113.35012,Downloaded from https://methanedata.unep.org/map?mars=&company=&country=&cc=&sat=&limit=1000&pub=#mcoord=0/30/0 on the 11122025. Cleaned using eda_mars.ipynb,IMEO MARS
EMIT - NASA,China,Coal,04/06/2025,10333.0,5175.0,37.938,113.02297,Downloaded from https://methanedata.unep.org/map?mars=&company=&country=&cc=&sat=&limit=1000&pub=#mcoord=0/30/0 on the 11122025. Cleaned using eda_mars.ipynb,IMEO MARS
EMIT - NASA,China,Coal,04/06/2025,1550.0,783.0,37.94975,112.96736,Downloaded from https://methanedata.unep.org/map?mars=&company=&country=&cc=&sat=&limit=1000&pub=#mcoord=0/30/0 on the 11122025. Cleaned using eda_mars.ipynb,IMEO MARS
EMIT - NASA,China,Coal,04/06/2025,2194.0,1100.0,37.87001,113.51248,Downloaded from https://methanedata.unep.org/map?mars=&company=&country=&cc=&sat=&limit=1000&pub=#mcoord=0/30/0 on the 11122025. Cleaned using eda_mars.ipynb,IMEO MARS
EMIT - NASA,China,Coal,04/06/2025,2079.0,1043.0,37.88456,113.37895,Downloaded from https://methanedata.unep.org/map?mars=&company=&country=&cc=&sat=&limit=1000&pub=#mcoord=0/30/0 on the 11122025. Cleaned using eda_mars.ipynb,IMEO MARS
EMIT - NASA,China,Coal,04/06/2025,4338.0,2173.0,38.0086,113.40442,Downloaded from https://methanedata.unep.org/map?mars=&company=&country=&cc=&sat=&limit=1000&pub=#mcoord=0/30/0 on the 11122025. Cleaned using eda_mars.ipynb,IMEO MARS
EMIT - NASA,China,Coal,04/06/2025,998.0,504.0,37.89321,113.42197,Downloaded from https://methanedata.unep.org/map?mars=&company=&country=&cc=&sat=&limit=1000&pub=#mcoord=0/30/0 on the 11122025. Cleaned using eda_mars.ipynb,IMEO MARS
EMIT - NASA,China,Coal,04/06/2025,2770.0,1390.0,37.72407,113.59558,Downloaded from https://methanedata.unep.org/map?mars=&company=&country=&cc=&sat=&limit=1000&pub=#mcoord=0/30/0 on the 11122025. Cleaned using eda_mars.ipynb,IMEO MARS
EMIT - NASA,China,Coal,04/06/2025,1108.0,559.0,37.87248,113.4259,Downloaded from https://methanedata.unep.org/map?mars=&company=&country=&cc=&sat=&limit=1000&pub=#mcoord=0/30/0 on the 11122025. Cleaned using eda_mars.ipynb,IMEO MARS
EMIT - NASA,China,Coal,04/06/2025,7288.0,3650.0,37.8902,113.24098,Downloaded from https://methanedata.unep.org/map?mars=&company=&country=&cc=&sat=&limit=1000&pub=#mcoord=0/30/0 on the 11122025. Cleaned using eda_mars.ipynb,IMEO MARS
EMIT - NASA,China,Coal,04/06/2025,1309.0,658.0,37.88081,113.47109,Downloaded from https://methanedata.unep.org/map?mars=&company=&country=&cc=&sat=&limit=1000&pub=#mcoord=0/30/0 on the 11122025. Cleaned using eda_mars.ipynb,IMEO MARS
EMIT - NASA,China,Coal,04/06/2025,2042.0,1026.0,37.97178,113.15076,Downloaded from https://methanedata.unep.org/map?mars=&company=&country=&cc=&sat=&limit=1000&pub=#mcoord=0/30/0 on the 11122025. Cleaned using eda_mars.ipynb,IMEO MARS
EMIT - NASA,China,Coal,04/06/2025,686.0,349.0,37.82043,113.48817,Downloaded from https://methanedata.unep.org/map?mars=&company=&country=&cc=&sat=&limit=1000&pub=#mcoord=0/30/0 on the 11122025. Cleaned using eda_mars.ipynb,IMEO MARS
EMIT - NASA,China,Coal,04/06/2025,2181.0,1094.0,37.96728,113.43696,Downloaded from https://methanedata.unep.org/map?mars=&company=&country=&cc=&sat=&limit=1000&pub=#mcoord=0/30/0 on the 11122025. Cleaned using eda_mars.ipynb,IMEO MARS
Sentinel-5P/TROPOMI - ESA,China,Coal,04/06/2025,50000.0,15000.0,37.82,112.96,Downloaded from https://methanedata.unep.org/map?mars=&company=&country=&cc=&sat=&limit=1000&pub=#mcoord=0/30/0 on the 11122025. Cleaned using eda_mars.ipynb,IMEO MARS
EMIT - NASA,China,Coal,04/06/2025,1125.0775306113849,452.06593298117286,36.83720874381959,112.2852163058185,Downloaded from https://data.carbonmapper.org/#1.81/30.8/50.5 on the 11122025. Cleaned using eda_carbon_mapper.ipynb,Carbon Mapper
EMIT - NASA,China,Coal,04/06/2025,2205.314107030757,826.9108337259279,36.78381195966898,112.2579110144864,Downloaded from https://data.carbonmapper.org/#1.81/30.8/50.5 on the 11122025. Cleaned using eda_carbon_mapper.ipynb,Carbon Mapper
EMIT - NASA,China,Coal,04/06/2025,3097.3637786401555,1582.3815566267317,37.72649410587394,112.2734104735764,Downloaded from https://data.carbonmapper.org/#1.81/30.8/50.5 on the 11122025. Cleaned using eda_carbon_mapper.ipynb,Carbon Mapper
EMIT - NASA,China,Coal,04/06/2025,3927.726497520156,903.555786503045,37.70247319778015,112.28827219219004,Downloaded from https://data.carbonmapper.org/#1.81/30.8/50.5 on the 11122025. Cleaned using eda_carbon_mapper.ipynb,Carbon Mapper
EMIT - NASA,China,Coal,04/06/2025,1010.5135132138146,259.061029557608,37.63132512474425,112.2518125221696,Downloaded from https://data.carbonmapper.org/#1.81/30.8/50.5 on the 11122025. Cleaned using eda_carbon_mapper.ipynb,Carbon Mapper
EMIT - NASA,China,Coal,04/06/2025,3021.32235544326,783.4817213929238,37.87974144145712,113.05679332125044,Downloaded from https://data.carbonmapper.org/#1.81/30.8/50.5 on the 11122025. Cleaned using eda_carbon_mapper.ipynb,Carbon Mapper
EMIT - NASA,China,Coal,04/06/2025,2492.2377727030457,622.4163057390122,37.72397248563941,113.5957077564364,Downloaded from https://data.carbonmapper.org/#1.81/30.8/50.5 on the 11122025. Cleaned using eda_carbon_mapper.ipynb,Carbon Mapper
EMIT - NASA,China,Coal,04/06/2025,643.0384808474539,202.39763911300045,37.913924540740325,113.38540121762406,Downloaded from https://data.carbonmapper.org/#1.81/30.8/50.5 on the 11122025. Cleaned using eda_carbon_mapper.ipynb,Carbon Mapper
EMIT - NASA,China,Coal,04/06/2025,382.6090815368789,261.8428086602012,37.989988319445246,113.44055757520732,Downloaded from https://data.carbonmapper.org/#1.81/30.8/50.5 on the 11122025. Cleaned using eda_carbon_mapper.ipynb,Carbon Mapper
EMIT - NASA,China,Coal,04/06/2025,1113.6219399650645,462.0470628357573,37.98492021725045,113.4637357317921,Downloaded from https://data.carbonmapper.org/#1.81/30.8/50.5 on the 11122025. Cleaned using eda_carbon_mapper.ipynb,Carbon Mapper
EMIT - NASA,China,Coal,04/06/2025,354.3649382769308,185.9975315770987,37.9494652811218,112.9676774681978,Downloaded from https://data.carbonmapper.org/#1.81/30.8/50.5 on the 11122025. Cleaned using eda_carbon_mapper.ipynb,Carbon Mapper
EMIT - NASA,China,Coal,04/06/2025,675.2661154604606,387.2970492194342,37.99845672414261,113.30087201598326,Downloaded from https://data.carbonmapper.org/#1.81/30.8/50.5 on the 11122025. Cleaned using eda_carbon_mapper.ipynb,Carbon Mapper
EMIT - NASA,China,Coal,04/06/2025,488.73390589303193,270.34268199112125,38.00855722209758,113.36444263268815,Downloaded from https://data.carbonmapper.org/#1.81/30.8/50.5 on the 11122025. Cleaned using eda_carbon_mapper.ipynb,Carbon Mapper
EMIT - NASA,China,Coal,04/06/2025,1066.3174669094335,280.7688527654942,37.94224113072077,113.3776490865207,Downloaded from https://data.carbonmapper.org/#1.81/30.8/50.5 on the 11122025. Cleaned using eda_carbon_mapper.ipynb,Carbon Mapper
EMIT - NASA,China,Coal,04/06/2025,494.1291867563268,389.0096927316255,37.96744532190336,113.49726703254412,Downloaded from https://data.carbonmapper.org/#1.81/30.8/50.5 on the 11122025. Cleaned using eda_carbon_mapper.ipynb,Carbon Mapper
EMIT - NASA,China,Coal,04/06/2025,242.640980530964,152.81898358271863,37.933640402339705,112.961040881175,Downloaded from https://data.carbonmapper.org/#1.81/30.8/50.5 on the 11122025. Cleaned using eda_carbon_mapper.ipynb,Carbon Mapper
EMIT - NASA,China,Coal,04/06/2025,560.4917275398576,263.2588720032471,37.9626809635689,112.96856801827464,Downloaded from https://data.carbonmapper.org/#1.81/30.8/50.5 on the 11122025. Cleaned using eda_carbon_mapper.ipynb,Carbon Mapper
EMIT - NASA,China,Coal,04/06/2025,2453.4376873862607,1272.9948531151315,37.8932407159387,113.00458747283,Downloaded from https://data.carbonmapper.org/#1.81/30.8/50.5 on the 11122025. Cleaned using eda_carbon_mapper.ipynb,Carbon Mapper
EMIT - NASA,China,Coal,04/06/2025,4914.958572437081,1468.4376463952517,37.9010966376658,113.07209956743048,Downloaded from https://data.carbonmapper.org/#1.81/30.8/50.5 on the 11122025. Cleaned using eda_carbon_mapper.ipynb,Carbon Mapper
EMIT - NASA,China,Coal,04/06/2025,6604.442059957467,2016.377024634436,37.938152336228654,113.02379285091,Downloaded from https://data.carbonmapper.org/#1.81/30.8/50.5 on the 11122025. Cleaned using eda_carbon_mapper.ipynb,Carbon Mapper
EMIT - NASA,China,Coal,04/06/2025,958.502473437188,248.97453026358343,37.971458318834365,113.14908199102064,Downloaded from https://data.carbonmapper.org/#1.81/30.8/50.5 on the 11122025. Cleaned using eda_carbon_mapper.ipynb,Carbon Mapper
EMIT - NASA,China,Coal,04/06/2025,553.4066110325592,239.5732828360547,37.97780538018927,113.1704242839266,Downloaded from https://data.carbonmapper.org/#1.81/30.8/50.5 on the 11122025. Cleaned using eda_carbon_mapper.ipynb,Carbon Mapper
EMIT - NASA,China,Coal,04/06/2025,813.3791682293912,190.5811907487549,37.986533475442485,113.22962248199524,Downloaded from https://data.carbonmapper.org/#1.81/30.8/50.5 on the 11122025. Cleaned using eda_carbon_mapper.ipynb,Carbon Mapper
EMIT - NASA,China,Coal,04/06/2025,2052.6263003784343,476.9774228226523,37.94894241667549,113.2179549659404,Downloaded from https://data.carbonmapper.org/#1.81/30.8/50.5 on the 11122025. Cleaned using eda_carbon_mapper.ipynb,Carbon Mapper
EMIT - NASA,China,Coal,04/06/2025,11157.227062237307,2045.502354817048,37.89014212364869,113.24083812217953,Downloaded from https://data.carbonmapper.org/#1.81/30.8/50.5 on the 11122025. Cleaned using eda_carbon_mapper.ipynb,Carbon Mapper
EMIT - NASA,China,Coal,04/06/2025,647.3144316424549,406.5009122141929,37.87730674823443,113.3514373598149,Downloaded from https://data.carbonmapper.org/#1.81/30.8/50.5 on the 11122025. Cleaned using eda_carbon_mapper.ipynb,Carbon Mapper
EMIT - NASA,China,Coal,04/06/2025,817.5617096743355,504.4317800197801,37.884581152562376,113.37890056494496,Downloaded from https://data.carbonmapper.org/#1.81/30.8/50.5 on the 11122025. Cleaned using eda_carbon_mapper.ipynb,Carbon Mapper
EMIT - NASA,China,Coal,04/06/2025,552.916088249019,278.3845546026075,37.893026549691896,113.42193935808922,Downloaded from https://data.carbonmapper.org/#1.81/30.8/50.5 on the 11122025. Cleaned using eda_carbon_mapper.ipynb,Carbon Mapper
EMIT - NASA,China,Coal,04/06/2025,731.2308731213477,457.37765352459365,37.871056785652,113.42638170091618,Downloaded from https://data.carbonmapper.org/#1.81/30.8/50.5 on the 11122025. Cleaned using eda_carbon_mapper.ipynb,Carbon Mapper
EMIT - NASA,China,Coal,04/06/2025,551.5191355687774,345.9388626996724,37.88201473155624,113.46932805893914,Downloaded from https://data.carbonmapper.org/#1.81/30.8/50.5 on the 11122025. Cleaned using eda_carbon_mapper.ipynb,Carbon Mapper
EMIT - NASA,China,Coal,04/06/2025,1071.5779783755124,651.2718271319211,37.84215563076553,113.461400547493,Downloaded from https://data.carbonmapper.org/#1.81/30.8/50.5 on the 11122025. Cleaned using eda_carbon_mapper.ipynb,Carbon Mapper
EMIT - NASA,China,Coal,04/06/2025,597.0010103941917,389.1558421226568,37.82502125341894,113.47179074001878,Downloaded from https://data.carbonmapper.org/#1.81/30.8/50.5 on the 11122025. Cleaned using eda_carbon_mapper.ipynb,Carbon Mapper
EMIT - NASA,China,Coal,04/06/2025,548.7174264905726,396.47036675112537,37.87015331968213,113.51232530625704,Downloaded from https://data.carbonmapper.org/#1.81/30.8/50.5 on the 11122025. Cleaned using eda_carbon_mapper.ipynb,Carbon Mapper
EMIT - NASA,China,Coal,04/06/2025,775.2879367952805,473.9626173139129,37.86529181264406,113.48880302326398,Downloaded from https://data.carbonmapper.org/#1.81/30.8/50.5 on the 11122025. Cleaned using eda_carbon_mapper.ipynb,Carbon Mapper
EMIT - NASA,China,Coal,04/06/2025,4046.07678890438,959.2455534591028,37.94259860797708,113.42386646468714,Downloaded from https://data.carbonmapper.org/#1.81/30.8/50.5 on the 11122025. Cleaned using eda_carbon_mapper.ipynb,Carbon Mapper
EMIT - NASA,China,Coal,04/06/2025,1178.028187719736,661.4055294350941,37.96732311024327,113.436948360761,Downloaded from https://data.carbonmapper.org/#1.81/30.8/50.5 on the 11122025. Cleaned using eda_carbon_mapper.ipynb,Carbon Mapper
EMIT - NASA,China,Coal,04/06/2025,962.5516233044096,444.4318215477623,38.00847286297238,113.4046311634982,Downloaded from https://data.carbonmapper.org/#1.81/30.8/50.5 on the 11122025. Cleaned using eda_carbon_mapper.ipynb,Carbon Mapper
EMIT - NASA,China,Coal,04/06/2025,671.0638604612931,404.9793900729184,37.7721452002688,113.5614437207014,Downloaded from https://data.carbonmapper.org/#1.81/30.8/50.5 on the 11122025. Cleaned using eda_carbon_mapper.ipynb,Carbon Mapper
EMIT - NASA,China,Coal,04/06/2025,631.8680440928536,464.8808232506076,37.761135975165146,113.51837216022506,Downloaded from https://data.carbonmapper.org/#1.81/30.8/50.5 on the 11122025. Cleaned using eda_carbon_mapper.ipynb,Carbon Mapper
EMIT - NASA,China,Coal,04/06/2025,2892.066298935151,644.7622703081933,37.744776429332816,113.54871032153476,Downloaded from https://data.carbonmapper.org/#1.81/30.8/50.5 on the 11122025. Cleaned using eda_carbon_mapper.ipynb,Carbon Mapper
EMIT - NASA,China,Coal,04/06/2025,1356.0597039005056,392.9365815245304,37.74604171397071,113.56577230192744,Downloaded from https://data.carbonmapper.org/#1.81/30.8/50.5 on the 11122025. Cleaned using eda_carbon_mapper.ipynb,Carbon Mapper
Tanager,China,Coal,04/07/2025,982.3909297585484,156.1227843475119,26.06476251548358,104.54834601722844,Downloaded from https://data.carbonmapper.org/#1.81/30.8/50.5 on the 11122025. Cleaned using eda_carbon_mapper.ipynb,Carbon Mapper
EMIT - NASA,China,Coal,04/08/2023,4240.0,1160.0,40.3208,99.0887,Downloaded from https://methanewatch.kayrros.com/map on the 11032025. Cleaned using eda_kayrros_methane_watch.ipynb,Kayrros Methane Watch
Sentinel-5P/TROPOMI - ESA,China,Coal,04/09/2019,67420.0,30340.0,36.4069,112.6881,Downloaded from https://methanewatch.kayrros.com/map on the 11032025. Cleaned using eda_kayrros_methane_watch.ipynb,Kayrros Methane Watch
Sentinel-5P/TROPOMI - ESA,China,Coal,04/09/2023,26640.0,11990.0,33.9194,113.2402,Downloaded from https://methanewatch.kayrros.com/map on the 11032025. Cleaned using eda_kayrros_methane_watch.ipynb,Kayrros Methane Watch
EMIT - NASA,China,Coal,04/10/2024,3900.0,2230.0,36.2482,112.9909,Downloaded from https://methanewatch.kayrros.com/map on the 11032025. Cleaned using eda_kayrros_methane_watch.ipynb,Kayrros Methane Watch
EMIT - NASA,China,Coal,04/10/2024,1350.0,770.0,36.2596,112.9194,Downloaded from https://methanewatch.kayrros.com/map on the 11032025. Cleaned using eda_kayrros_methane_watch.ipynb,Kayrros Methane Watch
EMIT - NASA,China,Coal,04/10/2024,7380.0,3780.0,35.6105,112.5295,Downloaded from https://methanewatch.kayrros.com/map on the 11032025. Cleaned using eda_kayrros_methane_watch.ipynb,Kayrros Methane Watch
EMIT - NASA,China,Coal,04/10/2024,3300.0,1690.0,35.6116,112.4704,Downloaded from https://methanewatch.kayrros.com/map on the 11032025. Cleaned using eda_kayrros_methane_watch.ipynb,Kayrros Methane Watch
EMIT - NASA,China,Coal,04/10/2024,4170.0,3090.0,36.4157,112.9373,Downloaded from https://methanewatch.kayrros.com/map on the 11032025. Cleaned using eda_kayrros_methane_watch.ipynb,Kayrros Methane Watch
EMIT - NASA,China,Coal,04/10/2024,25275.0,12656.0,35.60838,112.52818,Downloaded from https://methanedata.unep.org/map?mars=&company=&country=&cc=&sat=&limit=1000&pub=#mcoord=0/30/0 on the 11122025. Cleaned using eda_mars.ipynb,IMEO MARS
EMIT - NASA,China,Coal,04/10/2024,15760.0,7894.0,35.65319,112.51577,Downloaded from https://methanedata.unep.org/map?mars=&company=&country=&cc=&sat=&limit=1000&pub=#mcoord=0/30/0 on the 11122025. Cleaned using eda_mars.ipynb,IMEO MARS
EMIT - NASA,China,Coal,04/10/2024,4916.0,2473.0,35.67411,112.56762,Downloaded from https://methanedata.unep.org/map?mars=&company=&country=&cc=&sat=&limit=1000&pub=#mcoord=0/30/0 on the 11122025. Cleaned using eda_mars.ipynb,IMEO MARS
EMIT - NASA,China,Coal,04/10/2024,1666.0,871.0,35.68713,112.66951,Downloaded from https://methanedata.unep.org/map?mars=&company=&country=&cc=&sat=&limit=1000&pub=#mcoord=0/30/0 on the 11122025. Cleaned using eda_mars.ipynb,IMEO MARS
EMIT - NASA,China,Coal,04/10/2024,7189.0,3607.0,35.54221,112.63087,Downloaded from https://methanedata.unep.org/map?mars=&company=&country=&cc=&sat=&limit=1000&pub=#mcoord=0/30/0 on the 11122025. Cleaned using eda_mars.ipynb,IMEO MARS
EMIT - NASA,China,Coal,04/10/2024,2491.0,1272.0,35.66851,112.63969,Downloaded from https://methanedata.unep.org/map?mars=&company=&country=&cc=&sat=&limit=1000&pub=#mcoord=0/30/0 on the 11122025. Cleaned using eda_mars.ipynb,IMEO MARS
EMIT - NASA,China,Coal,04/10/2024,5244.0,2637.0,35.6186,112.60969,Downloaded from https://methanedata.unep.org/map?mars=&company=&country=&cc=&sat=&limit=1000&pub=#mcoord=0/30/0 on the 11122025. Cleaned using eda_mars.ipynb,IMEO MARS
EMIT - NASA,China,Coal,04/10/2024,3860.0,1948.0,35.61714,112.61068,Downloaded from https://methanedata.unep.org/map?mars=&company=&country=&cc=&sat=&limit=1000&pub=#mcoord=0/30/0 on the 11122025. Cleaned using eda_mars.ipynb,IMEO MARS
EMIT - NASA,China,Coal,04/10/2024,12632.0,6329.0,35.60638,112.64465,Downloaded from https://methanedata.unep.org/map?mars=&company=&country=&cc=&sat=&limit=1000&pub=#mcoord=0/30/0 on the 11122025. Cleaned using eda_mars.ipynb,IMEO MARS
EMIT - NASA,China,Coal,04/10/2024,3313.0,1676.0,35.5983,112.577,Downloaded from https://methanedata.unep.org/map?mars=&company=&country=&cc=&sat=&limit=1000&pub=#mcoord=0/30/0 on the 11122025. Cleaned using eda_mars.ipynb,IMEO MARS
EMIT - NASA,China,Coal,04/10/2024,3896.0,1966.0,35.59816,112.68846,Downloaded from https://methanedata.unep.org/map?mars=&company=&country=&cc=&sat=&limit=1000&pub=#mcoord=0/30/0 on the 11122025. Cleaned using eda_mars.ipynb,IMEO MARS
EMIT - NASA,China,Coal,04/10/2024,8137.0,4081.0,35.56438,112.6019,Downloaded from https://methanedata.unep.org/map?mars=&company=&country=&cc=&sat=&limit=1000&pub=#mcoord=0/30/0 on the 11122025. Cleaned using eda_mars.ipynb,IMEO MARS
EMIT - NASA,China,Coal,04/10/2024,21186.0,10609.0,35.72995,112.42247,Downloaded from https://methanedata.unep.org/map?mars=&company=&country=&cc=&sat=&limit=1000&pub=#mcoord=0/30/0 on the 11122025. Cleaned using eda_mars.ipynb,IMEO MARS
EMIT - NASA,China,Coal,04/10/2024,2034.0,1046.0,35.60029,112.52066,Downloaded from https://methanedata.unep.org/map?mars=&company=&country=&cc=&sat=&limit=1000&pub=#mcoord=0/30/0 on the 11122025. Cleaned using eda_mars.ipynb,IMEO MARS
EMIT - NASA,China,Coal,04/10/2024,4090.0,2062.0,35.64211,112.56864,Downloaded from https://methanedata.unep.org/map?mars=&company=&country=&cc=&sat=&limit=1000&pub=#mcoord=0/30/0 on the 11122025. Cleaned using eda_mars.ipynb,IMEO MARS
EMIT - NASA,China,Coal,04/10/2024,6200.0,3114.0,35.63986,112.65204,Downloaded from https://methanedata.unep.org/map?mars=&company=&country=&cc=&sat=&limit=1000&pub=#mcoord=0/30/0 on the 11122025. Cleaned using eda_mars.ipynb,IMEO MARS
EMIT - NASA,China,Coal,04/10/2024,12967.0,6495.0,36.41495,112.9372,Downloaded from https://methanedata.unep.org/map?mars=&company=&country=&cc=&sat=&limit=1000&pub=#mcoord=0/30/0 on the 11122025. Cleaned using eda_mars.ipynb,IMEO MARS
EMIT - NASA,China,Coal,04/10/2024,3845.0,1940.0,36.25737,112.91964,Downloaded from https://methanedata.unep.org/map?mars=&company=&country=&cc=&sat=&limit=1000&pub=#mcoord=0/30/0 on the 11122025. Cleaned using eda_mars.ipynb,IMEO MARS
EMIT - NASA,China,Coal,04/10/2024,3938.0,1986.0,36.25226,112.88337,Downloaded from https://methanedata.unep.org/map?mars=&company=&country=&cc=&sat=&limit=1000&pub=#mcoord=0/30/0 on the 11122025. Cleaned using eda_mars.ipynb,IMEO MARS
EMIT - NASA,China,Coal,04/10/2024,8607.0,4313.0,36.36207,112.85718,Downloaded from https://methanedata.unep.org/map?mars=&company=&country=&cc=&sat=&limit=1000&pub=#mcoord=0/30/0 on the 11122025. Cleaned using eda_mars.ipynb,IMEO MARS
EMIT - NASA,China,Coal,04/10/2024,2513.0,1288.0,36.10827,112.98069,Downloaded from https://methanedata.unep.org/map?mars=&company=&country=&cc=&sat=&limit=1000&pub=#mcoord=0/30/0 on the 11122025. Cleaned using eda_mars.ipynb,IMEO MARS
EMIT - NASA,China,Coal,04/10/2024,8693.0,4358.0,36.28893,112.99898,Downloaded from https://methanedata.unep.org/map?mars=&company=&country=&cc=&sat=&limit=1000&pub=#mcoord=0/30/0 on the 11122025. Cleaned using eda_mars.ipynb,IMEO MARS
EMIT - NASA,China,Coal,04/10/2024,1341.0,686.0,36.53022,112.90503,Downloaded from https://methanedata.unep.org/map?mars=&company=&country=&cc=&sat=&limit=1000&pub=#mcoord=0/30/0 on the 11122025. Cleaned using eda_mars.ipynb,IMEO MARS
EMIT - NASA,China,Coal,04/10/2024,6243.0,3132.0,36.36691,112.93715,Downloaded from https://methanedata.unep.org/map?mars=&company=&country=&cc=&sat=&limit=1000&pub=#mcoord=0/30/0 on the 11122025. Cleaned using eda_mars.ipynb,IMEO MARS
EMIT - NASA,China,Coal,04/10/2024,1209.0,622.0,36.49753,112.87879,Downloaded from https://methanedata.unep.org/map?mars=&company=&country=&cc=&sat=&limit=1000&pub=#mcoord=0/30/0 on the 11122025. Cleaned using eda_mars.ipynb,IMEO MARS
EMIT - NASA,China,Coal,04/10/2024,1324.0,689.0,36.38779,112.929,Downloaded from https://methanedata.unep.org/map?mars=&company=&country=&cc=&sat=&limit=1000&pub=#mcoord=0/30/0 on the 11122025. Cleaned using eda_mars.ipynb,IMEO MARS
EMIT - NASA,China,Coal,04/10/2024,4922.0,2473.0,36.32231,112.926,Downloaded from https://methanedata.unep.org/map?mars=&company=&country=&cc=&sat=&limit=1000&pub=#mcoord=0/30/0 on the 11122025. Cleaned using eda_mars.ipynb,IMEO MARS
EMIT - NASA,China,Coal,04/10/2024,2979.0,1503.0,36.38906,112.87599,Downloaded from https://methanedata.unep.org/map?mars=&company=&country=&cc=&sat=&limit=1000&pub=#mcoord=0/30/0 on the 11122025. Cleaned using eda_mars.ipynb,IMEO MARS
EMIT - NASA,China,Coal,04/10/2024,13549.0,6788.0,36.24638,112.99023,Downloaded from https://methanedata.unep.org/map?mars=&company=&country=&cc=&sat=&limit=1000&pub=#mcoord=0/30/0 on the 11122025. Cleaned using eda_mars.ipynb,IMEO MARS
EMIT - NASA,China,Coal,04/10/2024,3134.0,1576.0,36.52844,112.89058,Downloaded from https://methanedata.unep.org/map?mars=&company=&country=&cc=&sat=&limit=1000&pub=#mcoord=0/30/0 on the 11122025. Cleaned using eda_mars.ipynb,IMEO MARS
EMIT - NASA,China,Coal,04/10/2024,8251.0,4136.0,36.32495,112.85349,Downloaded from https://methanedata.unep.org/map?mars=&company=&country=&cc=&sat=&limit=1000&pub=#mcoord=0/30/0 on the 11122025. Cleaned using eda_mars.ipynb,IMEO MARS
EMIT - NASA,China,Coal,04/10/2024,3414.0,1730.0,36.15312,112.99234,Downloaded from https://methanedata.unep.org/map?mars=&company=&country=&cc=&sat=&limit=1000&pub=#mcoord=0/30/0 on the 11122025. Cleaned using eda_mars.ipynb,IMEO MARS
EMIT - NASA,China,Coal,04/10/2024,3252.0,1655.0,35.99206,112.89036,Downloaded from https://methanedata.unep.org/map?mars=&company=&country=&cc=&sat=&limit=1000&pub=#mcoord=0/30/0 on the 11122025. Cleaned using eda_mars.ipynb,IMEO MARS
EMIT - NASA,China,Coal,04/10/2024,14887.0,7457.0,36.23247,112.94554,Downloaded from https://methanedata.unep.org/map?mars=&company=&country=&cc=&sat=&limit=1000&pub=#mcoord=0/30/0 on the 11122025. Cleaned using eda_mars.ipynb,IMEO MARS
EMIT - NASA,China,Coal,04/10/2024,2492.0,1276.0,36.13813,112.92011,Downloaded from https://methanedata.unep.org/map?mars=&company=&country=&cc=&sat=&limit=1000&pub=#mcoord=0/30/0 on the 11122025. Cleaned using eda_mars.ipynb,IMEO MARS
EMIT - NASA,China,Coal,04/10/2024,2900.0,1475.0,36.17119,112.98305,Downloaded from https://methanedata.unep.org/map?mars=&company=&country=&cc=&sat=&limit=1000&pub=#mcoord=0/30/0 on the 11122025. Cleaned using eda_mars.ipynb,IMEO MARS
EMIT - NASA,China,Coal,04/10/2024,1388.0,751.0,35.89412,112.7909,Downloaded from https://methanedata.unep.org/map?mars=&company=&country=&cc=&sat=&limit=1000&pub=#mcoord=0/30/0 on the 11122025. Cleaned using eda_mars.ipynb,IMEO MARS
EMIT - NASA,China,Coal,04/10/2024,8498.612020400406,1349.6710338818104,35.73014365592826,112.4221669856136,Downloaded from https://data.carbonmapper.org/#1.81/30.8/50.5 on the 11122025. Cleaned using eda_carbon_mapper.ipynb,Carbon Mapper
EMIT - NASA,China,Coal,04/10/2024,2756.228490653779,807.589374552807,35.54602211363496,112.63151028154226,Downloaded from https://data.carbonmapper.org/#1.81/30.8/50.5 on the 11122025. Cleaned using eda_carbon_mapper.ipynb,Carbon Mapper
