GEM Mine ID,Country,Mine Name,Mine Name AKAs,Mine Name (Non-ENG),GEM Wiki Page (Non-ENG),Status,Capacity (Mtpa),Opening Year,ROM or Saleable,"Coal Output (Annual, Mt) 2023",Output Accuracy,"Coal Output (Annual, Mt) 2022",Output Accuracy,"Coal Output (Annual, Mt) 2021",Output Accuracy,"Coal Output (Annual, Mt) 2020",Output Accuracy,"Coal Output (Annual, Mt) 2019",Output Accuracy,"Coal Output (Annual, Mt) 2018",Output Accuracy,"Coal Output (Annual, Mt) 2017",Output Accuracy
M1841,China,Chuancao Gedan Coal Mine,,????????????????????,https://www.gem.wiki/%E5%87%86%E6%A0%BC%E5%B0%94%E6%97%97%E4%BA%91%E9%A3%9E%E7%9F%BF%E4%B8%9A%E6%9C%89%E9%99%90%E8%B4%A3%E4%BB%BB%E5%85%AC%E5%8F%B8%E4%B8%B2%E8%8D%89%E5%9C%AA%E6%97%A6%E7%85%A4%E7%9F%BF,Operating,2.4,2009,ROM,1.79,Estimated,1.80,Estimated,2.40,Reported,2.40,Reported,2.42,Reported,1.69,Estimated,-,
M0248,China,Hongshuliang Coal Mine,,?????????????????????,https://www.gem.wiki/%E5%87%86%E6%A0%BC%E5%B0%94%E6%97%97%E5%AE%8F%E4%B8%B0%E7%85%A4%E7%82%AD%E8%BF%90%E9%94%80%E6%9C%89%E9%99%90%E8%B4%A3%E4%BB%BB%E5%85%AC%E5%8F%B8%E7%BA%A2%E6%A0%91%E6%A2%81%E7%85%A4%E7%9F%BF,Operating,5,2021,ROM,3.72,Estimated,3.75,Estimated,3.73,Estimated,-,,-,,-,,-,
M1977,China,Jiadong Coal Mine,???????????????,?????????????,https://www.gem.wiki/%E9%84%82%E5%B0%94%E5%A4%9A%E6%96%AF%E5%B8%82%E5%98%89%E4%B8%9C%E7%85%A4%E4%B8%9A%E6%9C%89%E9%99%90%E5%85%AC%E5%8F%B8,Operating,1.8,2015,ROM,1.34,Estimated,1.35,Estimated,1.34,Estimated,1.26,Estimated,1.27,Estimated,1.27,Estimated,-,
M1983,China,Jiaxinde Coal Mine,,????????????????,https://www.gem.wiki/%E9%84%82%E5%B0%94%E5%A4%9A%E6%96%AF%E5%B8%82%E5%98%89%E4%BF%A1%E5%BE%B7%E7%85%A4%E4%B8%9A%E6%9C%89%E9%99%90%E5%85%AC%E5%8F%B8%E7%85%A4%E7%9F%BF,Operating,2.1,2011,ROM,1.56,Estimated,1.57,Estimated,1.56,Estimated,1.47,Estimated,1.48,Estimated,1.48,Estimated,-,
M2320,China,Ordos Shengxin Coal Mine,,?????????????????,https://www.gem.wiki/%E9%84%82%E5%B0%94%E5%A4%9A%E6%96%AF%E5%B8%82%E7%9B%9B%E9%91%AB%E7%85%A4%E4%B8%9A%E6%9C%89%E9%99%90%E8%B4%A3%E4%BB%BB%E5%85%AC%E5%8F%B8%E7%85%A4%E7%9F%BF,Operating,1.5,2006,ROM,1.12,Estimated,1.12,Estimated,0.89,Estimated,0.84,Estimated,0.85,Estimated,0.85,Estimated,-,
M2109,China,Shanhou Coal Mine,,???????????????????,https://www.gem.wiki/%E5%BC%80%E6%BB%A6%EF%BC%88%E9%9B%86%E5%9B%A2%EF%BC%89%E8%94%9A%E5%B7%9E%E7%9F%BF%E4%B8%9A%E6%9C%89%E9%99%90%E8%B4%A3%E4%BB%BB%E5%85%AC%E5%8F%B8%E5%8D%95%E4%BE%AF%E7%9F%BF,Operating,1.8,2009,ROM,1.34,Estimated,1.79,Reported,1.89,Reported,1.74,Reported,0.81,Reported,1.56,Reported,1.36,Reported
M0164,China,Anhui Banji Coal Mine,,????????????????,https://www.gem.wiki/%E4%B8%AD%E7%85%A4%E6%96%B0%E9%9B%86%E8%83%BD%E6%BA%90%E8%82%A1%E4%BB%BD%E6%9C%89%E9%99%90%E5%85%AC%E5%8F%B8%E6%9D%BF%E9%9B%86%E7%85%A4%E7%9F%BF,Operating,3,2022,ROM,2.23,Estimated,2.25,Estimated,-,,-,,-,,-,,-,
M1857,China,Dashe Coal Mine,,???????????????,https://www.gem.wiki/%E5%86%80%E4%B8%AD%E8%83%BD%E6%BA%90%E5%B3%B0%E5%B3%B0%E9%9B%86%E5%9B%A2%E6%9C%89%E9%99%90%E5%85%AC%E5%8F%B8%E5%A4%A7%E7%A4%BE%E7%9F%BF,Operating,1.5,1959,ROM,1.12,Estimated,1.12,Estimated,1.12,Estimated,1.05,Estimated,1.06,Estimated,1.06,Estimated,1.50,Reported
M1858,China,Dashucun Coal Mine,,????????????????,https://www.gem.wiki/%E5%86%80%E4%B8%AD%E8%83%BD%E6%BA%90%E5%B3%B0%E5%B3%B0%E9%9B%86%E5%9B%A2%E6%9C%89%E9%99%90%E5%85%AC%E5%8F%B8%E5%A4%A7%E6%B7%91%E6%9D%91%E7%9F%BF,Operating,1.5,2003,ROM,1.12,Estimated,1.12,Estimated,1.12,Estimated,1.05,Estimated,1.06,Estimated,1.06,Estimated,1.50,Reported
M1868,China,Dayuan Coal Mine,,??????????,https://www.gem.wiki/%E5%B1%B1%E8%A5%BF%E5%A4%A7%E8%BF%9C%E7%85%A4%E4%B8%9A%E6%9C%89%E9%99%90%E5%85%AC%E5%8F%B8,Operating,1.2,1989,ROM,0.89,Estimated,0.90,Estimated,0.89,Estimated,0.84,Estimated,0.85,Estimated,0.85,Estimated,-,
M1117,China,Dongpang Coal Mine,,?????????????,https://www.gem.wiki/%E5%86%80%E4%B8%AD%E8%83%BD%E6%BA%90%E8%82%A1%E4%BB%BD%E6%9C%89%E9%99%90%E5%85%AC%E5%8F%B8%E4%B8%9C%E5%BA%9E%E7%9F%BF,Operating,3.9,1983,ROM,2.90,Estimated,2.92,Estimated,2.91,Estimated,2.72,Estimated,2.75,Estimated,2.75,Estimated,4.20,Reported
M1923,China,Guoerzhuang Coal Mine,,???????????????????,https://www.gem.wiki/%E5%86%80%E4%B8%AD%E8%83%BD%E6%BA%90%E9%82%AF%E9%83%B8%E7%9F%BF%E4%B8%9A%E9%9B%86%E5%9B%A2%E6%9C%89%E9%99%90%E5%85%AC%E5%8F%B8%E9%83%AD%E4%BA%8C%E5%BA%84%E7%85%A4%E7%9F%BF,Operating,2.4,1946,ROM,1.79,Estimated,1.80,Estimated,1.79,Estimated,1.68,Estimated,1.27,Estimated,1.27,Estimated,1.80,Reported
M2010,China,Jizhong Xin'an Coal Mine,,???????????????,https://www.gem.wiki/%E5%86%80%E4%B8%AD%E8%83%BD%E6%BA%90%E5%B3%B0%E5%B3%B0%E9%9B%86%E5%9B%A2%E6%9C%89%E9%99%90%E5%85%AC%E5%8F%B8%E8%BE%9B%E5%AE%89%E7%9F%BF,Operating,1.5,1971,ROM,1.12,Estimated,1.12,Estimated,1.12,Estimated,1.05,Estimated,1.06,Estimated,1.06,Estimated,1.50,Reported
M2569,China,Madiliang Coal Mine,,??????????????????,https://www.gem.wiki/%E5%86%85%E8%92%99%E5%8F%A4%E6%99%BA%E8%83%BD%E7%85%A4%E7%82%AD%E6%9C%89%E9%99%90%E8%B4%A3%E4%BB%BB%E5%85%AC%E5%8F%B8%E9%BA%BB%E5%9C%B0%E6%A2%81%E7%85%A4%E7%9F%BF,Operating,10,2021,ROM,7.44,Estimated,5.99,Estimated,5.27,Reported,4.24,Reported,0.43,Reported,-,,-,
M1183,China,New Shanghai No.1 Coal Mine,,?????????????????????,https://www.gem.wiki/%E5%86%85%E8%92%99%E5%8F%A4%E4%B8%8A%E6%B5%B7%E5%BA%99%E7%9F%BF%E4%B8%9A%E6%9C%89%E9%99%90%E8%B4%A3%E4%BB%BB%E5%85%AC%E5%8F%B8%E6%96%B0%E4%B8%8A%E6%B5%B7%E4%B8%80%E5%8F%B7%E7%85%A4%E7%9F%BF,Operating,4,2023,ROM,2.98,Estimated,4.00,Reported,4.00,Reported,4.00,Reported,-,,-,,-,
M2223,China,Xingdong Coal Mine,,?????????????,https://www.gem.wiki/%E5%86%80%E4%B8%AD%E8%83%BD%E6%BA%90%E8%82%A1%E4%BB%BD%E6%9C%89%E9%99%90%E5%85%AC%E5%8F%B8%E9%82%A2%E4%B8%9C%E7%9F%BF,Operating,1.25,2001,ROM,0.93,Estimated,0.94,Estimated,0.93,Estimated,0.87,Estimated,0.88,Estimated,0.88,Estimated,1.25,Reported
M2252,China,Yangdong Coal Mine,,???????????????,https://www.gem.wiki/%E5%86%80%E4%B8%AD%E8%83%BD%E6%BA%90%E5%B3%B0%E5%B3%B0%E9%9B%86%E5%9B%A2%E6%9C%89%E9%99%90%E5%85%AC%E5%8F%B8%E7%BE%8A%E4%B8%9C%E7%9F%BF,Operating,1.5,2006,ROM,1.12,Estimated,1.12,Estimated,1.12,Estimated,1.05,Estimated,1.06,Estimated,1.06,Estimated,1.50,Reported
M1853,China,Dameigou Coal Mine,,???????????????????????,https://www.gem.wiki/%E4%B9%89%E9%A9%AC%E7%85%A4%E4%B8%9A%E9%9B%86%E5%9B%A2%E9%9D%92%E6%B5%B7%E4%B9%89%E6%B5%B7%E8%83%BD%E6%BA%90%E6%9C%89%E9%99%90%E8%B4%A3%E4%BB%BB%E5%85%AC%E5%8F%B8%E5%A4%A7%E7%85%A4%E6%B2%9F%E7%85%A4%E7%9F%BF,Operating,1.3,2008,ROM,0.97,Estimated,0.97,Estimated,0.97,Estimated,0.91,Estimated,0.71,Estimated,0.71,Estimated,-,
M1115,China,Donghuantuo Coal Mine,,????????????????????,https://www.gem.wiki/%E5%BC%80%E6%BB%A6%EF%BC%88%E9%9B%86%E5%9B%A2%EF%BC%89%E6%9C%89%E9%99%90%E8%B4%A3%E4%BB%BB%E5%85%AC%E5%8F%B8%E4%B8%9C%E6%AC%A2%E5%9D%A8%E7%9F%BF%E4%B8%9A%E5%88%86%E5%85%AC%E5%8F%B8,Operating,4.5,2000,ROM,3.35,Estimated,4.42,Reported,4.39,Reported,4.49,Reported,4.50,Reported,4.50,Reported,4.50,Reported
M1121,China,Fangezhuang Coal Mine,,????????????????????,https://www.gem.wiki/%E5%BC%80%E6%BB%A6%E8%83%BD%E6%BA%90%E5%8C%96%E5%B7%A5%E8%82%A1%E4%BB%BD%E6%9C%89%E9%99%90%E5%85%AC%E5%8F%B8%E8%8C%83%E5%90%84%E5%BA%84%E7%9F%BF%E4%B8%9A%E5%88%86%E5%85%AC%E5%8F%B8,Operating,4.8,1964,ROM,3.57,Estimated,4.38,Reported,4.73,Reported,4.14,Reported,3.90,Reported,4.19,Reported,4.80,Reported
M2008,China,Jiulong Coal Mine,,?????????????????????,https://www.gem.wiki/%E5%86%80%E4%B8%AD%E8%83%BD%E6%BA%90%E5%B3%B0%E5%B3%B0%E9%9B%86%E5%9B%A2%E9%82%AF%E9%83%B8%E5%AE%9D%E5%B3%B0%E7%9F%BF%E4%B8%9A%E6%9C%89%E9%99%90%E5%85%AC%E5%8F%B8%E4%B9%9D%E9%BE%99%E7%9F%BF,Operating,1.68,1991,ROM,1.25,Estimated,1.26,Estimated,1.25,Estimated,1.17,Estimated,1.48,Estimated,1.48,Estimated,2.10,Reported
M2025,China,Linxi Coal Mine,,????????????,https://www.gem.wiki/%E5%94%90%E5%B1%B1%E5%BC%80%E6%BB%A6%E6%9E%97%E8%A5%BF%E7%9F%BF%E4%B8%9A%E6%9C%89%E9%99%90%E5%85%AC%E5%8F%B8,Operating,1.5,1902,ROM,1.12,Estimated,1.30,Reported,1.01,Reported,1.13,Reported,0.96,Reported,1.00,Reported,1.03,Reported
M1174,China,Lvjiatuo Coal Mine,,????????????????????,https://www.gem.wiki/%E5%BC%80%E6%BB%A6%E8%83%BD%E6%BA%90%E5%8C%96%E5%B7%A5%E8%82%A1%E4%BB%BD%E6%9C%89%E9%99%90%E5%85%AC%E5%8F%B8%E5%90%95%E5%AE%B6%E5%9D%A8%E7%9F%BF%E4%B8%9A%E5%88%86%E5%85%AC%E5%8F%B8,Operating,3.3,1968,ROM,2.46,Estimated,3.07,Reported,3.28,Reported,3.05,Reported,2.81,Reported,2.99,Reported,3.30,Reported
M0307,China,Qianjiaying Coal Mine,,????????????????????,https://www.gem.wiki/%E5%BC%80%E6%BB%A6%EF%BC%88%E9%9B%86%E5%9B%A2%EF%BC%89%E6%9C%89%E9%99%90%E8%B4%A3%E4%BB%BB%E5%85%AC%E5%8F%B8%E9%92%B1%E5%AE%B6%E8%90%A5%E7%9F%BF%E4%B8%9A%E5%88%86%E5%85%AC%E5%8F%B8,Operating,5.4,1988,ROM,4.02,Estimated,5.27,Reported,5.35,Reported,5.35,Reported,4.99,Reported,4.83,Reported,5.15,Reported
M1207,China,Tangshan Coal Mine,,???????????????????,https://www.gem.wiki/%E5%BC%80%E6%BB%A6%EF%BC%88%E9%9B%86%E5%9B%A2%EF%BC%89%E6%9C%89%E9%99%90%E8%B4%A3%E4%BB%BB%E5%85%AC%E5%8F%B8%E5%94%90%E5%B1%B1%E7%9F%BF%E4%B8%9A%E5%88%86%E5%85%AC%E5%8F%B8,Operating,3,1881,ROM,2.23,Estimated,2.70,Reported,0.95,Reported,1.66,Reported,2.21,Reported,3.10,Reported,3.43,Reported
M1219,China,Wanniang Coal Mine,,???????????????,https://www.gem.wiki/%E5%86%80%E4%B8%AD%E8%83%BD%E6%BA%90%E5%B3%B0%E5%B3%B0%E9%9B%86%E5%9B%A2%E6%9C%89%E9%99%90%E5%85%AC%E5%8F%B8%E4%B8%87%E5%B9%B4%E7%9F%BF,Operating,3,1976,ROM,2.23,Estimated,2.25,Estimated,2.24,Estimated,2.09,Estimated,2.54,Estimated,2.54,Estimated,3.60,Reported
M1227,China,Wutongzhuang Coal Mine,,????????????????,https://www.gem.wiki/%E5%86%80%E4%B8%AD%E8%83%BD%E6%BA%90%E5%B3%B0%E5%B3%B0%E9%9B%86%E5%9B%A2%E6%9C%89%E9%99%90%E5%85%AC%E5%8F%B8%E6%A2%A7%E6%A1%90%E5%BA%84%E7%9F%BF,Operating,3,2001,ROM,2.23,Estimated,2.25,Estimated,2.24,Estimated,2.09,Estimated,2.12,Estimated,2.12,Estimated,3.00,Reported
M1247,China,Yuka No. 1 Coal Mine,,????????????????????(?????,https://www.gem.wiki/%E9%9D%92%E6%B5%B7%E7%9C%81%E8%83%BD%E6%BA%90%E5%8F%91%E5%B1%95%EF%BC%88%E9%9B%86%E5%9B%A2%EF%BC%89%E9%B1%BC%E5%8D%A1%E7%85%A4%E7%9F%BF(%E9%B1%BC%E5%8D%A1%E4%B8%80%E4%BA%95%EF%BC%89,Operating,4,2007,ROM,2.98,Estimated,3.00,Estimated,2.98,Estimated,2.79,Estimated,2.82,Estimated,0.64,Estimated,-,
M1826,China,Bide Tengqing Coal Mine,,?????????????????????,https://www.gem.wiki/%E8%B4%B5%E5%B7%9E%E8%B4%B5%E8%83%BD%E6%8A%95%E8%B5%84%E8%82%A1%E4%BB%BD%E6%9C%89%E9%99%90%E5%85%AC%E5%8F%B8%E6%B0%B4%E5%9F%8E%E5%8E%BF%E6%AF%94%E5%BE%B7%E8%85%BE%E5%BA%86%E7%85%A4%E7%9F%BF,Operating,1.2,2016,ROM,0.89,Estimated,0.90,Estimated,0.89,Estimated,-,,0.85,Estimated,0.85,Estimated,0.60,Reported
M4330,China,Dafang Xiaotun Coal Mine,,??????????????,https://www.gem.wiki/%E8%B4%B5%E5%B7%9E%E5%A4%A7%E6%96%B9%E7%85%A4%E4%B8%9A%E6%9C%89%E9%99%90%E5%85%AC%E5%8F%B8%E5%B0%8F%E5%B1%AF%E7%85%A4%E7%9F%BF,Operating,1.2,2011,ROM,0.89,Estimated,0.90,Estimated,0.89,Estimated,-,,0.42,Estimated,0.42,Estimated,0.60,Reported
M1862,China,Dawan Coal Mine East Well,,??????????????????,https://www.gem.wiki/%E8%B4%B5%E5%B7%9E%E6%B0%B4%E5%9F%8E%E7%9F%BF%E4%B8%9A%E8%82%A1%E4%BB%BD%E6%9C%89%E9%99%90%E5%85%AC%E5%8F%B8%E5%A4%A7%E6%B9%BE%E7%85%A4%E7%9F%BF%E4%B8%9C%E4%BA%95,Operating,1.1,2000,ROM,0.82,Estimated,0.82,Estimated,0.82,Estimated,-,,-,,0.78,Estimated,-,
M1896,China,Faer Coal Mine,,??????????????,https://www.gem.wiki/%E8%B4%B5%E5%B7%9E%E5%8F%91%E8%80%B3%E7%85%A4%E4%B8%9A%E6%9C%89%E9%99%90%E5%85%AC%E5%8F%B8%E5%8F%91%E8%80%B3%E7%9F%BF%E4%BA%95,Operating,1.8,2009,ROM,1.34,Estimated,1.35,Estimated,1.34,Estimated,-,,1.27,Estimated,1.27,Estimated,1.80,Reported
M4328,China,Jinsha Linhua Coal Mine,,??????????????,https://www.gem.wiki/%E8%B4%B5%E5%B7%9E%E6%9E%97%E5%8D%8E%E7%9F%BF%E4%B8%9A%E6%9C%89%E9%99%90%E5%85%AC%E5%8F%B8%E6%9E%97%E5%8D%8E%E7%85%A4%E7%9F%BF,Operating,1.5,2010,ROM,1.12,Estimated,1.12,Estimated,1.12,Estimated,-,,0.64,Estimated,0.64,Estimated,0.90,Reported
M4331,China,Jinsha Longgong Coal Mine,,???????????????????????,https://www.gem.wiki/%E8%B4%B5%E5%B7%9E%E7%9C%81%E6%9C%97%E6%9C%88%E7%9F%BF%E4%B8%9A%E6%8A%95%E8%B5%84%E6%9C%89%E9%99%90%E5%85%AC%E5%8F%B8%E9%87%91%E6%B2%99%E5%8E%BF%E6%96%B0%E5%8C%96%E4%B9%A1%E9%BE%99%E5%AE%AB%E7%85%A4%E7%9F%BF,Operating,1.2,2018,ROM,0.89,Estimated,0.90,Estimated,0.89,Estimated,-,,0.85,Estimated,0.64,Estimated,-,
M3748,China,Jinsha Yongsheng Coal Mine,,????????????????????,https://www.gem.wiki/%E8%B4%B5%E5%B7%9E%E6%B5%A6%E9%91%AB%E8%83%BD%E6%BA%90%E6%9C%89%E9%99%90%E5%85%AC%E5%8F%B8%E9%87%91%E6%B2%99%E5%8E%BF%E5%8C%96%E8%A7%89%E4%B9%A1%E6%B0%B8%E6%99%9F%E7%85%A4%E7%9F%BF,Operating,1.5,2015,ROM,1.12,Estimated,1.12,Estimated,0.67,Estimated,-,,0.64,Estimated,0.64,Estimated,0.70,Reported
M2552,China,Longfeng Coal Mine,,??????????????,https://www.gem.wiki/%E5%85%96%E7%9F%BF%E8%B4%B5%E5%B7%9E%E8%83%BD%E5%8C%96%E6%9C%89%E9%99%90%E5%85%AC%E5%8F%B8%E9%BE%99%E5%87%A4%E7%85%A4%E7%9F%BF,Operating,1.2,2022,ROM,0.89,Estimated,0.90,Estimated,-,,-,,-,,-,,-,
M2045,China,Lutang Coal Mine,,????????????????????????,https://www.gem.wiki/%E5%B1%B1%E4%B8%9C%E8%83%BD%E6%BA%90%E9%9B%86%E5%9B%A2%E8%B4%B5%E5%B7%9E%E7%9F%BF%E4%B8%9A%E6%9C%89%E9%99%90%E5%85%AC%E5%8F%B8%E5%A4%A7%E6%96%B9%E5%8E%BF%E7%BB%BF%E5%A1%98%E4%B9%A1%E7%BB%BF%E5%A1%98%E7%85%A4%E7%9F%BF,Operating,1.62,2017,ROM,1.21,Estimated,1.21,Estimated,1.21,Estimated,-,,1.14,Estimated,1.14,Estimated,-,
M0290,China,Mayixi No.1 Coal Mine,,?????????????????,https://www.gem.wiki/%E8%B4%B5%E5%B7%9E%E7%9B%98%E5%8E%BF%E7%9F%BF%E5%8C%BA%E9%A9%AC%E4%BE%9D%E8%A5%BF%E4%B8%80%E4%BA%95%E7%85%A4%E7%9F%BF,Operating,1.2,2022,ROM,0.89,Estimated,0.90,Estimated,-,,-,,-,,-,,-,
M2408,China,Nuodong Coal Mine,,?????????????????????,https://www.gem.wiki/%E8%B4%B5%E5%B7%9E%E5%85%B4%E5%AE%89%E7%85%A4%E4%B8%9A%E6%9C%89%E9%99%90%E5%85%AC%E5%8F%B8%E6%99%AE%E5%AE%89%E5%8E%BF%E7%B3%AF%E4%B8%9C%E7%85%A4%E7%9F%BF%EF%BC%88%E4%B8%80%E6%9C%9F%EF%BC%89,Operating,1.2,2014,ROM,0.89,Estimated,0.90,Estimated,0.89,Estimated,0.84,Estimated,0.85,Estimated,0.85,Estimated,1.20,Reported
M4332,China,Panxian Dongli Coal Mine,,?????????????????????,https://www.gem.wiki/%E8%B4%B5%E5%B7%9E%E9%82%A6%E8%BE%BE%E8%83%BD%E6%BA%90%E5%BC%80%E5%8F%91%E6%9C%89%E9%99%90%E5%85%AC%E5%8F%B8%E7%9B%98%E5%8E%BF%E6%9D%BF%E6%A1%A5%E9%95%87%E4%B8%9C%E6%9D%8E%E7%85%A4%E7%9F%BF,Operating,1.2,2020,ROM,0.89,Estimated,0.90,Estimated,0.89,Estimated,-,,-,,-,,-,
M2412,China,Qianxi Xintian Coal Mine,,????????????????,https://www.gem.wiki/%E6%B0%B8%E8%B4%B5%E8%83%BD%E6%BA%90%E5%BC%80%E5%8F%91%E6%9C%89%E9%99%90%E8%B4%A3%E4%BB%BB%E5%85%AC%E5%8F%B8%E6%96%B0%E7%94%B0%E7%85%A4%E7%9F%BF,Operating,1.2,2021,ROM,0.89,Estimated,0.90,Estimated,0.89,Estimated,-,,0.42,Estimated,-,,-,
M2087,China,Qinglong Coal Mine,,?????????????,https://www.gem.wiki/%E8%B4%B5%E5%B7%9E%E7%9C%81%E9%BB%94%E8%A5%BF%E5%8E%BF%E8%B0%B7%E9%87%8C%E9%95%87%E9%9D%92%E9%BE%99%E7%85%A4%E7%9F%BF,Operating,1.2,2004,ROM,0.89,Estimated,0.90,Estimated,0.89,Estimated,-,,0.85,Estimated,0.85,Estimated,1.20,Reported
M2110,China,Shanjiaoshu Coal Mine,,????????????????,https://www.gem.wiki/%E8%B4%B5%E5%B7%9E%E7%9B%98%E6%B1%9F%E7%B2%BE%E7%85%A4%E8%82%A1%E4%BB%BD%E6%9C%89%E9%99%90%E5%85%AC%E5%8F%B8%E5%B1%B1%E8%84%9A%E6%A0%91%E7%9F%BF,Operating,3.1,1974,ROM,2.31,Estimated,2.32,Estimated,2.31,Estimated,-,,1.80,Reported,1.76,Reported,1.78,Reported
M4394,China,Shuicheng Baoxing Coal Mine,,??????????????????????,https://www.gem.wiki/%E8%B4%B5%E5%B7%9E%E4%B9%85%E7%9B%8A%E7%9F%BF%E4%B8%9A%E8%82%A1%E4%BB%BD%E6%9C%89%E9%99%90%E5%85%AC%E5%8F%B8%E6%B0%B4%E5%9F%8E%E5%8E%BF%E9%83%BD%E6%A0%BC%E4%B9%A1%E4%BF%9D%E5%85%B4%E7%85%A4%E7%9F%BF,Operating,1.5,2012,ROM,1.12,Estimated,1.12,Estimated,1.12,Estimated,-,,0.95,Estimated,0.64,Estimated,0.45,Reported
M3799,China,Shuicheng Panzhihua Coal Mine,,???????????,https://www.gem.wiki/%E6%B0%B4%E5%9F%8E%E5%8E%BF%E9%B8%A1%E5%9C%BA%E4%B9%A1%E6%94%80%E6%9E%9D%E8%8A%B1%E7%85%A4%E7%9F%BF,Operating,1.2,2020,ROM,0.89,Estimated,0.90,Estimated,0.89,Estimated,-,,0.32,Estimated,0.32,Estimated,0.45,Reported
M2410,China,Sijichun Coal Mine,,???????????????????????,https://www.gem.wiki/%E8%B4%B5%E5%B7%9E%E8%B4%B5%E8%83%BD%E6%8A%95%E8%B5%84%E8%82%A1%E4%BB%BD%E6%9C%89%E9%99%90%E5%85%AC%E5%8F%B8%E7%BB%87%E9%87%91%E5%8E%BF%E4%B8%89%E5%A1%98%E9%95%87%E5%9B%9B%E5%AD%A3%E6%98%A5%E7%85%A4%E7%9F%BF,Operating,1.2,2021,ROM,0.89,Estimated,0.90,Estimated,0.89,Estimated,-,,0.32,Estimated,0.32,Estimated,0.45,Reported
M2142,China,Songhe Coal Mine,,??????????????????,https://www.gem.wiki/%E8%B4%B5%E5%B7%9E%E6%9D%BE%E6%B2%B3%E7%85%A4%E4%B8%9A%E5%8F%91%E5%B1%95%E6%9C%89%E9%99%90%E8%B4%A3%E4%BB%BB%E5%85%AC%E5%8F%B8%E6%9D%BE%E6%B2%B3%E7%85%A4%E7%9F%BF,Operating,4.5,2009,ROM,3.35,Estimated,1.80,Estimated,1.79,Estimated,-,,-,,1.69,Estimated,2.40,Reported
M2177,China,Tucheng Coal Mine,,???????????????,https://www.gem.wiki/%E8%B4%B5%E5%B7%9E%E7%9B%98%E6%B1%9F%E7%B2%BE%E7%85%A4%E8%82%A1%E4%BB%BD%E6%9C%89%E9%99%90%E5%85%AC%E5%8F%B8%E5%9C%9F%E5%9F%8E%E7%9F%BF,Operating,4,1984,ROM,2.98,Estimated,3.00,Estimated,2.98,Estimated,-,,1.98,Estimated,1.87,Estimated,2.65,Reported
M2380,China,Wangjiazhai Coal Mine Inclined Shaft Coal Mine,,???????????????????,https://www.gem.wiki/%E8%B4%B5%E5%B7%9E%E6%B0%B4%E5%9F%8E%E7%9F%BF%E4%B8%9A%E8%82%A1%E4%BB%BD%E6%9C%89%E9%99%90%E5%85%AC%E5%8F%B8%E6%B1%AA%E5%AE%B6%E5%AF%A8%E7%85%A4%E7%9F%BF%E6%96%9C%E4%BA%95,Operating,1.2,1972,ROM,0.89,Estimated,0.90,Estimated,0.89,Estimated,-,,-,,0.85,Estimated,1.20,Reported
M2424,China,Wangjiazhai Pingdong Coal Mine,,???????????????????,https://www.gem.wiki/%E8%B4%B5%E5%B7%9E%E6%B0%B4%E5%9F%8E%E7%9F%BF%E4%B8%9A%E8%82%A1%E4%BB%BD%E6%9C%89%E9%99%90%E5%85%AC%E5%8F%B8%E6%B1%AA%E5%AE%B6%E5%AF%A8%E7%85%A4%E7%9F%BF%E5%B9%B3%E7%A1%90,Operating,1.5,1967,ROM,1.12,Estimated,1.12,Estimated,1.12,Estimated,-,,-,,1.06,Estimated,1.50,Reported
M2418,China,Wenjiaba No.1 Coal Mine,,????????????????????,https://www.gem.wiki/%E8%B4%B5%E5%B7%9E%E6%96%87%E5%AE%B6%E5%9D%9D%E7%9F%BF%E4%B8%9A%E6%9C%89%E9%99%90%E5%85%AC%E5%8F%B8%E6%96%87%E5%AE%B6%E5%9D%9D%E4%B8%80%E7%9F%BF%EF%BC%88%E4%B8%80%E6%9C%9F%EF%BC%89,Operating,1.2,2016,ROM,0.89,Estimated,0.90,Estimated,0.89,Estimated,-,,0.85,Estimated,0.85,Estimated,1.20,Reported
M2202,China,Wulunshan Coal Mine,,????????????????,https://www.gem.wiki/%E8%B4%B5%E5%B7%9E%E4%BA%94%E8%BD%AE%E5%B1%B1%E7%85%A4%E4%B8%9A%E6%9C%89%E9%99%90%E5%85%AC%E5%8F%B8%E4%BA%94%E8%BD%AE%E5%B1%B1%E7%85%A4%E7%9F%BF,Operating,1.5,2013,ROM,1.12,Estimated,1.12,Estimated,1.12,Estimated,-,,1.06,Estimated,1.06,Estimated,1.50,Reported
M2460,China,Xiangshui Coal Mine Botu area,,?????????????????????,https://www.gem.wiki/%E8%B4%B5%E5%B7%9E%E7%9B%98%E5%8D%97%E7%85%A4%E7%82%AD%E5%BC%80%E5%8F%91%E6%9C%89%E9%99%90%E8%B4%A3%E4%BB%BB%E5%85%AC%E5%8F%B8%E5%93%8D%E6%B0%B4%E7%85%A4%E7%9F%BF%E6%92%AD%E5%9C%9F%E5%8C%BA,Operating,3,2015,ROM,2.23,Estimated,2.25,Estimated,2.24,Estimated,-,,-,,1.69,Estimated,2.40,Reported
