country code,year,total coal (MT),metallurgical coal (MT)
NLDO,2021,0.0,0.0
NOR,1991,0.329999607547302,0.0
NOR,1992,0.3589995730590346,0.0
NOR,1993,0.2679996812808392,0.0
NOR,1994,0.30099964203556945,0.0
NOR,1995,0.29199965273882483,0.0
NOR,1996,0.229999726472362,0.0
NOR,1997,0.3859995409492684,0.0
NOR,1998,0.32799960992580324,0.0
NOR,1999,0.4039995195427576,0.0
NOR,2000,0.6319992483936208,0.0
NOR,2001,1.7879978736199273,0.0
NOR,2002,2.131997464517721,0.0
NOR,2003,2.9439964988462335,0.0
NOR,2004,2.9039965464162574,0.0
NOR,2005,1.4709982506123673,0.0
NOR,2006,2.394997151744813,0.0
NOR,2007,4.072995156182305,0.0
NOR,2008,3.429995920870442,0.0
NOR,2009,2.640996859189165,0.0
NOR,2010,1.934997698800089,0.0
NOR,2011,1.3859983516986683,0.0
NOR,2012,1.2289985384110125,0.0
NOR,2013,1.854997793940137,0.0
NOR,2014,1.674998008005245,0.0
NOR,2015,1.1059986846888363,0.0
NOR,2016,0.8179990271930092,0.0
NOR,2017,0.13099984420817137,0.0
NOR,2018,0.15035382119141527,0.0
NOR,2019,0.12101985607689238,0.0
NOR,2020,0.06866491834010754,0.0
NOR,2021,0.12126585578433674,0.0
NOR,2022,0.1169998608576798,0.0
NOR,2023,0.1197448575931869,0.0
NPL,1991,0.002138395684267535,0.0
NPL,1992,0.0023691962961079876,0.0
NPL,1993,0.0025999969079484398,0.0
NPL,1994,0.0059535858291217,0.0
NPL,1995,0.0059651875879653754,0.0
NPL,1996,0.00597678934680905,0.0
NPL,1997,0.007747064228016227,0.0
NPL,1998,0.0109999869182434,0.0
NPL,1999,0.0179999785934892,0.0
NPL,2000,0.0169999797827398,0.0
NPL,2001,0.009999988107494,0.0
NPL,2002,0.0119999857289928,0.0
NPL,2003,0.0109999869182434,0.0
NPL,2004,0.0089999892967446,0.0
NPL,2005,0.009258988988728694,0.0
NPL,2006,0.011962985772995071,0.0
NPL,2007,0.0139999833504916,0.0
NPL,2008,0.013844983534825444,0.0
NPL,2009,0.014818982376495357,0.0
NPL,2010,0.01179998596684292,0.0
NPL,2011,0.013159984349462103,0.0
NPL,2012,0.016079980876850353,0.0
NPL,2013,0.0189999774042386,0.0
NPL,2014,0.0209999750257374,0.0
NPL,2015,0.0189999774042386,0.0
NPL,2016,0.0209999750257374,0.0
NPL,2017,0.0229999726472362,0.0
NPL,2018,0.024999970268735003,0.0
NPL,2019,0.027180967674979437,0.0
NPL,2020,0.0279999667009832,0.0
NPL,2021,0.029615964779154232,0.0
NPL,2022,0.014999982161241,0.0
NPL,2023,0.0090809892004153,0.0
NRU,1991,0.0,0.0
NRU,1992,0.0,0.0
NRU,1993,0.0,0.0
NRU,1994,0.0,0.0
NRU,1995,0.0,0.0
NRU,1996,0.0,0.0
NRU,1997,0.0,0.0
NRU,1998,0.0,0.0
NRU,1999,0.0,0.0
NRU,2000,0.0,0.0
NRU,2001,0.0,0.0
NRU,2002,0.0,0.0
NRU,2003,0.0,0.0
NRU,2004,0.0,0.0
NRU,2005,0.0,0.0
NRU,2006,0.0,0.0
NRU,2007,0.0,0.0
NRU,2008,0.0,0.0
NRU,2009,0.0,0.0
NRU,2010,0.0,0.0
NRU,2011,0.0,0.0
NRU,2012,0.0,0.0
NRU,2013,0.0,0.0
NRU,2014,0.0,0.0
NRU,2015,0.0,0.0
NRU,2016,0.0,0.0
NRU,2017,0.0,0.0
NRU,2018,0.0,0.0
NRU,2019,0.0,0.0
NRU,2020,0.0,0.0
NRU,2021,0.0,0.0
NRU,2022,0.0,0.0
NRU,2023,0.0,0.0
NZL,1991,2.689021802075399,0.6743651271391156
NZL,1992,3.018055410771512,0.8588345594140403
NZL,1993,3.336804031699048,1.114334076622985
NZL,1994,3.033231392723456,1.154694692601688
NZL,1995,3.5768167462634803,1.5531413660164612
NZL,1996,3.6105477061488314,1.6999905320783193
NZL,1997,3.5674078274530467,1.280767207493475
NZL,1998,3.1263662819625564,1.07218579990809
NZL,1999,3.5057258308084487,1.4848881323433825
NZL,2000,3.4574128882647583,1.546947974787921
NZL,2001,3.9113913483699427,1.7308744473190614
NZL,2002,4.458933697204101,2.0704615468967567
NZL,2003,5.1798848398115025,2.1453753909391904
NZL,2004,5.155387868944609,2.3219606190704942
NZL,2005,5.267154736025602,2.3343148777135267
NZL,2006,5.673524252749863,2.5434282788528093
NZL,2007,4.834773250236155,1.8268764092566168
NZL,2008,4.831601254008476,2.201545880068597
NZL,2009,4.51322039964353,2.299354169587723
NZL,2010,5.3419028071313,2.397162459106758
NZL,2011,4.958977102526492,2.1477322854374616
NZL,2012,4.922166026304137,2.08378792380863
NZL,2013,4.625457359165518,2.095641507754116
NZL,2014,3.984442481493753,1.759997906918944
NZL,2015,3.3906439676698317,1.3329984147289502
NZL,2016,2.8666185908680664,1.171386606926118
NZL,2017,2.918559529097201,1.1730696049246094
NZL,2018,3.23079415777154,1.2133585570108918
NZL,2019,3.033979391833897,1.2009225718004124
NZL,2020,2.81867864788074,1.1077396826183512
NZL,2021,2.867606874692748,1.1841785917132244
NZL,2022,2.6374729333799847,1.1425608292578713
NZL,2023,2.6000805878489235,1.110808678968541
OMN,1991,0.0,0.0
OMN,1992,0.0,0.0
OMN,1993,0.0,0.0
OMN,1994,0.0,0.0
OMN,1995,0.0,0.0
OMN,1996,0.0,0.0
OMN,1997,0.0,0.0
OMN,1998,0.0,0.0
OMN,1999,0.0,0.0
OMN,2000,0.0,0.0
OMN,2001,0.0,0.0
OMN,2002,0.0,0.0
OMN,2003,0.0,0.0
OMN,2004,0.0,0.0
OMN,2005,0.0,0.0
OMN,2006,0.0,0.0
OMN,2007,0.0,0.0
OMN,2008,0.0,0.0
OMN,2009,0.0,0.0
OMN,2010,0.0,0.0
OMN,2011,0.0,0.0
OMN,2012,0.0,0.0
OMN,2013,0.0,0.0
OMN,2014,0.0,0.0
OMN,2015,0.0,0.0
OMN,2016,0.0,0.0
OMN,2017,0.0,0.0
OMN,2018,0.0,0.0
OMN,2019,0.0,0.0
OMN,2020,0.0,0.0
OMN,2021,0.0,0.0
OMN,2022,0.0,0.0
OMN,2023,0.0,0.0
PAK,1991,3.0539963680286504,0.010072504961470548
PAK,1992,3.0989963145123953,0.010220921046366568
PAK,1993,3.266996114718324,0.010775007763294849
PAK,1994,3.3742304675082906,0.01112868157961364
PAK,1995,3.042996381110369,0.010114591856958443
PAK,1996,3.6379956735063614,0.01199861592986615
PAK,1997,3.552995774592566,0.011718274436176082
PAK,1998,3.3277241997307256,0.010975297437500272
PAK,1999,3.4609958840036823,0.011414845995953951
PAK,2000,3.1679962324540885,0.010448492376540653
PAK,2001,3.094996319269349,0.010207728505485531
PAK,2002,3.3119960612020565,0.010921389414576904
PAK,2003,3.2749961052042984,0.01079938101626861
PAK,2004,4.586994544907548,0.015125725172232844
PAK,2005,4.870994207160331,0.016062223778059825
PAK,2006,3.642995667560073,0.012012868728994035
PAK,2007,4.1239950955305416,0.013598973386144676
PAK,2008,3.7379955545811905,0.01182778246457667
PAK,2009,3.480995860218643,0.01147867028456712
PAK,2010,3.449995897085487,0.01087809583884921
PAK,2011,3.612995703237552,0.01191394275624723
PAK,2012,3.1789962193723054,0.010484771863945587
PAK,2013,3.437995911356437,0.10901565508781476
PAK,2014,3.7119955855018087,0.1992340360319631
PAK,2015,4.141995074124015,0.2894524169761205
PAK,2016,4.16499504677125,0.3255212556756875
PAK,2017,4.297994888600921,0.3496433413867394
PAK,2018,5.841187053356549,0.4368361187041381
PAK,2019,8.735078611790165,0.40120149255899784
PAK,2020,8.694313660269948,0.5380859376140301
PAK,2021,8.44209796021795,0.544686470661948
PAK,2022,12.711854171830776,0.6247129638036308
PAK,2023,13.764556475774889,0.24699319187480936
PAN,1991,0.0,0.0
PAN,1992,0.0,0.0
PAN,1993,0.0,0.0
PAN,1994,0.0,0.0
PAN,1995,0.0,0.0
PAN,1996,0.0,0.0
PAN,1997,0.0,0.0
PAN,1998,0.0,0.0
PAN,1999,0.0,0.0
PAN,2000,0.0,0.0
PAN,2001,0.0,0.0
PAN,2002,0.0,0.0
PAN,2003,0.0,0.0
PAN,2004,0.0,0.0
PAN,2005,0.0,0.0
PAN,2006,0.0,0.0
PAN,2007,0.0,0.0
PAN,2008,0.0,0.0
PAN,2009,0.0,0.0
PAN,2010,0.0,0.0
PAN,2011,0.0,0.0
PAN,2012,0.0,0.0
PAN,2013,0.0,0.0
PAN,2014,0.0,0.0
PAN,2015,0.0,0.0
PAN,2016,0.0,0.0
PAN,2017,0.0,0.0
PAN,2018,0.0,0.0
PAN,2019,0.0,0.0
PAN,2020,0.0,0.0
PAN,2021,0.0,0.0
PAN,2022,0.0,0.0
PAN,2023,0.0,0.0
PER,1991,0.0669999203202098,0.0
PER,1992,0.089999892967446,0.0
PER,1993,0.0830950014684944,0.0
PER,1994,0.07399991199545561,0.0
PER,1995,0.051416001485525595,0.0
PER,1996,0.0579999310234652,0.0
PER,1997,0.0219999738364868,0.0
PER,1998,0.019999976214988,0.0
PER,1999,0.0209999750257374,0.0
PER,2000,0.0159999809719904,0.0
PER,2001,0.0189999774042386,0.0
PER,2002,0.0219999738364868,0.0
PER,2003,0.0159999809719904,0.0
PER,2004,0.0219999738364868,0.0
PER,2005,0.0429999488622242,0.0
PER,2006,0.1069998727501858,0.0
PER,2007,0.1119998668039328,0.0
PER,2008,0.1419998311264148,0.0
PER,2009,0.1405626690613068,0.0
PER,2010,0.1909997728531354,0.0
PER,2011,0.1829997823671402,0.0
PER,2012,0.2269997300401138,0.0
PER,2013,0.2109997490681234,0.0
PER,2014,0.23099972528311138,0.0
PER,2015,0.2519997003088488,0.0
PER,2016,0.2689996800915886,0.0
PER,2017,0.39548639466700847,0.0
PER,2018,0.5696409415533629,0.0
PER,2019,0.6308923767099701,0.0
PER,2020,0.3397287319769212,0.0
PER,2021,0.43063709886396273,0.0
PER,2022,0.1529998180446582,0.0
PER,2023,1.3820805987012157,0.0
PHL,1991,1.3259984230537043,0.0
PHL,1992,1.6609980246547533,0.0
PHL,1993,1.581998118605551,0.0
PHL,1994,1.4489982767758807,0.0
PHL,1995,1.3289984194859525,0.0
PHL,1996,1.1079986823103352,0.0
PHL,1997,1.0759987203663544,0.0
PHL,1998,1.1569986240370558,0.0
PHL,1999,1.1769986002520438,0.0
PHL,2000,1.3529983909439383,0.0
PHL,2001,1.2299985372217621,0.0
PHL,2002,1.664998019897751,0.0
PHL,2003,2.029997585821282,0.0
PHL,2004,2.7259967581028643,0.0
PHL,2005,3.162996238400352,0.0
PHL,2006,2.5879969222194474,0.0
PHL,2007,3.400995955358709,0.0
PHL,2008,3.608995707994585,0.0
PHL,2009,4.686994425982438,0.0
PHL,2010,6.64999209148351,0.0
PHL,2011,6.910991781089104,0.0
PHL,2012,7.339991270900596,0.0
PHL,2013,7.09999155632074,0.0
PHL,2014,7.600990960506189,0.0
PHL,2015,7.377991225709073,0.0
PHL,2016,11.210986667311525,0.0
PHL,2017,11.93198580986184,0.0
PHL,2018,13.055984473144166,0.0
PHL,2019,15.272981836575585,0.0
PHL,2020,13.266984222212288,0.0
PHL,2021,14.377982900954873,0.0
PHL,2022,14.48298277608356,0.0
PHL,2023,14.457239806698439,0.0
PNG,1991,0.0,0.0
PNG,1992,0.0,0.0
PNG,1993,0.0,0.0
PNG,1994,0.0,0.0
PNG,1995,0.0,0.0
PNG,1996,0.0,0.0
PNG,1997,0.0,0.0
PNG,1998,0.0,0.0
PNG,1999,0.0,0.0
PNG,2000,0.0,0.0
PNG,2001,0.0,0.0
PNG,2002,0.0,0.0
PNG,2003,0.0,0.0
PNG,2004,0.0,0.0
PNG,2005,0.0,0.0
PNG,2006,0.0,0.0
PNG,2007,0.0,0.0
PNG,2008,0.0,0.0
PNG,2009,0.0,0.0
PNG,2010,0.0,0.0
PNG,2011,0.0,0.0
PNG,2012,0.0,0.0
PNG,2013,0.0,0.0
PNG,2014,0.0,0.0
PNG,2015,0.0,0.0
PNG,2016,0.0,0.0
PNG,2017,0.0,0.0
PNG,2018,0.0,0.0
PNG,2019,0.0,0.0
PNG,2020,0.0,0.0
PNG,2021,0.0,0.0
PNG,2022,0.0,0.0
PNG,2023,0.0,0.0
POL,1991,209.4327509316752,17.83007560895306
POL,1992,198.1647643321552,16.870774582077782
POL,1993,198.1517643476156,16.86966782725461
POL,1994,199.89676227237308,17.018228378540865
POL,1995,199.7367624626532,17.00460678071528
POL,1996,200.8927610878799,17.103022825005915
POL,1997,200.2977617954832,17.0523675080917
POL,1998,177.9647883550169,15.151047856581053
POL,1999,170.16079763592916,14.486654422631943
POL,2000,161.7028076946101,13.766582707570457
POL,2001,162.83180635194546,13.862700107227864
POL,2002,160.93280861033406,13.701028768034627
POL,2003,162.5788066528261,13.841160955666325
POL,2004,161.7148076803402,13.767604327407648
POL,2005,158.74581121122426,13.514838552754254
POL,2006,155.25081536765555,13.217291775248224
POL,2007,144.9438276252607,12.339805470313312
POL,2008,143.32882954590116,12.202312467260569
POL,2009,134.58583994351872,11.4579772810717
POL,2010,132.68184220785173,11.295880266945844
POL,2011,138.50883527808895,11.791961832760885
POL,2012,143.51382932588893,12.218062439746507
POL,2013,142.3148307517995,12.11598559103973
POL,2014,136.41683776600027,12.287985386488629
POL,2015,135.303839089636,12.98498455758096
POL,2016,130.63099989045375,13.203999988927247
POL,2017,126.6404553925814,12.480625157391392
POL,2018,121.9547839650275,12.375352770297145
POL,2019,111.9518388610502,12.071205644294372
POL,2020,100.36921263571048,12.255824057856092
POL,2021,107.36176631980324,12.567520430608424
POL,2022,108.19903579797447,12.3647312952184
POL,2023,88.71672971341232,11.9241678191594
PRI,1991,0.0,0.0
PRI,1992,0.0,0.0
PRI,1993,0.0,0.0
PRI,1994,0.0,0.0
PRI,1995,0.0,0.0
PRI,1996,0.0,0.0
PRI,1997,0.0,0.0
PRI,1998,0.0,0.0
PRI,1999,0.0,0.0
PRI,2000,0.0,0.0
PRI,2001,0.0,0.0
PRI,2002,0.0,0.0
PRI,2003,0.0,0.0
PRI,2004,0.0,0.0
PRI,2005,0.0,0.0
PRI,2006,0.0,0.0
PRI,2007,0.0,0.0
PRI,2008,0.0,0.0
PRI,2009,0.0,0.0
PRI,2010,0.0,0.0
PRI,2011,0.0,0.0
PRI,2012,0.0,0.0
PRI,2013,0.0,0.0
PRI,2014,0.0,0.0
PRI,2015,0.0,0.0
PRI,2016,0.0,0.0
PRI,2017,0.0,0.0
PRI,2018,0.0,0.0
PRI,2019,0.0,0.0
PRI,2020,0.0,0.0
PRI,2021,0.0,0.0
PRI,2022,0.0,0.0
PRI,2023,0.0,0.0
PRK,1991,34.758958662838396,0.0
PRK,1992,39.06895353716831,0.0
PRK,1993,35.8399573772585,0.0
PRK,1994,33.59996004117984,0.0
PRK,1995,31.299962776456223,0.0
PRK,1996,27.759966986403345,0.0
PRK,1997,27.23096761551691,0.0
PRK,1998,24.586970759895497,0.0
PRK,1999,27.759966986403345,0.0
PRK,2000,29.742964628119402,0.0
PRK,2001,30.53596368504368,0.0
PRK,2002,29.35696508717013,0.0
PRK,2003,30.223964056089862,0.0
PRK,2004,31.710962287674224,0.0
PRK,2005,34.60995884003673,0.0
PRK,2006,35.10595825016844,0.0
PRK,2007,30.337963920515296,0.0
PRK,2008,32.33296154796035,0.0
PRK,2009,25.4999696741097,0.0
PRK,2010,25.4999696741097,0.0
PRK,2011,25.4999696741097,0.0
PRK,2012,25.79996931733452,0.0
PRK,2013,30.424963817050493,0.0
PRK,2014,30.970963167719667,0.0
PRK,2015,30.249964025169348,0.0
PRK,2016,33.05496068932141,0.0
PRK,2017,29.141371343565428,0.0
PRK,2018,24.318313079397182,0.0
PRK,2019,27.184940670254548,0.0
PRK,2020,25.56058860201852,0.0
PRK,2021,20.98658904165671,0.0
PRK,2022,21.650974251535256,0.0
PRK,2023,21.92829492173109,0.0
PRT,1991,0.269999678902338,0.0
PRT,1992,0.2209997371756174,0.0
PRT,1993,0.19699976571763178,0.0
PRT,1994,0.1469998251801618,0.0
PRT,1995,0.0,0.0
PRT,1996,0.0,0.0
PRT,1997,0.0,0.0
PRT,1998,0.0,0.0
PRT,1999,0.0,0.0
PRT,2000,0.0,0.0
PRT,2001,0.0,0.0
PRT,2002,0.0,0.0
PRT,2003,0.0,0.0
PRT,2004,0.0,0.0
PRT,2005,0.0,0.0
PRT,2006,0.0,0.0
PRT,2007,0.0,0.0
PRT,2008,0.0,0.0
PRT,2009,0.0,0.0
PRT,2010,0.0,0.0
PRT,2011,0.0,0.0
PRT,2012,0.0,0.0
PRT,2013,0.0,0.0
PRT,2014,0.0,0.0
PRT,2015,0.0,0.0
PRT,2016,0.0,0.0
PRT,2017,0.0,0.0
PRT,2018,0.0,0.0
PRT,2019,0.0,0.0
PRT,2020,0.0,0.0
PRT,2021,0.0,0.0
PRT,2022,0.0,0.0
PRT,2023,0.0,0.0
PRY,1991,0.0,0.0
PRY,1992,0.0,0.0
PRY,1993,0.0,0.0
PRY,1994,0.0,0.0
PRY,1995,0.0,0.0
PRY,1996,0.0,0.0
PRY,1997,0.0,0.0
PRY,1998,0.0,0.0
PRY,1999,0.0,0.0
PRY,2000,0.0,0.0
PRY,2001,0.0,0.0
PRY,2002,0.0,0.0
PRY,2003,0.0,0.0
PRY,2004,0.0,0.0
PRY,2005,0.0,0.0
PRY,2006,0.0,0.0
PRY,2007,0.0,0.0
PRY,2008,0.0,0.0
PRY,2009,0.0,0.0
PRY,2010,0.0,0.0
PRY,2011,0.0,0.0
PRY,2012,0.0,0.0
PRY,2013,0.0,0.0
PRY,2014,0.0,0.0
PRY,2015,0.0,0.0
PRY,2016,0.0,0.0
PRY,2017,0.0,0.0
PRY,2018,0.0,0.0
PRY,2019,0.0,0.0
PRY,2020,0.0,0.0
PRY,2021,0.0,0.0
PRY,2022,0.0,0.0
PRY,2023,0.0,0.0
PSE,1997,0.0,0.0
PSE,1998,0.0,0.0
PSE,1999,0.0,0.0
PSE,2000,0.0,0.0
PSE,2001,0.0,0.0
PSE,2002,0.0,0.0
PSE,2003,0.0,0.0
PSE,2004,0.0,0.0
PSE,2005,0.0,0.0
PSE,2006,0.0,0.0
PSE,2007,0.0,0.0
PSE,2008,0.0,0.0
PSE,2009,0.0,0.0
PSE,2010,0.0,0.0
PSE,2011,0.0,0.0
PSE,2012,0.0,0.0
PSE,2013,0.0,0.0
PSE,2014,0.0,0.0
PSE,2015,0.0,0.0
PSE,2016,0.0,0.0
PSE,2017,0.0,0.0
PSE,2018,0.0,0.0
PSE,2019,0.0,0.0
PSE,2020,0.0,0.0
PSE,2021,0.0,0.0
PSE,2022,0.0,0.0
PSE,2023,0.0,0.0
PYF,1991,0.0,0.0
PYF,1992,0.0,0.0
PYF,1993,0.0,0.0
PYF,1994,0.0,0.0
PYF,1995,0.0,0.0
PYF,1996,0.0,0.0
PYF,1997,0.0,0.0
PYF,1998,0.0,0.0
PYF,1999,0.0,0.0
PYF,2000,0.0,0.0
PYF,2001,0.0,0.0
PYF,2002,0.0,0.0
PYF,2003,0.0,0.0
PYF,2004,0.0,0.0
PYF,2005,0.0,0.0
PYF,2006,0.0,0.0
PYF,2007,0.0,0.0
PYF,2008,0.0,0.0
PYF,2009,0.0,0.0
PYF,2010,0.0,0.0
PYF,2011,0.0,0.0
PYF,2012,0.0,0.0
PYF,2013,0.0,0.0
PYF,2014,0.0,0.0
PYF,2015,0.0,0.0
PYF,2016,0.0,0.0
PYF,2017,0.0,0.0
PYF,2018,0.0,0.0
PYF,2019,0.0,0.0
PYF,2020,0.0,0.0
PYF,2021,0.0,0.0
PYF,2022,0.0,0.0
PYF,2023,0.0,0.0
QAT,1991,0.0,0.0
QAT,1992,0.0,0.0
QAT,1993,0.0,0.0
QAT,1994,0.0,0.0
QAT,1995,0.0,0.0
QAT,1996,0.0,0.0
QAT,1997,0.0,0.0
QAT,1998,0.0,0.0
QAT,1999,0.0,0.0
QAT,2000,0.0,0.0
QAT,2001,0.0,0.0
QAT,2002,0.0,0.0
QAT,2003,0.0,0.0
QAT,2004,0.0,0.0
QAT,2005,0.0,0.0
QAT,2006,0.0,0.0
QAT,2007,0.0,0.0
QAT,2008,0.0,0.0
QAT,2009,0.0,0.0
QAT,2010,0.0,0.0
QAT,2011,0.0,0.0
QAT,2012,0.0,0.0
QAT,2013,0.0,0.0
QAT,2014,0.0,0.0
QAT,2015,0.0,0.0
QAT,2016,0.0,0.0
QAT,2017,0.0,0.0
QAT,2018,0.0,0.0
QAT,2019,0.0,0.0
QAT,2020,0.0,0.0
QAT,2021,0.0,0.0
QAT,2022,0.0,0.0
QAT,2023,0.0,0.0
REU,1991,0.0,0.0
REU,1992,0.0,0.0
REU,1993,0.0,0.0
REU,1994,0.0,0.0
REU,1995,0.0,0.0
REU,1996,0.0,0.0
REU,1997,0.0,0.0
REU,1998,0.0,0.0
REU,1999,0.0,0.0
REU,2000,0.0,0.0
REU,2001,0.0,0.0
REU,2002,0.0,0.0
REU,2003,0.0,0.0
REU,2004,0.0,0.0
REU,2005,0.0,0.0
REU,2006,0.0,0.0
REU,2007,0.0,0.0
REU,2008,0.0,0.0
REU,2009,0.0,0.0
REU,2010,0.0,0.0
REU,2011,0.0,0.0
REU,2012,0.0,
REU,2013,0.0,
REU,2014,0.0,
REU,2015,0.0,
REU,2016,0.0,
REU,2017,0.0,
REU,2018,0.0,
REU,2019,0.0,
REU,2020,0.0,
REU,2021,0.0,
ROU,1991,32.413961451631046,0.0
ROU,1992,38.36995436845448,0.0
ROU,1993,39.7509527260994,0.0
ROU,1994,40.546951779455924,0.0
ROU,1995,41.12095109682608,0.0
ROU,1996,41.86895020726663,0.0
ROU,1997,33.806959795004964,0.0
ROU,1998,26.23096880476751,0.0
ROU,1999,22.88197278756777,0.0
ROU,2000,29.284965172796177,0.0
ROU,2001,33.288960411036776,0.0
ROU,2002,30.41396383013225,0.0
ROU,2003,33.06296067980741,0.0
ROU,2004,31.791962191344922,0.0
ROU,2005,31.105963007170843,0.0
ROU,2006,34.9229584678013,0.0
ROU,2007,35.77995744861353,0.0
ROU,2008,35.86095735228423,0.0
ROU,2009,33.960959611860375,0.0
ROU,2010,31.12696298219657,0.0
ROU,2011,35.51195776733269,0.0
ROU,2012,33.944959630888384,0.0
ROU,2013,24.720970600535917,0.0
ROU,2014,23.564971975309607,0.0
ROU,2015,25.492969682434452,0.0
ROU,2016,22.985016663534847,0.0
ROU,2017,25.75226136997081,0.0
ROU,2018,23.647121877612673,0.0
ROU,2019,21.652295249964258,0.0
ROU,2020,15.001982158862498,0.0
ROU,2021,17.73297891101911,0.0
ROU,2022,18.159978403209106,0.0
ROU,2023,14.75198245617515,0.0
RUS,1992,316.3936237282439,71.6301024838174
RUS,1993,286.33565947473653,64.82511370255509
RUS,1994,254.63469717517276,57.64815750604223
RUS,1995,245.72770776782585,55.63165490857458
RUS,1996,240.33571418026733,54.410931656575485
RUS,1997,229.37072722039895,51.9285076101813
RUS,1998,218.6627399548925,49.504267146086754
RUS,1999,235.17972031204008,53.243637686378484
RUS,2000,240.32371419453966,54.40821491343376
RUS,2001,248.03770502065606,56.154627963491855
RUS,2002,237.5797174578452,53.78698631486505
RUS,2003,256.97869438756646,58.17882799986348
RUS,2004,258.94369205069535,58.623694689436654
RUS,2005,282.8806635836019,64.04291807279789
RUS,2006,284.56566157971014,64.4243940890472
RUS,2007,289.020656281606,65.43298498067351
RUS,2008,304.96163732375487,69.04195185012976
RUS,2009,275.99067177753943,62.48305471851906
RUS,2010,298.6976447732279,67.62381192978086
RUS,2011,295.63964840995163,66.93149521898522
RUS,2012,329.3606083072331,74.56576984447369
RUS,2013,350.00858375158856,79.24037921154701
RUS,2014,357.2176751781557,80.1942762932963
RUS,2015,371.6744579854103,83.43977984845702
RUS,2016,383.8256435345865,86.16768386590412
RUS,2017,407.8508149598797,86.1798975103833
RUS,2018,432.6536854657285,91.639891017075
RUS,2019,436.99148030700275,97.02058861806957
RUS,2020,401.4066226263637,90.46418141529001
RUS,2021,435.2669711938268,98.3506771152478
RUS,2022,461.34090002612413,113.04867498419225
RUS,2023,479.918498709519,105.27203480502057
RWA,1991,0.0,0.0
RWA,1992,0.0,0.0
RWA,1993,0.0,0.0
RWA,1994,0.0,0.0
RWA,1995,0.0,0.0
RWA,1996,0.0,0.0
RWA,1997,0.0,0.0
RWA,1998,0.0,0.0
RWA,1999,0.0,0.0
RWA,2000,0.0,0.0
RWA,2001,0.0,0.0
RWA,2002,0.0,0.0
RWA,2003,0.0,0.0
RWA,2004,0.0,0.0
RWA,2005,0.0,0.0
RWA,2006,0.0,0.0
RWA,2007,0.0,0.0
RWA,2008,0.0,0.0
RWA,2009,0.0,0.0
RWA,2010,0.0,0.0
RWA,2011,0.0,0.0
RWA,2012,0.0,0.0
RWA,2013,0.0,0.0
RWA,2014,0.0,0.0
RWA,2015,0.0,0.0
RWA,2016,0.0,0.0
RWA,2017,0.0,0.0
RWA,2018,0.0,0.0
RWA,2019,0.0,0.0
RWA,2020,0.0,0.0
RWA,2021,0.0,0.0
RWA,2022,0.0,0.0
RWA,2023,0.0,0.0
SAU,1991,0.0,0.0
SAU,1992,0.0,0.0
SAU,1993,0.0,0.0
SAU,1994,0.0,0.0
SAU,1995,0.0,0.0
SAU,1996,0.0,0.0
SAU,1997,0.0,0.0
SAU,1998,0.0,0.0
SAU,1999,0.0,0.0
SAU,2000,0.0,0.0
SAU,2001,0.0,0.0
SAU,2002,0.0,0.0
SAU,2003,0.0,0.0
SAU,2004,0.0,0.0
SAU,2005,0.0,0.0
SAU,2006,0.0,0.0
SAU,2007,0.0,0.0
SAU,2008,0.0,0.0
SAU,2009,0.0,0.0
SAU,2010,0.0,0.0
SAU,2011,0.0,0.0
SAU,2012,0.0,0.0
SAU,2013,0.0,0.0
SAU,2014,0.0,0.0
SAU,2015,0.0,0.0
SAU,2016,0.0,0.0
SAU,2017,0.0,0.0
SAU,2018,0.0,0.0
SAU,2019,0.0,0.0
SAU,2020,0.0,0.0
SAU,2021,0.0,0.0
SAU,2022,0.0,0.0
SAU,2023,0.0,0.0
SCG,1992,38.4149543149382,0.0
SCG,1993,36.860956163033634,0.0
SCG,1994,33.74995986279225,0.0
SCG,1995,40.59495172237189,0.0
SCG,1996,40.52695180324093,0.0
SCG,1997,42.977948888387715,0.0
SCG,1998,44.07594758259056,0.0
SCG,1999,33.09996063580514,0.0
SCG,2000,37.093955885938236,0.0
SCG,2001,36.3399567826332,0.0
SCG,2002,38.397954335155454,0.0
SCG,2003,40.27895209817508,0.0
SCG,2004,41.15695105401306,0.0
SCG,2005,36.39695671484591,0.0
SDN,1991,0.0,0.0
SDN,1992,0.0,0.0
SDN,1993,0.0,0.0
SDN,1994,0.0,0.0
SDN,1995,0.0,0.0
SDN,1996,0.0,0.0
SDN,1997,0.0,0.0
SDN,1998,0.0,0.0
SDN,1999,0.0,0.0
SDN,2000,0.0,0.0
SDN,2001,0.0,0.0
SDN,2002,0.0,0.0
SDN,2003,0.0,0.0
SDN,2004,0.0,0.0
SDN,2005,0.0,0.0
SDN,2006,0.0,0.0
SDN,2007,0.0,0.0
SDN,2008,0.0,0.0
SDN,2009,0.0,0.0
SDN,2010,0.0,0.0
SDN,2011,0.0,0.0
SDN,2012,0.0,0.0
SDN,2013,0.0,0.0
SDN,2014,0.0,0.0
SDN,2015,0.0,0.0
SDN,2016,0.0,0.0
SDN,2017,0.0,0.0
SDN,2018,0.0,0.0
SDN,2019,0.0,0.0
SDN,2020,0.0,0.0
SDN,2021,0.0,0.0
SDN,2022,0.0,0.0
SDN,2023,0.0,0.0
SEN,1991,0.0,0.0
SEN,1992,0.0,0.0
