GEM_MINE_ID,EPA,EMAIL_SENT,MSHA_ID,COUNTRY,MINE_NAME,MINE_NAME_AKAS,MINE_NAME__NONENG,GEM_WIKI_URLS,STATUS,STATUS_DETAIL,PROJECT_TYPE,PROJECT_PHASE,OWNERS,OWNERS__NONENG,PARENT_COMPANY,COMPANY_HQS,CAPACITY__MTPA,PRODUCTION__MTPA,YEAR_OF_PRODUCTION,COAL_OUTPUT__ANNUAL_MST,MINE_TYPE,MINING_METHOD,MINE_SIZE__KM2,MINE_DEPTH__M,DEPTH_ACCURACY,WORKFORCE_SIZE,WORKFORCE_ACCURACY,COAL_TYPE,COAL_GRADE,TOTAL_RESERVES__PROVEN_AND_PROBABLE_MT,YEAR_OF_TOTAL_RESERVES_RECORDED,TOTAL_RESOURCE__INFERRED_INDICATED_MEASURED,RESERVE_TO_PRODUCTION_RATIO__RP,OPENING_YEAR,REPORTED_LIFE_OF_MINE,COALFIELD,LOCATION,PREFECTURE_DISTRICT,STATE_PROVINCE,SUBREGION,REGION,LATITUDE,LONGITUDE,LOCATION_ACCURACY,PRIMARY_CONSUMER_DESTINATION,COAL_PLANT_STEEL_PLANT_TERMINAL,COAL_PLANT_STEEL_PLANT_TERMINAL_GEM_WIKI,REPORTED_COAL_MINE_METHANE_EMISSIONS__THOUSAND_TONNES__CO2E,YEAR_OF_REPORTED_COAL_MINE_METHANE_EMISSIONS,GEM_COAL_MINE_METHANE_EMISSIONS_ESTIMATE__MCMYR,GEM_COAL_MINE_METHANE_EMISSIONS_ESTIMATE__M_TONNESYR,CMM_EMISSIONS__CO2E_20_YEARS,CMM_EMISSIONS__CO2E_100_YEARS,UPV_,SRON,GEM_FIRST_50_MINES,DATA_INTEGRATION_MINES,TOP_5_MINES,NOTES,YEAR_OF_COAL_OUTPUT,COAL_OUTPUT__ANNUAL_MT_REF,PERCENTAGE_OF_MET_COAL,PERCENTAGE_OF_THERMAL_COAL,MET_COAL_OUTPUT__MTPA,THERMAL_COAL_OUTPUT__MTPA,PERCENTAGE_REF,ACCURACY_RATING,MINE_BOUNDARIES_DELIVERY_DATE,POINT_SOURCE_LOCATION_DELIVERY_DATE,COMPANIES_AND_COUNTRIES_DELIVERY_DATE,MARS_DATA_DELIVERY_DATE,SCIENCE_STUDIES_DELIVERY_DATE,DATA_INTEGRATION_DELIVERY_DATE
M0021,,,,Australia,CapCoal Mine Complex,"Lake Lindsay, Oak Park, German Creek East",,https://www.gem.wiki/Capcoal_Mining_Complex,Operating,,,,Capcoal,-,Anglo American PLC [70.0%]; Mitsui & Co Ltd [30.0%],UK,11,8.4,"2,022",,Underground & Surface,Mixed,340,60,Estimate,500,Exact,Bituminous,Thermal & Met,160,"2,021",270,19,"1,981",-,Bowen,Middlemount,,Queensland,Australia and New Zealand,Oceania,-22.99,148.58,Exact,,,,"1,879.57","2,022",44.1,0.03,2.4,0.9,,,,,,,"2,022",https://www.data.qld.gov.au/dataset/coal-industry-review-statistical-tables/resource/bab54159-f38b-4e6f-8652-4b04bca29139,68.82%,12.11%,5.78,1.02,https://www.data.qld.gov.au/dataset/coal-industry-review-statistical-tables/resource/bab54159-f38b-4e6f-8652-4b04bca29139,Accurate,,,4-Mar,,,
M0022,,,,Australia,Carborough Downs Coal Mine,,,https://www.gem.wiki/Carborough_Downs_mine,Operating,,,,Fitzroy Australia Resources Pty Ltd,-,American Metals & Coal International Inc [50.0%]; ITOCHU Corp [50.0%],USA,*,2.82,"2,022",,Underground,Bord and Pillar,-,500,Estimate,340,Exact,Bituminous,Thermal & Met,43,"2,023",284,15,"2,006",10,,Moranbah,,Queensland,Australia and New Zealand,Oceania,-21.95,148.21,Exact,,,,,,62.3,0.04,3.4,1.2,,,,,,,,,,,,,,,,,4-Mar,,,
M0022,,,,Australia,Carborough Downs Coal Mine,,,https://www.gem.wiki/Carborough_Downs_mine,Proposed,Announced,Extension,,Fitzroy Australia Resources Pty Ltd,-,American Metals & Coal International Inc [50.0%]; ITOCHU Corp [50.0%],USA,2.5,*,,,Underground,Bord and Pillar,-,500,Estimate,-,-,Bituminous,Met,-,-,-,-,TBD,11,,Moranbah,,Queensland,Australia and New Zealand,Oceania,-21.95,148.21,Exact,,,,,,55.2,0.04,3.1,1.1,,,,,,,,,,,,,,,,,,,,
M0023,,,,Australia,Carmichael Coal Project,,,https://www.gem.wiki/Carmichael_Coal_Project,Proposed,Permitted,Expansion,Stage 2,Adani Mining Pty Ltd,-,Adani Enterprises Ltd [100.0%],India,18,*,,,Underground & Surface,Mixed,447,400,Exact,-,-,Subbituminous,Thermal,-,-,-,-,TBD,60,Galilee,Clermont,,Queensland,Australia and New Zealand,Oceania,-22.07,146.33,Approximate,Terminal (Export),Abbot Point Coal Terminal; Moray power station,https://www.gem.wiki/Abbot_Point_Coal_Terminal; https://www.gem.wiki/Moray_power_station,,,115.2,0.08,6.4,2.3,,,,,,,,,,,,,,,,,,,,
M0023,,,,Australia,Carmichael Coal Project,,,https://www.gem.wiki/Carmichael_Coal_Project,Proposed,Permitted,Expansion,Stage 3,Adani Mining Pty Ltd,-,Adani Enterprises Ltd [100.0%],India,32,*,,,Underground & Surface,Mixed,447,60,Estimate,-,-,Subbituminous,Thermal,-,-,"10,140",-,TBD,60,Galilee,Clermont,,Queensland,Australia and New Zealand,Oceania,-22.07,146.33,Approximate,Terminal (Export),Abbot Point Coal Terminal; Moray power station,https://www.gem.wiki/Abbot_Point_Coal_Terminal; https://www.gem.wiki/Moray_power_station,,,43.2,0.03,2.4,0.9,,,,,,,,,,,,,,,,,,,,
M0023,,,,Australia,Carmichael Coal Project,,,https://www.gem.wiki/Carmichael_Coal_Project,Operating,,,Stage 1,Adani Mining Pty Ltd,-,Adani Enterprises Ltd [100.0%],India,10,2.79,"2,022",,Underground & Surface,Mixed,447,300,Exact,"1,464",Exact,Subbituminous,Thermal,880,-,-,315,"2,021",60,Galilee,Clermont,,Queensland,Australia and New Zealand,Oceania,-22.07,146.33,Approximate,Terminal (Export),Abbot Point Coal Terminal; Moray power station,https://www.gem.wiki/Abbot_Point_Coal_Terminal; https://www.gem.wiki/Moray_power_station,,,14.8,0.01,0.8,0.3,,,,,,,,,,,,,,,,,,,,
M0024,,,,Australia,Caval Ridge Coal Mine,,,https://www.gem.wiki/Caval_Ridge_Project,Operating,,,,BHP Billiton Mitsubishi Alliance Pty Ltd,-,BHP Group Ltd [50.0%]; Mitsubishi Corp [50.0%],Australia,11,14.89,"2,022",,Surface,Open Pit,14,60,Estimate,917,Estimate,Bituminous,Met,318,-,666,21,"2,014",-,Bowen,Moranbah,,Queensland,Australia and New Zealand,Oceania,-22.11,148.05,Exact,Terminal (Export),Hay Point Coal Terminal,https://www.gem.wiki/Hay_Point_Coal_Terminal,264.85,"2,022",78.2,0.05,4.3,1.6,,,,,,,,,,,,,,,,,4-Mar,,,
M0024,,,,Australia,Caval Ridge Coal Mine,Horse Pit Extension,,https://www.gem.wiki/Caval_Ridge_Project,Proposed,Pre-Permit,Extension,,BHP Billiton Mitsubishi Alliance Pty Ltd,-,BHP Group Ltd [50.0%]; Mitsubishi Corp [50.0%],Australia,15,*,,,Surface,Open Pit,14,60,Estimate,"1,500",Exact,Bituminous,Met,-,-,-,-,"2,025",-,Bowen,Moranbah,,Queensland,Australia and New Zealand,Oceania,-22.11,148.05,Exact,Terminal (Export),Hay Point Coal Terminal,https://www.gem.wiki/Hay_Point_Coal_Terminal,,,78.8,0.05,4.4,1.6,,,,,,,,,,,,,,,,,,,,
M0025,,,,Australia,Central Queensland Coal Mine,Styx,,https://www.gem.wiki/Central_Queensland_Coal_Project,Cancelled,Pre-Permit,New,,Central Queensland Coal Pty Ltd,-,Mineralogy Pty Ltd [100.0%],Australia,2,*,,,Surface,Open Pit,-,60,Estimate,500,Exact,Bituminous,Thermal & Met,-,-,206,-,"2,027",-,Styx,Marlborough,,Queensland,Australia and New Zealand,Oceania,-22.68,149.66,Exact,Terminal (Export),Dalrymple Bay Coal Terminal,https://www.gem.wiki/Dalrymple_Bay_Coal_Terminal,,,10.5,0.01,0.6,0.2,,,,,,,,,,,,,,,,,,,,
M0026,,,,Australia,Clarence Colliery,,,https://www.gem.wiki/Clarence_colliery,Operating,,,,Centennial Coal - Clarence Joint Venture,-,Banpu PCL [85.0%]; SK Energy [15.0%],"Thailand, South Korea",*,1.42,"2,022",,Underground,-,-,500,Estimate,255,Exact,Bituminous,Thermal,29,"2,022",155,21,"1,979",7,,Lithgow,,New South Wales,Australia and New Zealand,Oceania,-33.46,150.25,Exact,,,,,,31.4,0.02,1.7,0.6,,,,,,,,,,,,,,,,,,,,
M0027,,,,Australia,Clermont Coal Mine,,,https://www.gem.wiki/Clermont_mine,Operating,,,,Clermont Coal Operations Pty Limited,-,Glencore PLC [37.1%]; Sumitomo Corp [37.1%]; J-Power Australia Pty Ltd [22.2%],"Switzerland, Japan",*,10.85,"2,022",,Surface,Open Pit,163.07,60,Estimate,640,Exact,Bituminous,Thermal,56,"2,022",63,5,"2,010",5,Bowen,Clermont,,Queensland,Australia and New Zealand,Oceania,-22.72,147.62,Exact,Terminal (Export),Dalrymple Bay Coal Terminal,https://www.gem.wiki/Dalrymple_Bay_Coal_Terminal,361.7,"2,022",57,0.04,3.1,1.1,,,,,,,,,,,,,,,,,,,,
M0028,,,,Australia,Collinsville Coal Mine,"McNaughton, Wollombi",,https://www.gem.wiki/Collinsville_Coal_mine,Operating,,,,NC Coal Company Pty Ltd,-,Glencore PLC [100.0%],Switzerland,6,3.58,"2,022",,Surface,Open Pit,-,60,Estimate,380,Exact,Bituminous,Thermal & Met,25,"2,022",630,7,"1,919",-,,Collinsville,,Queensland,Australia and New Zealand,Oceania,-20.56,147.81,Exact,,,,126.73,"2,022",18.8,0.01,1,0.4,,,,,,,,,,,,,,,,,4-Mar,,,
M0029,,,,Australia,Commodore Coal Mine,Milmerran,,https://www.gem.wiki/Commodore_mine,Operating,,,,Downer EDI,-,Downer EDI Ltd [100%],Netherlands,3.6,3.51,"2,022",,Surface,Open Pit,-,60,Estimate,388,Estimate,Bituminous,Thermal,177,-,-,50,"2,002",-,,Millmerran,,Queensland,Australia and New Zealand,Oceania,-27.93,151.26,Exact,Coal Plant,Millmerran power station,https://www.gem.wiki/Millmerran_power_station,,,18.4,0.01,1,0.4,,,,,,,,,,,,,,,,,,,,
M0029,,,,Australia,Commodore Coal Mine,,,https://www.gem.wiki/Commodore_mine,Proposed,Pre-Permit,Expansion,,Downer EDI,-,Downer EDI Ltd [100%],Netherlands,0.4,*,,,Surface,Open Pit,-,60,Estimate,388,Estimate,Bituminous,Thermal,-,-,-,-,-,-,,Millmerran,,Queensland,Australia and New Zealand,Oceania,-27.93,151.26,Exact,Coal Plant,Millmerran power station,https://www.gem.wiki/Millmerran_power_station,,,2.1,0.0,0.1,0,,,,,,,,,,,,,,,,,,,,
M0030,,,,Australia,Cows Coal Mine,,,https://www.gem.wiki/Cows_coal_mine,Operating,,,,QCoal,-,QCoal [100%],Australia,1,*,,,Surface,Open Pit,-,60,Estimate,20,Exact,Bituminous,Thermal & Met,-,-,-,-,"2,013",-,Bowen,Colinsville,,Queensland,Australia and New Zealand,Oceania,-20.64,147.85,Exact,Terminal (Export),North Queensland Export Terminal,https://www.gem.wiki/North_Queensland_Export_Terminal,,,5.3,0.0,0.3,0.1,,,,,,,,,,,,,,,,,4-Mar,,,
M0031,,,,Australia,Curragh Coal Mine,Curragh North Underground Project,,https://www.gem.wiki/Curragh_Mine,Proposed,Pre-Permit,Extension,Stage 3,Coronado Global Resources Inc,-,Coronado Global Resources Inc [100%],"Australia, USA",*,*,,,Underground,Longwall,-,500,Estimate,-,-,Bituminous,Thermal,-,-,-,-,"2,024",-,,,,Queensland,Australia and New Zealand,Oceania,-23.49,148.84,Exact,,,,,,-,-,-,-,,,,,,,,,,,,,,,,,,,,
M0031,,,,Australia,Curragh Coal Mine,"Curragh Main, Curragh Mine Complex, Curragh North",,https://www.gem.wiki/Curragh_Mine,Operating,,,Stage 1,Coronado Global Resources Inc,-,Coronado Global Resources Inc [100%],"Australia, USA",13.5,12.16,"2,022",,Surface,Open Pit,126,60,Estimate,817,Estimate,Bituminous,Thermal & Met,205,-,654,17,"1,983",-,Bowen,Blackwater,,Queensland,Australia and New Zealand,Oceania,-23.49,148.84,Exact,Coal Plant,Stanwell power station,https://www.gem.wiki/Stanwell_power_station,,,63.8,0.04,3.5,1.3,,,,,,,"2,022",https://www.data.qld.gov.au/dataset/coal-industry-review-statistical-tables/resource/bab54159-f38b-4e6f-8652-4b04bca29139,54.38%,31.18%,6.61,3.79,https://www.data.qld.gov.au/dataset/coal-industry-review-statistical-tables/resource/bab54159-f38b-4e6f-8652-4b04bca29139,Accurate,,,4-Mar,,,
M0032,,,,Australia,Daunia Coal Mine,,,https://www.gem.wiki/Daunia_coal_project,Operating,,,,BHP Billiton Mitsubishi Alliance Pty Ltd,-,BHP Group Ltd [50.0%]; Mitsubishi Corp [50.0%],Australia,*,3.65,"2,022",,Surface,Open Pit,-,60,Estimate,450,Exact,Bituminous,Thermal & Met,67,"2,023",115,18,"2,013",30,Bowen,Coppabella,,Queensland,Australia and New Zealand,Oceania,-22.04,148.27,Exact,,,,163.89,"2,022",19.2,0.01,1.1,0.4,,,,,,,"2,022",https://www.data.qld.gov.au/dataset/coal-industry-review-statistical-tables/resource/bab54159-f38b-4e6f-8652-4b04bca29139,100.00%,0.00%,3.65,0,https://www.data.qld.gov.au/dataset/coal-industry-review-statistical-tables/resource/bab54159-f38b-4e6f-8652-4b04bca29139,Accurate,,,4-Mar,,,
M0033,,,,Australia,Dawson Complex,"Dawson North, Dawson South, Dawson Central, Moura",,https://www.gem.wiki/Dawson_mine,Operating,,,,Dawson Joint Venture,-,Anglo American PLC [51.0%]; Mitsui & Co Ltd [49.0%],"UK, USA",*,6.09,"2,022",,Surface,Open Pit,-,60,Estimate,"1,300",Exact,Bituminous,Thermal & Met,97,"2,022",815,16,"1,961",14,Bowen,Moura,,Queensland,Australia and New Zealand,Oceania,-24.62,150.05,Exact,Terminal (Export),Port of Gladstone,https://www.gem.wiki/Port_of_Gladstone,432.81,"2,022",32,0.02,1.8,0.6,,YES,,,,,2022,https://www.data.qld.gov.au/dataset/coal-industry-review-statistical-tables/resource/bab54159-f38b-4e6f-8652-4b04bca29139,45.79%,28.54%,2.79,1.74,https://www.data.qld.gov.au/dataset/coal-industry-review-statistical-tables/resource/bab54159-f38b-4e6f-8652-4b04bca29139,Accurate,,,4-Mar,,,
M0034,,,,Australia,Dendrobium Coal Mine,,,https://www.gem.wiki/Dendrobium_mine,Operating,,,,Illawarra Coal,-,South32 Ltd [100.0%],Australia,5.2,2.61,"2,022",,Underground,Longwall,-,350,Exact,503,Estimate,Bituminous,Met,13,-,428,5,"2,002",10,Southern,Wollongong,,New South Wales,Australia and New Zealand,Oceania,-34.42,150.83,Exact,Steel Plant,GFG Liberty Steel Australia Whyalla steel plant,https://www.gem.wiki/GFG_Liberty_Steel_Australia_Whyalla_steel_plant,232.08,"2,022",49.2,0.03,2.7,1,,,,,,,,,,,,,,,,,4-Mar,,,
M0034,,,,Australia,Dendrobium Extension Project,,,https://www.gem.wiki/Dendrobium_Coal_Mine,Cancelled,Pre-Permit,Extension,,Illawarra Coal,-,South32 Ltd [100.0%],Australia,*,*,,,Underground,Longwall,-,350,Exact,-,-,Bituminous,Met,-,-,-,-,"2,026",22,Southern,Wollongong,,New South Wales,Australia and New Zealand,Oceania,-34.42,150.83,Exact,Steel Plant,GFG Liberty Steel Australia Whyalla steel plant,https://www.gem.wiki/GFG_Liberty_Steel_Australia_Whyalla_steel_plant,,,-,-,-,-,,,,,,,,,,,,,,,,,,,,
M0035,,,,Australia,Drake Coal Mine,,,https://www.gem.wiki/Drake_coal_mine,Operating,,,,QCoal,-,QCoal [100%],Australia,6,5.31,"2,022",,Surface,Open Pit,-,60,Estimate,706,Estimate,Bituminous,Thermal & Met,200,-,-,38,"2,014",-,Bowen,Collinsville,,Queensland,Australia and New Zealand,Oceania,-20.71,147.81,Exact,Terminal (Export),Abbot Point Coal Terminal,https://www.gem.wiki/Abbot_Point_Coal_Terminal,209,"2,022",27.9,0.02,1.5,0.6,,,,,,,,,,,,,,,,,4-Mar,,,
M0036,,,,Australia,Dysart East Coal Project,,,https://www.gem.wiki/Dysart_East_coal_project,Proposed,Permitted,New,,Mastermyne Group,-,Metarock Group Ltd [100%],"Australia, India",1.9,*,,,Underground,Bord and Pillar,-,500,Estimate,200,Exact,Bituminous,Met,32,-,96,17,"2,024",19,,Dysart,,Queensland,Australia and New Zealand,Oceania,-22.55,148.41,Approximate,,,,,,42,0.03,2.3,0.8,,,,,,,,,,,,,,,,,,,,
M0037,,,,Australia,Eagle Downs Coal Project,Peak Downs East,,https://www.gem.wiki/Eagle_Downs_Coal_Project,Cancelled,Construction,New,Stage 1,Aquila; South32,-,Aquila [100%],"China, Australia",4.5,*,,,Underground,Longwall,45,500,Estimate,500,Exact,Bituminous,Met,-,-,"1,140",-,"2,025",50,Bowen,Moranbah,,Queensland,Australia and New Zealand,Oceania,-22.19,148.2,Exact,Terminal (Export),Wiggins Island Coal Terminal,https://www.gem.wiki/Wiggins_Island_Coal_Terminal,,,99.4,0.07,5.5,2,,,,,,,,,,,,,,,,,,,,
M0037,,,,Australia,Eagle Downs Coal Project,Peak Downs East,,https://www.gem.wiki/Eagle_Downs_Coal_Project,Cancelled,Permitted,Expansion,Stage 2,Aquila; South33,-,Aquila [100%],"China, Australia",3.5,*,,,Underground,Longwall,45,500,Estimate,-,-,Bituminous,Met,-,-,-,-,"2,025",50,Bowen,Moranbah,,Queensland,Australia and New Zealand,Oceania,-22.19,148.2,Exact,Terminal (Export),Wiggins Island Coal Terminal,https://www.gem.wiki/Wiggins_Island_Coal_Terminal,,,77.3,0.05,4.3,1.5,,,,,,,,,,,,,,,,,,,,
M0038,,,,Australia,Ensham Coal Mine,Ensham Life of Mine Extension Project,,https://www.gem.wiki/Ensham_mine,Proposed,Permitted,Extension,,Sungela,-,Thungela Resources Ltd [75.0%]; Audley Energy Ltd [12.5%]; Mayfair Corporations Group Pty Ltd [12.5%],"Australia, South Korea",*,*,,,Underground & Surface,Mixed,-,210,Exact,-,-,Subbituminous,Thermal,-,-,-,-,-,9,Bowen,Emerald,,Queensland,Australia and New Zealand,Oceania,-23.45,148.5,Exact,Terminal (Export),Port of Gladstone,https://www.gem.wiki/Port_of_Gladstone,,,-,-,-,-,,,,,,,,,,,,,,,,,,,,
M0038,,,,Australia,Ensham Coal Mine,Yongala,,https://www.gem.wiki/Ensham_mine,Operating,,,,Sungela,-,Thungela Resources Ltd [75.0%]; Audley Energy Ltd [12.5%]; Mayfair Corporations Group Pty Ltd [12.5%],"Australia, South Korea",12,3.91,"2,022",,Underground & Surface,Mixed,27.37,210,Exact,600,Exact,Subbituminous,Thermal,724,-,"1,477",185,"1,993",8,Bowen,Emerald,,Queensland,Australia and New Zealand,Oceania,-23.45,148.5,Exact,Terminal (Export),Port of Gladstone,https://www.gem.wiki/Port_of_Gladstone,,,16.3,0.01,0.9,0.3,,,,,,,,,,,,,,,,,,,,
M0039,,,,Australia,Ewington Coal Mine,"Collie Mine, Griffin Mine",,https://www.gem.wiki/Ewington_mine,Operating,,,,Griffin Coal Mining Company Pty Ltd,-,Lanco Resources Australia Pty Ltd [100.0%],"India, Australia",*,2,,,Surface,Open Pit,-,60,Estimate,314,Estimate,Bituminous,Thermal & Met,61,-,-,30,"1,996",31,Collie,Collie,,Western Australia,Australia and New Zealand,Oceania,-33.36,116.25,Exact,Coal Plant,Bluewaters power station,https://www.gem.wiki/Bluewaters_power_station,,,10.5,0.01,0.6,0.2,,,,,,,,,,,,,,,,,4-Mar,,,
M0040,,,,Australia,Foxleigh Coal Mine,Foxleigh East,,https://www.gem.wiki/Foxleigh_coal_mine,Operating,,,,Middlemount South Limited,-,QMetco Ltd [100.0%],"Canada, South Korea, Japan",*,3.42,"2,022",,Surface,Open Pit,-,60,Estimate,477,Estimate,Bituminous,Met,223,"2,020",335,65,"1,999",-,Bowen,Middlemount,,Queensland,Australia and New Zealand,Oceania,-23.0,148.8,Exact,,,,,,18,0.01,1,0.4,,YES,,,,,,,,,,,,,,,4-Mar,,,
M0041,,,,Australia,Galilee Coal Mine,"Galilee Coal Project, China First Project",,https://www.gem.wiki/Galilee_Coal_Project,Shelved,Pre-Permit,New,,Waratah Coal Pty Ltd,-,Mineralogy Pty Ltd [100.0%],Australia,40,*,,,Underground & Surface,Mixed,120,60,Estimate,"2,325",Exact,Subbituminous,Thermal,"1,100",-,"7,100",28,"2,027",30,Galilee,Jericho,,Queensland,Australia and New Zealand,Oceania,-23.5,145.94,Approximate,Terminal (Export),Abbot Point Coal Terminal,https://www.gem.wiki/Abbot_Point_Coal_Terminal,,,54,0.04,3,1.1,,,,,,,,,,,,,,,,,,,,
M0042,,,,Australia,Glendell Coal Mine,"Glendell Continued Operations Project, Mt Owen Complex",,https://www.gem.wiki/Glendell_coal_mine,Shelved,Pre-Permit,Expansion,,Mt Owen Pty Limited,-,Glencore PLC [100.0%],Switzerland,5.5,*,,,Surface,Open Pit,6.6,60,Estimate,254,Exact,Bituminous,Thermal,6,-,-,-,"2,022",24,Hunter,Hebden,,New South Wales,Australia and New Zealand,Oceania,-32.45,151.08,Exact,,,,,,28.9,0.02,1.6,0.6,,,,,,,,,,,,,,,,,,,,
M0042,,,,Australia,Glendell Coal Mine,Mt Owen Complex,,https://www.gem.wiki/Glendell_coal_mine,Operating,,,,Mt Owen Pty Limited,-,Glencore PLC [100.0%],Switzerland,4.5,2.53,"2,022",,Surface,Open Pit,-,60,Estimate,254,Estimate,Bituminous,Thermal,0,"2,023",190,0,-,-,Hunter,Hebden,,New South Wales,Australia and New Zealand,Oceania,-32.45,151.08,Exact,,,,264.74,"2,022",13.3,0.01,0.7,0.3,,,,,,,,,,,,,,,,,,,,
M0043,,,,Australia,Goonyella-Riverside Coal Mine,"Goonyella-Riverside, Cleanskin, Broadmeadow, Eureka, Redhill, Isaac, Riverside",,https://www.gem.wiki/Goonyella_Riverside_mine,Operating,,,,BHP Billiton Mitsubishi Alliance Pty Ltd,-,BHP Group Ltd [50.0%]; Mitsubishi Corp [50.0%],Australia,*,22.15,"2,022",,Surface,Open Pit,-,60,Estimate,591,Exact,Bituminous,Met,532,-,798,24,"1,989",-,Bowen,Moranbah,,Queensland,Australia and New Zealand,Oceania,-21.79,147.96,Exact,Terminal (Export),Hay Point Coal Terminal,https://www.gem.wiki/Hay_Point_Coal_Terminal,"1,314.14","2,022",116.3,0.08,6.4,2.3,,,,,,,,,,,,,,,,,4-Mar,,,
M0044,,,,Australia,Gregory Crinum Coal Mines,"Gregory, Crinum",,https://www.gem.wiki/Gregory_Crinum_mine,Proposed,Permitted,Expansion,,Sojitz Blue Pty Ltd,-,Sojitz Corp [100.0%],"Australia, Japan",*,*,,,Underground & Surface,Mixed,-,85,Exact,408,Estimate,Bituminous,Met,-,-,-,-,-,-,,Emerald,,Queensland,Australia and New Zealand,Oceania,-23.15,148.39,Exact,,,,,,-,-,-,-,,,,,,,,,,,,,,,,,,,,
M0044,,,,Australia,Gregory Crinum Coal Mines,"Gregory, Crinum",,https://www.gem.wiki/Gregory_Crinum_mine,Operating,,,,Sojitz Blue Pty Ltd,-,Sojitz Corp [100.0%],"Australia, Japan",1,2.39,"2,022",,Underground & Surface,Mixed,-,85,Exact,408,Estimate,Bituminous,Met,27,-,121,11,"1,979",-,Bowen,Emerald,,Queensland,Australia and New Zealand,Oceania,-23.15,148.39,Exact,,,,,,17.6,0.01,1,0.4,,,,,,,,,,,,,,,,,4-Mar,,,
M0045,,,,Australia,Grosvenor Coal Mine,,,https://www.gem.wiki/Grosvenor_coal_project,Operating,,,,Grosvenor,-,Anglo American PLC [88.0%]; Nippon Steel Corp [5.0%],UK,7,1.99,"2,022",,Underground,Longwall,-,500,Estimate,800,Exact,Bituminous,Met,67,"2,022",390,34,"2,015",14,,Moranbah,,Queensland,Australia and New Zealand,Oceania,-21.97,148.01,Exact,,,,775.81,"2,022",44,0.03,2.4,0.9,,,,,,,,,,,,,,,,,4-Mar,,,
M0046,,,,Australia,Hail Creek Coal Mine,,,https://www.gem.wiki/Hail_Creek_coal_mine,Operating,,,,Hail Creek Coal Pty Ltd,-,Glencore PLC [84.7%]; Marubeni Corp [12.0%],"Switzerland, Japan",*,10.78,"2,022",,Surface,Open Pit,210,60,Estimate,"1,010",Exact,Bituminous,Thermal & Met,89,"2,022","1,500",8,"2,003",19,Bowen,Glenden,,Queensland,Australia and New Zealand,Oceania,-21.48,148.37,Exact,Terminal (Export),Dalrymple Bay Coal Terminal,https://www.gem.wiki/Dalrymple_Bay_Coal_Terminal,543.61,"2,022",56.6,0.04,3.1,1.1,,,,,,,"2,022",https://www.data.qld.gov.au/dataset/coal-industry-review-statistical-tables/resource/bab54159-f38b-4e6f-8652-4b04bca29139,47.67%,24.65%,5.14,2.66,https://www.data.qld.gov.au/dataset/coal-industry-review-statistical-tables/resource/bab54159-f38b-4e6f-8652-4b04bca29139,Accurate,,,4-Mar,,,
M0047,,,,Australia,Hillalong Coal Mine,Hillalong Coking Coal Project,,https://www.gem.wiki/Hillalong_coal_mine,Proposed,Exploration,New,,Shandong Energy Group Co Ltd,-,Shandong Provincial People's Government State-owned Assets Supervision and Administration Commission [70.0%]; Shandong Guohui Investment Co Ltd [20.0%]; Shandong Caixin Asset Operation Co Ltd [10.0%],China,4.2,*,,,Underground & Surface,Mixed,-,160,Exact,436,Exact,Bituminous,Thermal & Met,-,-,106,-,"2,023",-,Bowen,Glenden,,Queensland,Australia and New Zealand,Oceania,-21.42,148.31,Exact,,,,,,49.7,0.03,2.7,1,,,,,,,,,,,,,,,,,,,,
M0048,,,,Australia,Hume Coal Mine,Hume Coal Project,,https://www.gem.wiki/Hume_coal_project,Cancelled,,,,POSCO Holdings Inc,-,POSCO Holdings Inc [100%],South Korea,3,*,,,Underground,-,5,180,Exact,300,Exact,Bituminous,Thermal & Met,-,-,115,-,"2,023",-,Southern,Berrima,,New South Wales,Australia and New Zealand,Oceania,-34.54,150.28,Exact,,,,,,38.4,0.03,2.1,0.8,,,,,,,,,,,,,,,,,,,,
M0049,,,,Australia,Hunter Valley North Coal Mine,"Hunter Valley Operations, West Pit, Carrington, North Pit",,https://www.gem.wiki/Hunter_Valley_North_coal_mine,Operating,,,,Hunter Valley Operations,-,Yancoal Australia Ltd [51.0%]; Glencore PLC [49.0%],"China, Switzerland",22,4.38,"2,022",,Surface,Open Pit,-,60,Estimate,679,Exact,Bituminous,Thermal & Met,395,"2,023","4,080",90,"1,952",17,Hunter,Lemington,,New South Wales,Australia and New Zealand,Oceania,-32.47,150.97,Exact,Terminal (Export),Port Waratah Coal Services,https://www.gem.wiki/Port_Waratah_Coal_Services,288.94,"2,022",23,0.02,1.3,0.5,,,,,,,"2,022",https://www.hvo.com.au/wp-content/uploads/2023/06/HVO-2022-Annual-Review_Combined-Reduced-1.pdf,50.00%,50.00%,2.19,2.19,unknown,Approximate,,,4-Mar,,,
