Unit ID,Unit Name,Unit type,Country,Fuel type,Status,Latitude,Longitude,Location accuracy,Owner,Parent,Production (Mtpa),Mine Type,Mine Size (Km2),Mine Depth (m),Coal Type,Coal Grade,GEM Coal Mine Methane Emissions Estimate (MCM/yr),Month_1,Month_2,Month_3,Month_4,Month_5,Month_6,Month_7,Month_8,Month_9,Month_10,Month_11,Month_12
M0024,Caval Ridge Coal Mine, ,Australia,coal,Operating,-22.1056069,148.0475444,Exact,BHP Billiton Mitsubishi Alliance Pty Ltd,BHP Group Ltd [50.0%]; Mitsubishi Corp [50.0%],14.894,Surface,14,60.0,Bituminous,Met,78.2,0.20257318,0.13387644,0.18218851,0.17661083,0.1614505,0.15100293,0.15303947,0.1788635,0.20141508,0.22200522,0.23366188,0.16828586
M0024,Caval Ridge Coal Mine, ,Australia,coal,Proposed,-22.1056069,148.0475444,Exact,BHP Billiton Mitsubishi Alliance Pty Ltd,BHP Group Ltd [50.0%]; Mitsubishi Corp [50.0%],,Surface,14,60.0,Bituminous,Met,78.8,0.20257318,0.13387644,0.18218851,0.17661083,0.1614505,0.15100293,0.15303947,0.1788635,0.20141508,0.22200522,0.23366188,0.16828586
M0025,Central Queensland Coal Mine, ,Australia,coal,Cancelled,-22.679446,149.659662,Exact,Central Queensland Coal Pty Ltd,Mineralogy Pty Ltd [100.0%],,Surface,,60.0,Bituminous,Thermal & Met,10.5,0.06672639,0.08793676,0.067113206,0.13943891,0.13525388,0.13115266,0.13098592,0.15200123,0.13618344,0.20384991,0.20381925,0.18673232
M0026,Clarence Colliery, ,Australia,coal,Operating,-33.4597,150.2479,Exact,Centennial Coal - Clarence Joint Venture,Banpu PCL [85.0%]; SK Energy [15.0%],1.42,Underground,,500.0,Bituminous,Thermal,31.4,0.09790205,0.11049311,0.09478017,0.08893161,0.07396866,0.07144935,0.07466729,0.08474041,0.095789075,0.08986464,0.059442826,0.053332873
M0027,Clermont Coal Mine, ,Australia,coal,Operating,-22.7201075,147.6195648,Exact,Clermont Coal Operations Pty Limited,Glencore PLC [37.1%]; Sumitomo Corp [37.1%]; J-Power Australia Pty Ltd [22.2%],10.85,Surface,163.07,60.0,Bituminous,Thermal,57.0,0.16872841,0.110480234,0.14044018,0.13373977,0.13342205,0.13605802,0.13959728,0.1508105,0.1687038,0.1843422,0.19812419,0.18004198
M0028,Collinsville Coal Mine, ,Australia,coal,Operating,-20.5567302,147.8148229,Exact,NC Coal Company Pty Ltd,Glencore PLC [100.0%],3.583,Surface,,60.0,Bituminous,Thermal & Met,18.8,0.20553339,0.08608429,0.16222416,0.16012307,0.15236466,0.15044165,0.1596083,0.18107484,0.16169697,0.23563972,0.24334933,0.17037876
M0029,Commodore Coal Mine, ,Australia,coal,Operating,-27.9343501,151.2554422,Exact,Downer EDI,Downer EDI Ltd [100%],3.507,Surface,,60.0,Bituminous,Thermal,18.4,0.2449908,0.17739463,0.19913414,0.19314018,0.18863778,0.18526271,0.17230035,0.17902118,0.19203627,0.22186,0.25543207,0.23852447
M0029,Commodore Coal Mine, ,Australia,coal,Proposed,-27.9343501,151.2554422,Exact,Downer EDI,Downer EDI Ltd [100%],,Surface,,60.0,Bituminous,Thermal,2.1,0.2449908,0.17739463,0.19913414,0.19314018,0.18863778,0.18526271,0.17230035,0.17902118,0.19203627,0.22186,0.25543207,0.23852447
M0030,Cows Coal Mine, ,Australia,coal,Operating,-20.63668673,147.85009,Exact,QCoal,QCoal [100%],,Surface,,60.0,Bituminous,Thermal & Met,5.3,0.20285805,0.08325416,0.15531312,0.15304464,0.14908995,0.14859664,0.16039434,0.18503827,0.1683187,0.243386,0.25627184,0.17452501
M0031,Curragh Coal Mine, ,Australia,coal,Proposed,-23.493219,148.842723,Exact,Coronado Global Resources Inc,Coronado Global Resources Inc [100%],,Underground,,500.0,Bituminous,Thermal,,0.23557004,0.14370945,0.22009464,0.22686309,0.20428261,0.20081472,0.19181179,0.21110925,0.24798457,0.25874752,0.1940248,0.17912836
M0031,Curragh Coal Mine, ,Australia,coal,Operating,-23.493219,148.842723,Exact,Coronado Global Resources Inc,Coronado Global Resources Inc [100%],12.161,Surface,126,60.0,Bituminous,Thermal & Met,63.8,0.23557004,0.14370945,0.22009464,0.22686309,0.20428261,0.20081472,0.19181179,0.21110925,0.24798457,0.25874752,0.1940248,0.17912836
M0032,Daunia Coal Mine, ,Australia,coal,Operating,-22.0410919,148.2702015,Exact,BHP Billiton Mitsubishi Alliance Pty Ltd,BHP Group Ltd [50.0%]; Mitsubishi Corp [50.0%],3.651,Surface,,60.0,Bituminous,Thermal & Met,19.2,0.2136765,0.15794171,0.14485955,0.16218513,0.19131641,0.18017016,0.1778279,0.20227346,0.23430908,0.24092907,0.19117774,0.17702019
M0033,Dawson Complex, ,Australia,coal,Operating,-24.6168211,150.0504833,Exact,Dawson Joint Venture,Anglo American PLC [51.0%]; Mitsui & Co Ltd [49.0%],6.087,Surface,,60.0,Bituminous,Thermal & Met,32.0,0.22974843,0.21829318,0.22129619,0.21928684,0.20936899,0.20872869,0.2087181,0.23306428,0.25850582,0.27826285,0.25809756,0.23665209
M0034,Dendrobium Coal Mine, ,Australia,coal,Operating,-34.419776,150.826135,Exact,Illawarra Coal,South32 Ltd [100.0%],2.61,Underground,,350.0,Bituminous,Met,49.2,0.059382476,0.054742537,0.048058946,0.06075002,0.056799248,0.054899592,0.056921013,0.06137093,0.06725094,0.057284374,0.04125811,0.040394135
M0034,Dendrobium Extension Project, ,Australia,coal,Cancelled,-34.419776,150.826135,Exact,Illawarra Coal,South32 Ltd [100.0%],,Underground,,350.0,Bituminous,Met,,0.059382476,0.054742537,0.048058946,0.06075002,0.056799248,0.054899592,0.056921013,0.06137093,0.06725094,0.057284374,0.04125811,0.040394135
M0035,Drake Coal Mine, ,Australia,coal,Operating,-20.705189,147.812727,Exact,QCoal,QCoal [100%],5.312,Surface,,60.0,Bituminous,Thermal & Met,27.9,0.20638041,0.081892446,0.15327251,0.15938349,0.15006678,0.15017879,0.1630179,0.1854315,0.16993889,0.24815075,0.26147994,0.1745089
M0036,Dysart East Coal Project, ,Australia,coal,Proposed,-22.550335,148.414404,Approximate,Mastermyne Group,Metarock Group Ltd [100%],,Underground,,500.0,Bituminous,Met,42.0,0.15356237,0.06831144,0.13334301,0.13257954,0.12912709,0.12837769,0.13278101,0.15201436,0.1797035,0.1964512,0.19440012,0.159105
M0037,Eagle Downs Coal Project, ,Australia,coal,Cancelled,-22.189318,148.204249,Exact,Aquila; South33,Aquila [100%],,Underground,45,500.0,Bituminous,Met,77.3,0.20784998,0.19695152,0.19735569,0.19107589,0.17542371,0.1641777,0.16685122,0.19061123,0.22174206,0.23857026,0.2516239,0.17497365
M0037,Eagle Downs Coal Project, ,Australia,coal,Cancelled,-22.189318,148.204249,Exact,Aquila; South32,Aquila [100%],,Underground,45,500.0,Bituminous,Met,99.4,0.20784998,0.19695152,0.19735569,0.19107589,0.17542371,0.1641777,0.16685122,0.19061123,0.22174206,0.23857026,0.2516239,0.17497365
M0038,Ensham Coal Mine, ,Australia,coal,Operating,-23.454464,148.497455,Exact,Sungela,Thungela Resources Ltd [75.0%]; Audley Energy Ltd [12.5%]; Mayfair Corporations Group Pty Ltd [12.5%],3.91,Underground & Surface,27.37,210.0,Subbituminous,Thermal,16.3,0.19333877,0.10577864,0.16989806,0.1721654,0.12958317,0.15830842,0.15797485,0.17871028,0.20689212,0.21881865,0.20987889,0.14459835
M0038,Ensham Coal Mine, ,Australia,coal,Proposed,-23.454464,148.497455,Exact,Sungela,Thungela Resources Ltd [75.0%]; Audley Energy Ltd [12.5%]; Mayfair Corporations Group Pty Ltd [12.5%],,Underground & Surface,,210.0,Subbituminous,Thermal,,0.19333877,0.10577864,0.16989806,0.1721654,0.12958317,0.15830842,0.15797485,0.17871028,0.20689212,0.21881865,0.20987889,0.14459835
M0039,Ewington Coal Mine, ,Australia,coal,Operating,-33.3624,116.25,Exact,Griffin Coal Mining Company Pty Ltd,Lanco Resources Australia Pty Ltd [100.0%],2,Surface,,60.0,Bituminous,Thermal & Met,10.5,0.19081791,0.18170762,0.16811696,0.15211743,0.1225093,0.09555689,0.095736414,0.11313312,0.13882297,0.16041012,0.18514058,0.19059275
M0040,Foxleigh Coal Mine, ,Australia,coal,Operating,-22.997778,148.803889,Exact,Middlemount South Limited,QMetco Ltd [100.0%],3.42,Surface,,60.0,Bituminous,Met,18.0,0.2314679,0.14602813,0.20999897,0.21306989,0.19979215,0.1938465,0.18342127,0.20802061,0.2444129,0.26123348,0.19365838,0.21874243
M0041,Galilee Coal Mine, ,Australia,coal,Shelved,-23.498536,145.94229,Approximate,Waratah Coal Pty Ltd,Mineralogy Pty Ltd [100.0%],,Underground & Surface,120,60.0,Subbituminous,Thermal,54.0,0.31036663,0.2754874,0.26589182,0.2584449,0.23658645,0.23073709,0.22838175,0.25912145,0.2822038,0.29697463,0.3086059,0.3038453
M0042,Glendell Coal Mine, ,Australia,coal,Shelved,-32.45121527,151.0783194,Exact,Mt Owen Pty Limited,Glencore PLC [100.0%],,Surface,6.6,60.0,Bituminous,Thermal,28.9,0.17517918,0.11437284,0.124474466,0.12369034,0.13251984,0.13230465,0.12541622,0.13891481,0.13896805,0.1550986,0.16432047,0.16939834
M0042,Glendell Coal Mine, ,Australia,coal,Operating,-32.45121527,151.0783194,Exact,Mt Owen Pty Limited,Glencore PLC [100.0%],2.53,Surface,,60.0,Bituminous,Thermal,13.3,0.17517918,0.11437284,0.124474466,0.12369034,0.13251984,0.13230465,0.12541622,0.13891481,0.13896805,0.1550986,0.16432047,0.16939834
