Unit ID,Unit Name,Unit type,Country,Fuel type,Status,Latitude,Longitude,Location accuracy,Owner,Parent,Production (Mtpa),Mine Type,Mine Size (Km2),Mine Depth (m),Coal Type,Coal Grade,GEM Coal Mine Methane Emissions Estimate (MCM/yr),Month_1,Month_2,Month_3,Month_4,Month_5,Month_6,Month_7,Month_8,Month_9,Month_10,Month_11,Month_12
OG0013257,Butte Upper Shaunavon,pool,Canada,oil,Operating,49.954,-108.487,exact,,, , , , , , , ,72.39524,66.57874,56.395275,44.37058,33.869736,27.693022,27.554684,33.585976,43.98434,56.01111,66.426445,72.36041
OG0013258,Butte West U Shaunavon,pool,Canada,oil,Operating,50.019,-108.56,exact,,, , , , , , , ,72.39524,66.57874,56.395275,44.37058,33.869736,27.693022,27.554684,33.585976,43.98434,56.01111,66.426445,72.36041
OG0013259,Buzzard Lloydminster,pool,Canada,oil,Operating,53.057,-109.784,exact,,, , , , , , , ,75.49524,69.67874,59.495274,47.470577,36.969734,30.793022,30.654682,36.685978,47.08434,59.11111,69.52645,75.46041
OG0013265,Cactus Lake Basman-Bakken,pool,Canada,oil,Operating,52.046,-109.897,exact,,, , , , , , , ,74.39524,68.57874,58.395275,46.37058,35.869736,29.693022,29.554684,35.585976,45.98434,58.01111,68.426445,74.36041
OG0013266,Cactus Lk N Mclaren,pool,Canada,oil,Operating,52.103,-109.956,exact,,, , , , , , , ,74.49524,68.67874,58.495274,46.470577,35.969734,29.793022,29.654682,35.685978,46.08434,58.11111,68.52645,74.46041
OG0013267,Cadillac 2nd White Specks,pool,Canada,gas,Operating,49.813,-107.606,exact,,, , , , , , , ,72.19524,66.37874,56.195274,44.170578,33.669735,27.493021,27.354683,33.385975,43.78434,55.81111,66.22645,72.160416
OG0013268,Cantal Frobisher-Alida,pool,Canada,oil,Operating,49.412,-101.923,exact,,, , , , , , , ,71.795235,65.97874,55.795273,43.770576,33.269733,27.093021,26.954683,32.985977,43.38434,55.41111,65.82645,71.760414
OG0013269,Cantal South Frob-Alida,pool,Canada,oil,Operating,49.375,-101.944,exact,,, , , , , , , ,71.795235,65.97874,55.795273,43.770576,33.269733,27.093021,26.954683,32.985977,43.38434,55.41111,65.82645,71.760414
OG0013270,Cantuar E Lower Shaunavon,pool,Canada,oil,Operating,50.35,-108.186,exact,,, , , , , , , ,72.69524,66.87874,56.695274,44.670578,34.169735,27.993021,27.854683,33.885975,44.28434,56.31111,66.72645,72.660416
OG0013271,Cantuar East Cantuar,pool,Canada,oil,Operating,50.348,-108.177,exact,,, , , , , , , ,72.69524,66.87874,56.695274,44.670578,34.169735,27.993021,27.854683,33.885975,44.28434,56.31111,66.72645,72.660416
