Unit ID,Unit Name,Unit type,Country,Fuel type,Status,Latitude,Longitude,Location accuracy,Owner,Parent,Production (Mtpa),Mine Type,Mine Size (Km2),Mine Depth (m),Coal Type,Coal Grade,GEM Coal Mine Methane Emissions Estimate (MCM/yr),Month_1,Month_2,Month_3,Month_4,Month_5,Month_6,Month_7,Month_8,Month_9,Month_10,Month_11,Month_12
M0020,Cameby Downs Coal Mine, ,Australia,coal,Proposed,-26.6540316,150.3354945,Exact,Syntech Resources,Shandong Energy Group Co Ltd [70.0%]; Shandong Guohui Investment Co Ltd [20.0%]; Shandong Caixin Asset Operation Co Ltd [10.0%],,Surface,79.11,50.0,Subbituminous,Thermal,3.6,0.51361006,0.66656005,0.63316226,0.6880593,0.68427783,0.8689476,0.55758977,0.75208235,0.7379267,0.6888641,0.47094664,0.5483315
M0020,Cameby Downs Coal Mine, ,Australia,coal,Operating,-26.6181915,150.3548193,Exact,Syntech Resources,Shandong Energy Group Co Ltd [70.0%]; Shandong Guohui Investment Co Ltd [20.0%]; Shandong Caixin Asset Operation Co Ltd [10.0%],2.86,Surface,,60.0,Bituminous,Thermal,15.0,0.4958669,0.6683523,0.6196056,0.6850746,0.67308575,0.8761559,0.6091745,0.757405,0.7367631,0.73161995,0.47798932,0.5577452
M0021,CapCoal Mine Complex, ,Australia,coal,Operating,-22.990997,148.580506,Exact,Capcoal,Anglo American PLC [70.0%]; Mitsui & Co Ltd [30.0%],8.403,Underground & Surface,340,60.0,Bituminous,Thermal & Met,44.1,0.4711323,0.38951,0.6453756,0.6447595,0.68873745,0.61665785,0.752484,0.8031004,0.65969515,0.73550785,0.605633,0.42863438
M0022,Carborough Downs Coal Mine, ,Australia,coal,Operating,-21.9502,148.2094,Exact,Fitzroy Australia Resources Pty Ltd,American Metals & Coal International Inc [50.0%]; ITOCHU Corp [50.0%],2.823,Underground,,500.0,Bituminous,Thermal & Met,62.3,0.47027975,0.35459697,0.55335665,0.53710264,0.6904974,0.6789903,0.7026015,0.8164191,0.6617238,0.72664064,0.5684748,0.35614985
M0022,Carborough Downs Coal Mine, ,Australia,coal,Proposed,-21.9502,148.2094,Exact,Fitzroy Australia Resources Pty Ltd,American Metals & Coal International Inc [50.0%]; ITOCHU Corp [50.0%],,Underground,,500.0,Bituminous,Met,55.2,0.47027975,0.35459697,0.55335665,0.53710264,0.6904974,0.6789903,0.7026015,0.8164191,0.6617238,0.72664064,0.5684748,0.35614985
M0023,Carmichael Coal Project, ,Australia,coal,Operating,-22.073611,146.329722,Approximate,Adani Mining Pty Ltd,Adani Enterprises Ltd [100.0%],2.794,Underground & Surface,447,300.0,Subbituminous,Thermal,14.8,0.511754,0.62775433,0.65275854,0.71962625,0.632151,0.7692944,0.7580712,0.81918,0.875445,0.78977495,0.6493685,0.6323159
M0023,Carmichael Coal Project, ,Australia,coal,Proposed,-22.073611,146.329722,Approximate,Adani Mining Pty Ltd,Adani Enterprises Ltd [100.0%],,Underground & Surface,447,60.0,Subbituminous,Thermal,43.2,0.511754,0.62775433,0.65275854,0.71962625,0.632151,0.7692944,0.7580712,0.81918,0.875445,0.78977495,0.6493685,0.6323159
M0023,Carmichael Coal Project, ,Australia,coal,Proposed,-22.073611,146.329722,Approximate,Adani Mining Pty Ltd,Adani Enterprises Ltd [100.0%],,Underground & Surface,447,400.0,Subbituminous,Thermal,115.2,0.511754,0.62775433,0.65275854,0.71962625,0.632151,0.7692944,0.7580712,0.81918,0.875445,0.78977495,0.6493685,0.6323159
M0024,Caval Ridge Coal Mine, ,Australia,coal,Operating,-22.1056069,148.0475444,Exact,BHP Billiton Mitsubishi Alliance Pty Ltd,BHP Group Ltd [50.0%]; Mitsubishi Corp [50.0%],14.894,Surface,14,60.0,Bituminous,Met,78.2,0.4544741,0.37506104,0.55924875,0.57460564,0.70550907,0.6556739,0.68752694,0.826918,0.6603861,0.75803494,0.61625516,0.3803831
M0024,Caval Ridge Coal Mine, ,Australia,coal,Proposed,-22.1056069,148.0475444,Exact,BHP Billiton Mitsubishi Alliance Pty Ltd,BHP Group Ltd [50.0%]; Mitsubishi Corp [50.0%],,Surface,14,60.0,Bituminous,Met,78.8,0.4544741,0.37506104,0.55924875,0.57460564,0.70550907,0.6556739,0.68752694,0.826918,0.6603861,0.75803494,0.61625516,0.3803831
M0025,Central Queensland Coal Mine, ,Australia,coal,Cancelled,-22.679446,149.659662,Exact,Central Queensland Coal Pty Ltd,Mineralogy Pty Ltd [100.0%],,Surface,,60.0,Bituminous,Thermal & Met,10.5,0.33892202,0.3667106,0.4011076,0.5606606,0.63719654,0.5901849,0.62562263,0.68134165,0.4873203,0.50922155,0.41112465,0.43387216
M0026,Clarence Colliery, ,Australia,coal,Operating,-33.4597,150.2479,Exact,Centennial Coal - Clarence Joint Venture,Banpu PCL [85.0%]; SK Energy [15.0%],1.42,Underground,,500.0,Bituminous,Thermal,31.4,0.4179171,0.31163046,0.33460987,0.4921404,0.5522534,0.41220963,0.4756363,0.5805372,0.5510187,0.4311484,0.31171465,0.31900665
M0027,Clermont Coal Mine, ,Australia,coal,Operating,-22.7201075,147.6195648,Exact,Clermont Coal Operations Pty Limited,Glencore PLC [37.1%]; Sumitomo Corp [37.1%]; J-Power Australia Pty Ltd [22.2%],10.85,Surface,163.07,60.0,Bituminous,Thermal,57.0,0.50452125,0.36477467,0.6069158,0.6037511,0.73690176,0.6325105,0.68609214,0.8027667,0.68369913,0.75240856,0.6293741,0.40589678
M0028,Collinsville Coal Mine, ,Australia,coal,Operating,-20.5567302,147.8148229,Exact,NC Coal Company Pty Ltd,Glencore PLC [100.0%],3.583,Surface,,60.0,Bituminous,Thermal & Met,18.8,0.44281262,0.37572178,0.50199956,0.5452946,0.69078505,0.70271873,0.7448408,0.7545432,0.6258447,0.7036368,0.60840684,0.37266582
M0029,Commodore Coal Mine, ,Australia,coal,Operating,-27.9343501,151.2554422,Exact,Downer EDI,Downer EDI Ltd [100%],3.507,Surface,,60.0,Bituminous,Thermal,18.4,0.5621641,0.46433052,0.5868187,0.65367645,0.6829066,0.80395055,0.6784723,0.740715,0.6886006,0.5746219,0.52749056,0.51282334
M0029,Commodore Coal Mine, ,Australia,coal,Proposed,-27.9343501,151.2554422,Exact,Downer EDI,Downer EDI Ltd [100%],,Surface,,60.0,Bituminous,Thermal,2.1,0.5621641,0.46433052,0.5868187,0.65367645,0.6829066,0.80395055,0.6784723,0.740715,0.6886006,0.5746219,0.52749056,0.51282334
M0030,Cows Coal Mine, ,Australia,coal,Operating,-20.63668673,147.85009,Exact,QCoal,QCoal [100%],,Surface,,60.0,Bituminous,Thermal & Met,5.3,0.44297954,0.35284397,0.52158797,0.51537097,0.6732876,0.68816817,0.72122127,0.7261466,0.60563666,0.6977155,0.5958021,0.39635664
M0031,Curragh Coal Mine, ,Australia,coal,Proposed,-23.493219,148.842723,Exact,Coronado Global Resources Inc,Coronado Global Resources Inc [100%],,Underground,,500.0,Bituminous,Thermal,,0.42279136,0.4411177,0.65695673,0.7536179,0.6831677,0.69683427,0.75102496,0.79862773,0.64531326,0.7395419,0.5271468,0.44555375
M0031,Curragh Coal Mine, ,Australia,coal,Operating,-23.493219,148.842723,Exact,Coronado Global Resources Inc,Coronado Global Resources Inc [100%],12.161,Surface,126,60.0,Bituminous,Thermal & Met,63.8,0.42279136,0.4411177,0.65695673,0.7536179,0.6831677,0.69683427,0.75102496,0.79862773,0.64531326,0.7395419,0.5271468,0.44555375
M0032,Daunia Coal Mine, ,Australia,coal,Operating,-22.0410919,148.2702015,Exact,BHP Billiton Mitsubishi Alliance Pty Ltd,BHP Group Ltd [50.0%]; Mitsubishi Corp [50.0%],3.651,Surface,,60.0,Bituminous,Thermal & Met,19.2,0.45563182,0.36289188,0.53121936,0.5323211,0.6700456,0.67408824,0.7026986,0.8114195,0.63615125,0.711997,0.53805095,0.34821498
M0033,Dawson Complex, ,Australia,coal,Operating,-24.6168211,150.0504833,Exact,Dawson Joint Venture,Anglo American PLC [51.0%]; Mitsui & Co Ltd [49.0%],6.087,Surface,,60.0,Bituminous,Thermal & Met,32.0,0.44537523,0.60167646,0.5256896,0.60706425,0.6320256,0.70412034,0.68964016,0.7581624,0.6336418,0.65738624,0.4719773,0.5130745
M0034,Dendrobium Coal Mine, ,Australia,coal,Operating,-34.419776,150.826135,Exact,Illawarra Coal,South32 Ltd [100.0%],2.61,Underground,,350.0,Bituminous,Met,49.2,0.3286769,0.31443107,0.3393173,0.55897826,0.58098656,0.48201928,0.63299716,0.62620294,0.5743718,0.35865974,0.26260954,0.28988066
M0034,Dendrobium Extension Project, ,Australia,coal,Cancelled,-34.419776,150.826135,Exact,Illawarra Coal,South32 Ltd [100.0%],,Underground,,350.0,Bituminous,Met,,0.3286769,0.31443107,0.3393173,0.55897826,0.58098656,0.48201928,0.63299716,0.62620294,0.5743718,0.35865974,0.26260954,0.28988066
M0035,Drake Coal Mine, ,Australia,coal,Operating,-20.705189,147.812727,Exact,QCoal,QCoal [100%],5.312,Surface,,60.0,Bituminous,Thermal & Met,27.9,0.518518,0.3630461,0.5362051,0.55885845,0.731739,0.70203567,0.75429153,0.77789694,0.656669,0.74137175,0.605688,0.36017656
M0036,Dysart East Coal Project, ,Australia,coal,Proposed,-22.550335,148.414404,Approximate,Mastermyne Group,Metarock Group Ltd [100%],,Underground,,500.0,Bituminous,Met,42.0,0.4608471,0.33315235,0.557124,0.5451306,0.725916,0.643147,0.6940482,0.85923356,0.6685707,0.7152292,0.6491345,0.38807777
M0037,Eagle Downs Coal Project, ,Australia,coal,Cancelled,-22.189318,148.204249,Exact,Aquila; South33,Aquila [100%],,Underground,45,500.0,Bituminous,Met,77.3,0.46073872,0.38946036,0.55417377,0.53089446,0.7218824,0.6259984,0.7020991,0.8128244,0.6294276,0.7392352,0.60574865,0.36339384
M0037,Eagle Downs Coal Project, ,Australia,coal,Cancelled,-22.189318,148.204249,Exact,Aquila; South32,Aquila [100%],,Underground,45,500.0,Bituminous,Met,99.4,0.46073872,0.38946036,0.55417377,0.53089446,0.7218824,0.6259984,0.7020991,0.8128244,0.6294276,0.7392352,0.60574865,0.36339384
M0038,Ensham Coal Mine, ,Australia,coal,Operating,-23.454464,148.497455,Exact,Sungela,Thungela Resources Ltd [75.0%]; Audley Energy Ltd [12.5%]; Mayfair Corporations Group Pty Ltd [12.5%],3.91,Underground & Surface,27.37,210.0,Subbituminous,Thermal,16.3,0.41889358,0.45104703,0.6323806,0.6708859,0.62191236,0.6819953,0.74426556,0.75464666,0.63992345,0.70335406,0.5879482,0.4132917
M0038,Ensham Coal Mine, ,Australia,coal,Proposed,-23.454464,148.497455,Exact,Sungela,Thungela Resources Ltd [75.0%]; Audley Energy Ltd [12.5%]; Mayfair Corporations Group Pty Ltd [12.5%],,Underground & Surface,,210.0,Subbituminous,Thermal,,0.41889358,0.45104703,0.6323806,0.6708859,0.62191236,0.6819953,0.74426556,0.75464666,0.63992345,0.70335406,0.5879482,0.4132917
M0039,Ewington Coal Mine, ,Australia,coal,Operating,-33.3624,116.25,Exact,Griffin Coal Mining Company Pty Ltd,Lanco Resources Australia Pty Ltd [100.0%],2,Surface,,60.0,Bituminous,Thermal & Met,10.5,0.8044978,0.6629176,0.56799185,0.48006368,0.48129445,0.3623104,0.4079337,0.44739065,0.38419905,0.45427743,0.41296425,0.7093004
M0040,Foxleigh Coal Mine, ,Australia,coal,Operating,-22.997778,148.803889,Exact,Middlemount South Limited,QMetco Ltd [100.0%],3.42,Surface,,60.0,Bituminous,Met,18.0,0.4207446,0.37104076,0.62434304,0.7039954,0.714633,0.5961874,0.74454445,0.7936567,0.67139465,0.7472969,0.573342,0.4288111
M0041,Galilee Coal Mine, ,Australia,coal,Shelved,-23.498536,145.94229,Approximate,Waratah Coal Pty Ltd,Mineralogy Pty Ltd [100.0%],,Underground & Surface,120,60.0,Subbituminous,Thermal,54.0,0.6201538,0.6434862,0.67921406,0.75159836,0.8530201,0.8449553,0.7669294,0.8947444,0.9017252,0.7919766,0.6440153,0.7131677
M0042,Glendell Coal Mine, ,Australia,coal,Shelved,-32.45121527,151.0783194,Exact,Mt Owen Pty Limited,Glencore PLC [100.0%],,Surface,6.6,60.0,Bituminous,Thermal,28.9,0.4297368,0.255807,0.3930239,0.591466,0.60018134,0.44307688,0.6103695,0.60729855,0.5548115,0.46858072,0.44215277,0.48351264
M0042,Glendell Coal Mine, ,Australia,coal,Operating,-32.45121527,151.0783194,Exact,Mt Owen Pty Limited,Glencore PLC [100.0%],2.53,Surface,,60.0,Bituminous,Thermal,13.3,0.4297368,0.255807,0.3930239,0.591466,0.60018134,0.44307688,0.6103695,0.60729855,0.5548115,0.46858072,0.44215277,0.48351264
