Category,Year,Ch4 Kt,Country
1.B.1.a.ii Surface Mines,1998,221.81,European Union (Convention)
1.B.1.a.ii Surface Mines,1999,206.74,European Union (Convention)
1.B.1.a.ii Surface Mines,2000,220.74,European Union (Convention)
1.B.1.a.ii Surface Mines,2001,228.44,European Union (Convention)
1.B.1.a.ii Surface Mines,2002,224.61,European Union (Convention)
1.B.1.a.ii Surface Mines,2003,230.82,European Union (Convention)
1.B.1.a.ii Surface Mines,2004,229.19,European Union (Convention)
1.B.1.a.ii Surface Mines,2005,227.38,European Union (Convention)
1.B.1.a.ii Surface Mines,2006,229.01,European Union (Convention)
1.B.1.a.ii Surface Mines,2007,230.98,European Union (Convention)
1.B.1.a.ii Surface Mines,2008,229.66,European Union (Convention)
1.B.1.a.ii Surface Mines,2009,221.67,European Union (Convention)
1.B.1.a.ii Surface Mines,2010,211.56,European Union (Convention)
1.B.1.a.ii Surface Mines,2011,233.2,European Union (Convention)
1.B.1.a.ii Surface Mines,2012,229.76,European Union (Convention)
1.B.1.a.ii Surface Mines,2013,206.92,European Union (Convention)
1.B.1.a.ii Surface Mines,2014,200.8,European Union (Convention)
1.B.1.a.ii Surface Mines,2015,202.36,European Union (Convention)
1.B.1.a.ii Surface Mines,2016,182.81,European Union (Convention)
1.B.1.a.ii Surface Mines,2017,195,European Union (Convention)
1.B.1.a.ii Surface Mines,2018,186.07,European Union (Convention)
1.B.1.a.ii Surface Mines,2019,164.51,European Union (Convention)
1.B.1.a.ii Surface Mines,2020,126.96,European Union (Convention)
1.B.1.a.ii Surface Mines,Last Inventory Year (2021),138.86,European Union (Convention)
1.B.1.a.ii Surface Mines,2014,0,Hungary
1.B.1.a.ii Surface Mines,2015,0.09,Hungary
1.B.1.a.ii Surface Mines,2016,0.01,Hungary
1.B.1.a.ii Surface Mines,2017,0.01,Hungary
1.B.1.a.ii Surface Mines,2018,0.03,Hungary
1.B.1.a.ii Surface Mines,2019,0.09,Hungary
1.B.1.a.ii Surface Mines,2020,0.02,Hungary
1.B.1.a.ii Surface Mines,Last Inventory Year (2021),0,Hungary
1.B.1.a.ii Surface Mines,Base year,1.31,Italy
1.B.1.a.ii Surface Mines,1990,1.31,Italy
1.B.1.a.ii Surface Mines,1991,1.35,Italy
1.B.1.a.ii Surface Mines,1992,0.95,Italy
1.B.1.a.ii Surface Mines,1993,0.87,Italy
1.B.1.a.ii Surface Mines,1994,0.49,Italy
1.B.1.a.ii Surface Mines,1995,0.31,Italy
1.B.1.a.ii Surface Mines,1996,0.26,Italy
1.B.1.a.ii Surface Mines,1997,0.16,Italy
1.B.1.a.ii Surface Mines,1998,0.02,Italy
1.B.1.a.ii Surface Mines,1999,0.02,Italy
1.B.1.a.ii Surface Mines,2000,0.01,Italy
1.B.1.a.ii Surface Mines,Base year,810.71,Russian Federation
1.B.1.a.ii Surface Mines,1990,810.71,Russian Federation
1.B.1.a.ii Surface Mines,1991,786.97,Russian Federation
1.B.1.a.ii Surface Mines,1992,700.37,Russian Federation
1.B.1.a.ii Surface Mines,1993,636.89,Russian Federation
1.B.1.a.ii Surface Mines,1994,571.84,Russian Federation
1.B.1.a.ii Surface Mines,1995,567.06,Russian Federation
1.B.1.a.ii Surface Mines,1996,581.98,Russian Federation
1.B.1.a.ii Surface Mines,1997,569.76,Russian Federation
1.B.1.a.ii Surface Mines,1998,563.45,Russian Federation
1.B.1.a.ii Surface Mines,1999,610.26,Russian Federation
1.B.1.a.ii Surface Mines,2000,637.82,Russian Federation
1.B.1.a.ii Surface Mines,2001,664.16,Russian Federation
1.B.1.a.ii Surface Mines,2002,639.54,Russian Federation
1.B.1.a.ii Surface Mines,2003,698.15,Russian Federation
1.B.1.a.ii Surface Mines,2004,692.71,Russian Federation
1.B.1.a.ii Surface Mines,2005,744.31,Russian Federation
1.B.1.a.ii Surface Mines,2006,768.5,Russian Federation
1.B.1.a.ii Surface Mines,2007,786.17,Russian Federation
1.B.1.a.ii Surface Mines,2008,855.46,Russian Federation
1.B.1.a.ii Surface Mines,2009,744.3,Russian Federation
1.B.1.a.ii Surface Mines,2010,835.44,Russian Federation
1.B.1.a.ii Surface Mines,2011,904.13,Russian Federation
1.B.1.a.ii Surface Mines,2012,953.85,Russian Federation
1.B.1.a.ii Surface Mines,2013,961.03,Russian Federation
1.B.1.a.ii Surface Mines,2014,972.65,Russian Federation
1.B.1.a.ii Surface Mines,2015,"1,039.15",Russian Federation
1.B.1.a.ii Surface Mines,2016,"1,043",Russian Federation
1.B.1.a.ii Surface Mines,2017,"1,177.91",Russian Federation
1.B.1.a.ii Surface Mines,2018,"1,277.68",Russian Federation
1.B.1.a.ii Surface Mines,2019,"1,290.44",Russian Federation
1.B.1.a.ii Surface Mines,2020,"1,154.73",Russian Federation
1.B.1.a.ii Surface Mines,Last Inventory Year (2021),"1,260.99",Russian Federation
1.B.1.a.ii Surface Mines,Base year,7.7,United States of America
1.B.1.a.ii Surface Mines,Base year,7.7,United States of America
1.B.1.a.ii Surface Mines,1990,7.7,United States of America
1.B.1.a.ii Surface Mines,1990,7.7,United States of America
1.B.1.a.ii Surface Mines,1991,7.91,United States of America
1.B.1.a.ii Surface Mines,1991,7.91,United States of America
1.B.1.a.ii Surface Mines,1992,7.72,United States of America
1.B.1.a.ii Surface Mines,1992,7.72,United States of America
1.B.1.a.ii Surface Mines,1993,7.22,United States of America
1.B.1.a.ii Surface Mines,1993,7.22,United States of America
1.B.1.a.ii Surface Mines,1994,7.14,United States of America
1.B.1.a.ii Surface Mines,1994,7.14,United States of America
1.B.1.a.ii Surface Mines,1995,6.95,United States of America
1.B.1.a.ii Surface Mines,1995,6.95,United States of America
1.B.1.a.ii Surface Mines,1996,6.93,United States of America
1.B.1.a.ii Surface Mines,1996,6.93,United States of America
1.B.1.a.ii Surface Mines,1997,7.09,United States of America
1.B.1.a.ii Surface Mines,1997,7.09,United States of America
1.B.1.a.ii Surface Mines,1998,6.08,United States of America
1.B.1.a.ii Surface Mines,1998,6.08,United States of America
1.B.1.a.ii Surface Mines,1999,6.49,United States of America
1.B.1.a.ii Surface Mines,1999,6.49,United States of America
1.B.1.a.ii Surface Mines,2000,5.7,United States of America
1.B.1.a.ii Surface Mines,2000,5.7,United States of America
1.B.1.a.ii Surface Mines,2001,6.02,United States of America
1.B.1.a.ii Surface Mines,2001,6.02,United States of America
1.B.1.a.ii Surface Mines,2002,5.58,United States of America
1.B.1.a.ii Surface Mines,2002,5.58,United States of America
1.B.1.a.ii Surface Mines,2003,5.15,United States of America
1.B.1.a.ii Surface Mines,2003,5.15,United States of America
1.B.1.a.ii Surface Mines,2004,5.09,United States of America
1.B.1.a.ii Surface Mines,2004,5.09,United States of America
1.B.1.a.ii Surface Mines,2005,4.44,United States of America
1.B.1.a.ii Surface Mines,2005,4.44,United States of America
1.B.1.a.ii Surface Mines,2006,3.67,United States of America
1.B.1.a.ii Surface Mines,2006,3.67,United States of America
1.B.1.a.ii Surface Mines,2007,3.77,United States of America
1.B.1.a.ii Surface Mines,2007,3.77,United States of America
1.B.1.a.ii Surface Mines,2008,4.04,United States of America
1.B.1.a.ii Surface Mines,2008,4.04,United States of America
1.B.1.a.ii Surface Mines,2009,4.18,United States of America
1.B.1.a.ii Surface Mines,2009,4.18,United States of America
1.B.1.a.ii Surface Mines,2010,4.43,United States of America
1.B.1.a.ii Surface Mines,2010,4.43,United States of America
1.B.1.a.ii Surface Mines,2011,4.49,United States of America
1.B.1.a.ii Surface Mines,2011,4.49,United States of America
1.B.1.a.ii Surface Mines,2012,4.3,United States of America
1.B.1.a.ii Surface Mines,2012,4.3,United States of America
1.B.1.a.ii Surface Mines,2013,3.65,United States of America
1.B.1.a.ii Surface Mines,2013,3.65,United States of America
1.B.1.a.ii Surface Mines,2014,3.38,United States of America
1.B.1.a.ii Surface Mines,2014,3.38,United States of America
1.B.1.a.ii Surface Mines,2015,2.47,United States of America
1.B.1.a.ii Surface Mines,2015,2.47,United States of America
1.B.1.a.ii Surface Mines,2016,1.77,United States of America
1.B.1.a.ii Surface Mines,2016,1.77,United States of America
1.B.1.a.ii Surface Mines,2017,1.28,United States of America
1.B.1.a.ii Surface Mines,2017,1.28,United States of America
1.B.1.a.ii Surface Mines,2018,1.17,United States of America
1.B.1.a.ii Surface Mines,2018,1.17,United States of America
1.B.1.a.ii Surface Mines,2019,1.06,United States of America
1.B.1.a.ii Surface Mines,2019,1.06,United States of America
1.B.1.a.ii Surface Mines,2020,0.67,United States of America
1.B.1.a.ii Surface Mines,2020,0.67,United States of America
1.B.1.a.ii Surface Mines,Last Inventory Year (2021),0.41,United States of America
1.B.1.a.ii Surface Mines,Last Inventory Year (2021),0.41,United States of America
1.B.1.a.ii.1 Mining Activities,Base year,165.58,Austria
1.B.1.a.ii.1 Mining Activities,Base year,165.58,Austria
1.B.1.a.ii.1 Mining Activities,1990,165.58,Austria
1.B.1.a.ii.1 Mining Activities,1990,165.58,Austria
1.B.1.a.ii.1 Mining Activities,1991,165.47,Austria
1.B.1.a.ii.1 Mining Activities,1991,165.47,Austria
1.B.1.a.ii.1 Mining Activities,1992,182.39,Austria
1.B.1.a.ii.1 Mining Activities,1992,182.39,Austria
1.B.1.a.ii.1 Mining Activities,1993,182.78,Austria
1.B.1.a.ii.1 Mining Activities,1993,182.78,Austria
1.B.1.a.ii.1 Mining Activities,1994,191.3,Austria
1.B.1.a.ii.1 Mining Activities,1994,191.3,Austria
1.B.1.a.ii.1 Mining Activities,1995,195.7,Austria
1.B.1.a.ii.1 Mining Activities,1995,195.7,Austria
1.B.1.a.ii.1 Mining Activities,1996,191.29,Austria
1.B.1.a.ii.1 Mining Activities,1996,191.29,Austria
1.B.1.a.ii.1 Mining Activities,1997,206.18,Austria
1.B.1.a.ii.1 Mining Activities,1997,206.18,Austria
1.B.1.a.ii.1 Mining Activities,1998,211.23,Austria
1.B.1.a.ii.1 Mining Activities,1998,211.23,Austria
1.B.1.a.ii.1 Mining Activities,1999,219.89,Austria
1.B.1.a.ii.1 Mining Activities,1999,219.89,Austria
1.B.1.a.ii.1 Mining Activities,2000,219.17,Austria
1.B.1.a.ii.1 Mining Activities,2000,219.17,Austria
1.B.1.a.ii.1 Mining Activities,2001,234.92,Austria
1.B.1.a.ii.1 Mining Activities,2001,234.92,Austria
1.B.1.a.ii.1 Mining Activities,2002,258.79,Austria
1.B.1.a.ii.1 Mining Activities,2002,258.79,Austria
1.B.1.a.ii.1 Mining Activities,2003,254.2,Austria
1.B.1.a.ii.1 Mining Activities,2003,254.2,Austria
1.B.1.a.ii.1 Mining Activities,2004,259.69,Austria
1.B.1.a.ii.1 Mining Activities,2004,259.69,Austria
1.B.1.a.ii.1 Mining Activities,2005,287.2,Austria
1.B.1.a.ii.1 Mining Activities,2005,287.2,Austria
1.B.1.a.ii.1 Mining Activities,2006,286.58,Austria
1.B.1.a.ii.1 Mining Activities,2006,286.58,Austria
1.B.1.a.ii.1 Mining Activities,2007,285.5,Austria
1.B.1.a.ii.1 Mining Activities,2007,285.5,Austria
1.B.1.a.ii.1 Mining Activities,2008,256.66,Austria
1.B.1.a.ii.1 Mining Activities,2008,256.66,Austria
1.B.1.a.ii.1 Mining Activities,2009,270.81,Austria
1.B.1.a.ii.1 Mining Activities,2009,270.81,Austria
1.B.1.a.ii.1 Mining Activities,2010,283.12,Austria
1.B.1.a.ii.1 Mining Activities,2010,283.12,Austria
1.B.1.a.ii.1 Mining Activities,2011,243.33,Austria
1.B.1.a.ii.1 Mining Activities,2011,243.33,Austria
1.B.1.a.ii.1 Mining Activities,2012,267.9,Austria
1.B.1.a.ii.1 Mining Activities,2012,267.9,Austria
1.B.1.a.ii.1 Mining Activities,2013,288.41,Austria
1.B.1.a.ii.1 Mining Activities,2013,288.41,Austria
1.B.1.a.ii.1 Mining Activities,2014,300.07,Austria
1.B.1.a.ii.1 Mining Activities,2014,300.07,Austria
1.B.1.a.ii.1 Mining Activities,2015,306.18,Austria
1.B.1.a.ii.1 Mining Activities,2015,306.18,Austria
1.B.1.a.ii.1 Mining Activities,2016,318.4,Austria
1.B.1.a.ii.1 Mining Activities,2016,318.4,Austria
1.B.1.a.ii.1 Mining Activities,2017,310.99,Austria
1.B.1.a.ii.1 Mining Activities,2017,310.99,Austria
1.B.1.a.ii.1 Mining Activities,2018,330.84,Austria
1.B.1.a.ii.1 Mining Activities,2018,330.84,Austria
1.B.1.a.ii.1 Mining Activities,2019,343.33,Austria
1.B.1.a.ii.1 Mining Activities,2019,343.33,Austria
1.B.1.a.ii.1 Mining Activities,Last Reported Year (2020),329.55,Austria
1.B.1.a.ii.1 Mining Activities,Last Reported Year (2020),329.55,Austria
1.B.1.a.ii.1 Mining Activities,Base year,165.58,Belarus
1.B.1.a.ii.1 Mining Activities,1990,165.58,Belarus
1.B.1.a.ii.1 Mining Activities,1991,165.47,Belarus
1.B.1.a.ii.1 Mining Activities,1992,182.39,Belarus
1.B.1.a.ii.1 Mining Activities,1993,182.78,Belarus
1.B.1.a.ii.1 Mining Activities,1994,191.3,Belarus
1.B.1.a.ii.1 Mining Activities,1995,195.7,Belarus
1.B.1.a.ii.1 Mining Activities,1996,191.29,Belarus
1.B.1.a.ii.1 Mining Activities,1997,206.18,Belarus
1.B.1.a.ii.1 Mining Activities,1998,211.23,Belarus
1.B.1.a.ii.1 Mining Activities,1999,219.89,Belarus
1.B.1.a.ii.1 Mining Activities,2000,219.17,Belarus
1.B.1.a.ii.1 Mining Activities,2001,234.92,Belarus
1.B.1.a.ii.1 Mining Activities,2002,258.79,Belarus
1.B.1.a.ii.1 Mining Activities,2003,254.2,Belarus
1.B.1.a.ii.1 Mining Activities,2004,259.69,Belarus
1.B.1.a.ii.1 Mining Activities,2005,287.2,Belarus
1.B.1.a.ii.1 Mining Activities,2006,286.58,Belarus
1.B.1.a.ii.1 Mining Activities,2007,285.5,Belarus
1.B.1.a.ii.1 Mining Activities,2008,256.66,Belarus
1.B.1.a.ii.1 Mining Activities,2009,270.81,Belarus
1.B.1.a.ii.1 Mining Activities,2010,283.12,Belarus
1.B.1.a.ii.1 Mining Activities,2011,243.33,Belarus
1.B.1.a.ii.1 Mining Activities,2012,267.9,Belarus
1.B.1.a.ii.1 Mining Activities,2013,288.41,Belarus
1.B.1.a.ii.1 Mining Activities,2014,300.07,Belarus
1.B.1.a.ii.1 Mining Activities,2015,306.18,Belarus
1.B.1.a.ii.1 Mining Activities,2016,318.4,Belarus
1.B.1.a.ii.1 Mining Activities,2017,310.99,Belarus
1.B.1.a.ii.1 Mining Activities,2018,330.84,Belarus
1.B.1.a.ii.1 Mining Activities,2019,343.33,Belarus
1.B.1.a.ii.1 Mining Activities,Last Reported Year (2020),329.55,Belarus
1.B.1.a.ii.1 Mining Activities,Base year,253.15,European Union (Convention)
1.B.1.a.ii.1 Mining Activities,1990,253.15,European Union (Convention)
1.B.1.a.ii.1 Mining Activities,1991,245.48,European Union (Convention)
1.B.1.a.ii.1 Mining Activities,1992,238.38,European Union (Convention)
1.B.1.a.ii.1 Mining Activities,1993,236.75,European Union (Convention)
1.B.1.a.ii.1 Mining Activities,1994,227.87,European Union (Convention)
1.B.1.a.ii.1 Mining Activities,1995,225.19,European Union (Convention)
1.B.1.a.ii.1 Mining Activities,1996,231.24,European Union (Convention)
1.B.1.a.ii.1 Mining Activities,1997,220.8,European Union (Convention)
1.B.1.a.ii.1 Mining Activities,1998,210.73,European Union (Convention)
1.B.1.a.ii.1 Mining Activities,1999,196.64,European Union (Convention)
1.B.1.a.ii.1 Mining Activities,2000,209.99,European Union (Convention)
1.B.1.a.ii.1 Mining Activities,2001,217.41,European Union (Convention)
1.B.1.a.ii.1 Mining Activities,2002,214.07,European Union (Convention)
1.B.1.a.ii.1 Mining Activities,2003,219.73,European Union (Convention)
1.B.1.a.ii.1 Mining Activities,2004,218.27,European Union (Convention)
1.B.1.a.ii.1 Mining Activities,2005,216.56,European Union (Convention)
1.B.1.a.ii.1 Mining Activities,2006,217.77,European Union (Convention)
1.B.1.a.ii.1 Mining Activities,2007,219.74,European Union (Convention)
1.B.1.a.ii.1 Mining Activities,2008,218.39,European Union (Convention)
1.B.1.a.ii.1 Mining Activities,2009,210.86,European Union (Convention)
1.B.1.a.ii.1 Mining Activities,2010,200.9,European Union (Convention)
1.B.1.a.ii.1 Mining Activities,2011,221.2,European Union (Convention)
1.B.1.a.ii.1 Mining Activities,2012,218.2,European Union (Convention)
1.B.1.a.ii.1 Mining Activities,2013,196.38,European Union (Convention)
1.B.1.a.ii.1 Mining Activities,2014,190.44,European Union (Convention)
1.B.1.a.ii.1 Mining Activities,2015,191.57,European Union (Convention)
1.B.1.a.ii.1 Mining Activities,2016,172.66,European Union (Convention)
1.B.1.a.ii.1 Mining Activities,2017,184.22,European Union (Convention)
1.B.1.a.ii.1 Mining Activities,2018,175.91,European Union (Convention)
1.B.1.a.ii.1 Mining Activities,2019,155.33,European Union (Convention)
1.B.1.a.ii.1 Mining Activities,2020,119.44,European Union (Convention)
1.B.1.a.ii.1 Mining Activities,Last Inventory Year (2021),130.32,European Union (Convention)
1.B.1.a.ii.1 Mining Activities,2014,0,Hungary
1.B.1.a.ii.1 Mining Activities,2015,0.08,Hungary
1.B.1.a.ii.1 Mining Activities,2016,0.01,Hungary
1.B.1.a.ii.1 Mining Activities,2017,0.01,Hungary
1.B.1.a.ii.1 Mining Activities,2018,0.03,Hungary
1.B.1.a.ii.1 Mining Activities,2019,0.08,Hungary
1.B.1.a.ii.1 Mining Activities,2020,0.02,Hungary
1.B.1.a.ii.1 Mining Activities,Last Inventory Year (2021),0,Hungary
1.B.1.a.ii.1 Mining Activities,Base year,1.21,Italy
1.B.1.a.ii.1 Mining Activities,1990,1.21,Italy
1.B.1.a.ii.1 Mining Activities,1991,1.25,Italy
1.B.1.a.ii.1 Mining Activities,1992,0.88,Italy
1.B.1.a.ii.1 Mining Activities,1993,0.8,Italy
1.B.1.a.ii.1 Mining Activities,1994,0.45,Italy
1.B.1.a.ii.1 Mining Activities,1995,0.29,Italy
1.B.1.a.ii.1 Mining Activities,1996,0.24,Italy
1.B.1.a.ii.1 Mining Activities,1997,0.14,Italy
1.B.1.a.ii.1 Mining Activities,1998,0.02,Italy
1.B.1.a.ii.1 Mining Activities,1999,0.02,Italy
1.B.1.a.ii.1 Mining Activities,2000,0.01,Italy
1.B.1.a.ii.1 Mining Activities,Base year,782.3,Russian Federation
1.B.1.a.ii.1 Mining Activities,1990,782.3,Russian Federation
1.B.1.a.ii.1 Mining Activities,1991,759.38,Russian Federation
1.B.1.a.ii.1 Mining Activities,1992,675.78,Russian Federation
1.B.1.a.ii.1 Mining Activities,1993,614.53,Russian Federation
1.B.1.a.ii.1 Mining Activities,1994,551.79,Russian Federation
1.B.1.a.ii.1 Mining Activities,1995,547.22,Russian Federation
1.B.1.a.ii.1 Mining Activities,1996,561.63,Russian Federation
1.B.1.a.ii.1 Mining Activities,1997,549.85,Russian Federation
1.B.1.a.ii.1 Mining Activities,1998,543.79,Russian Federation
1.B.1.a.ii.1 Mining Activities,1999,588.98,Russian Federation
1.B.1.a.ii.1 Mining Activities,2000,615.58,Russian Federation
1.B.1.a.ii.1 Mining Activities,2001,641.02,Russian Federation
1.B.1.a.ii.1 Mining Activities,2002,617.26,Russian Federation
1.B.1.a.ii.1 Mining Activities,2003,673.84,Russian Federation
1.B.1.a.ii.1 Mining Activities,2004,668.6,Russian Federation
1.B.1.a.ii.1 Mining Activities,2005,718.39,Russian Federation
1.B.1.a.ii.1 Mining Activities,2006,741.75,Russian Federation
1.B.1.a.ii.1 Mining Activities,2007,758.81,Russian Federation
1.B.1.a.ii.1 Mining Activities,2008,825.69,Russian Federation
1.B.1.a.ii.1 Mining Activities,2009,718.4,Russian Federation
1.B.1.a.ii.1 Mining Activities,2010,806.39,Russian Federation
1.B.1.a.ii.1 Mining Activities,2011,872.67,Russian Federation
1.B.1.a.ii.1 Mining Activities,2012,920.67,Russian Federation
1.B.1.a.ii.1 Mining Activities,2013,927.6,Russian Federation
1.B.1.a.ii.1 Mining Activities,2014,938.81,Russian Federation
1.B.1.a.ii.1 Mining Activities,2015,"1,003.02",Russian Federation
1.B.1.a.ii.1 Mining Activities,2016,"1,006.75",Russian Federation
1.B.1.a.ii.1 Mining Activities,2017,"1,137.01",Russian Federation
1.B.1.a.ii.1 Mining Activities,2018,"1,233.34",Russian Federation
1.B.1.a.ii.1 Mining Activities,2019,"1,245.66",Russian Federation
1.B.1.a.ii.1 Mining Activities,2020,"1,114.68",Russian Federation
1.B.1.a.ii.1 Mining Activities,Last Inventory Year (2021),"1,217.24",Russian Federation
1.B.1.a.ii.2 Post-Mining Activities,Base year,13.99,European Union (Convention)
1.B.1.a.ii.2 Post-Mining Activities,1990,13.99,European Union (Convention)
1.B.1.a.ii.2 Post-Mining Activities,1991,13.44,European Union (Convention)
1.B.1.a.ii.2 Post-Mining Activities,1992,12.98,European Union (Convention)
1.B.1.a.ii.2 Post-Mining Activities,1993,13,European Union (Convention)
1.B.1.a.ii.2 Post-Mining Activities,1994,12.45,European Union (Convention)
1.B.1.a.ii.2 Post-Mining Activities,1995,12.29,European Union (Convention)
1.B.1.a.ii.2 Post-Mining Activities,1996,12.53,European Union (Convention)
1.B.1.a.ii.2 Post-Mining Activities,1997,11.8,European Union (Convention)
1.B.1.a.ii.2 Post-Mining Activities,1998,11.08,European Union (Convention)
1.B.1.a.ii.2 Post-Mining Activities,1999,10.1,European Union (Convention)
1.B.1.a.ii.2 Post-Mining Activities,2000,10.76,European Union (Convention)
1.B.1.a.ii.2 Post-Mining Activities,2001,11.03,European Union (Convention)
1.B.1.a.ii.2 Post-Mining Activities,2002,10.54,European Union (Convention)
1.B.1.a.ii.2 Post-Mining Activities,2003,11.09,European Union (Convention)
1.B.1.a.ii.2 Post-Mining Activities,2004,10.92,European Union (Convention)
1.B.1.a.ii.2 Post-Mining Activities,2005,10.82,European Union (Convention)
1.B.1.a.ii.2 Post-Mining Activities,2006,11.23,European Union (Convention)
1.B.1.a.ii.2 Post-Mining Activities,2007,11.25,European Union (Convention)
1.B.1.a.ii.2 Post-Mining Activities,2008,11.27,European Union (Convention)
1.B.1.a.ii.2 Post-Mining Activities,2009,10.81,European Union (Convention)
1.B.1.a.ii.2 Post-Mining Activities,2010,10.66,European Union (Convention)
1.B.1.a.ii.2 Post-Mining Activities,2011,11.99,European Union (Convention)
1.B.1.a.ii.2 Post-Mining Activities,2012,11.56,European Union (Convention)
1.B.1.a.ii.2 Post-Mining Activities,2013,10.54,European Union (Convention)
1.B.1.a.ii.2 Post-Mining Activities,2014,10.36,European Union (Convention)
1.B.1.a.ii.2 Post-Mining Activities,2015,10.79,European Union (Convention)
1.B.1.a.ii.2 Post-Mining Activities,2016,10.15,European Union (Convention)
1.B.1.a.ii.2 Post-Mining Activities,2017,10.78,European Union (Convention)
1.B.1.a.ii.2 Post-Mining Activities,2018,10.16,European Union (Convention)
1.B.1.a.ii.2 Post-Mining Activities,2019,9.17,European Union (Convention)
1.B.1.a.ii.2 Post-Mining Activities,2020,7.52,European Union (Convention)
1.B.1.a.ii.2 Post-Mining Activities,Last Inventory Year (2021),8.54,European Union (Convention)
1.B.1.a.ii.2 Post-Mining Activities,2014,0,Hungary
1.B.1.a.ii.2 Post-Mining Activities,2015,0.01,Hungary
1.B.1.a.ii.2 Post-Mining Activities,2016,0,Hungary
1.B.1.a.ii.2 Post-Mining Activities,2017,0,Hungary
1.B.1.a.ii.2 Post-Mining Activities,2018,0,Hungary
1.B.1.a.ii.2 Post-Mining Activities,2019,0.01,Hungary
1.B.1.a.ii.2 Post-Mining Activities,2020,0,Hungary
1.B.1.a.ii.2 Post-Mining Activities,Last Inventory Year (2021),0,Hungary
1.B.1.a.ii.2 Post-Mining Activities,Base year,0.1,Italy
1.B.1.a.ii.2 Post-Mining Activities,1990,0.1,Italy
1.B.1.a.ii.2 Post-Mining Activities,1991,0.1,Italy
1.B.1.a.ii.2 Post-Mining Activities,1992,0.07,Italy
1.B.1.a.ii.2 Post-Mining Activities,1993,0.07,Italy
1.B.1.a.ii.2 Post-Mining Activities,1994,0.04,Italy
1.B.1.a.ii.2 Post-Mining Activities,1995,0.02,Italy
1.B.1.a.ii.2 Post-Mining Activities,1996,0.02,Italy
1.B.1.a.ii.2 Post-Mining Activities,1997,0.01,Italy
1.B.1.a.ii.2 Post-Mining Activities,1998,0,Italy
1.B.1.a.ii.2 Post-Mining Activities,1999,0,Italy
1.B.1.a.ii.2 Post-Mining Activities,2000,0,Italy
1.B.1.a.ii.2 Post-Mining Activities,Base year,28.41,Russian Federation
1.B.1.a.ii.2 Post-Mining Activities,1990,28.41,Russian Federation
1.B.1.a.ii.2 Post-Mining Activities,1991,27.59,Russian Federation
1.B.1.a.ii.2 Post-Mining Activities,1992,24.59,Russian Federation
1.B.1.a.ii.2 Post-Mining Activities,1993,22.36,Russian Federation
1.B.1.a.ii.2 Post-Mining Activities,1994,20.05,Russian Federation
1.B.1.a.ii.2 Post-Mining Activities,1995,19.84,Russian Federation
1.B.1.a.ii.2 Post-Mining Activities,1996,20.35,Russian Federation
1.B.1.a.ii.2 Post-Mining Activities,1997,19.91,Russian Federation
1.B.1.a.ii.2 Post-Mining Activities,1998,19.66,Russian Federation
1.B.1.a.ii.2 Post-Mining Activities,1999,21.28,Russian Federation
1.B.1.a.ii.2 Post-Mining Activities,2000,22.24,Russian Federation
1.B.1.a.ii.2 Post-Mining Activities,2001,23.14,Russian Federation
1.B.1.a.ii.2 Post-Mining Activities,2002,22.28,Russian Federation
1.B.1.a.ii.2 Post-Mining Activities,2003,24.31,Russian Federation
1.B.1.a.ii.2 Post-Mining Activities,2004,24.11,Russian Federation
1.B.1.a.ii.2 Post-Mining Activities,2005,25.92,Russian Federation
1.B.1.a.ii.2 Post-Mining Activities,2006,26.75,Russian Federation
1.B.1.a.ii.2 Post-Mining Activities,2007,27.36,Russian Federation
1.B.1.a.ii.2 Post-Mining Activities,2008,29.77,Russian Federation
1.B.1.a.ii.2 Post-Mining Activities,2009,25.9,Russian Federation
1.B.1.a.ii.2 Post-Mining Activities,2010,29.05,Russian Federation
1.B.1.a.ii.2 Post-Mining Activities,2011,31.46,Russian Federation
1.B.1.a.ii.2 Post-Mining Activities,2012,33.18,Russian Federation
1.B.1.a.ii.2 Post-Mining Activities,2013,33.44,Russian Federation
1.B.1.a.ii.2 Post-Mining Activities,2014,33.83,Russian Federation
1.B.1.a.ii.2 Post-Mining Activities,2015,36.12,Russian Federation
1.B.1.a.ii.2 Post-Mining Activities,2016,36.25,Russian Federation
1.B.1.a.ii.2 Post-Mining Activities,2017,40.89,Russian Federation
1.B.1.a.ii.2 Post-Mining Activities,2018,44.34,Russian Federation
1.B.1.a.ii.2 Post-Mining Activities,2019,44.78,Russian Federation
1.B.1.a.ii.2 Post-Mining Activities,2020,40.05,Russian Federation
1.B.1.a.ii.2 Post-Mining Activities,Last Inventory Year (2021),43.75,Russian Federation
1.B.1.a Coal Mining and Handling,Base year,,Belgium
1.B.1.a Coal Mining and Handling,1990,,Belgium
1.B.1.a Coal Mining and Handling,1991,,Belgium
1.B.1.a Coal Mining and Handling,1992,,Belgium
1.B.1.a Coal Mining and Handling,1993,,Belgium
1.B.1.a Coal Mining and Handling,1994,,Belgium
1.B.1.a Coal Mining and Handling,1995,,Belgium
1.B.1.a Coal Mining and Handling,1996,,Belgium
1.B.1.a Coal Mining and Handling,1997,,Belgium
1.B.1.a Coal Mining and Handling,1998,,Belgium
1.B.1.a Coal Mining and Handling,1999,,Belgium
1.B.1.a Coal Mining and Handling,2000,,Belgium
1.B.1.a Coal Mining and Handling,2001,,Belgium
1.B.1.a Coal Mining and Handling,2002,,Belgium
