Category,Year,Ch4 Kt,Country
1.B.1.a Coal Mining and Handling,Base year,871.21,Australia
1.B.1.a Coal Mining and Handling,Base year,871.21,Australia
1.B.1.a Coal Mining and Handling,Base year,871.21,Australia
1.B.1.a Coal Mining and Handling,1990,871.21,Australia
1.B.1.a Coal Mining and Handling,1990,871.21,Australia
1.B.1.a Coal Mining and Handling,1990,871.21,Australia
1.B.1.a Coal Mining and Handling,1991,885.67,Australia
1.B.1.a Coal Mining and Handling,1991,885.67,Australia
1.B.1.a Coal Mining and Handling,1991,885.67,Australia
1.B.1.a Coal Mining and Handling,1992,923.41,Australia
1.B.1.a Coal Mining and Handling,1992,923.41,Australia
1.B.1.a Coal Mining and Handling,1992,923.41,Australia
1.B.1.a Coal Mining and Handling,1993,930.1,Australia
1.B.1.a Coal Mining and Handling,1993,930.1,Australia
1.B.1.a Coal Mining and Handling,1993,930.1,Australia
1.B.1.a Coal Mining and Handling,1994,856.22,Australia
1.B.1.a Coal Mining and Handling,1994,856.22,Australia
1.B.1.a Coal Mining and Handling,1994,856.22,Australia
1.B.1.a Coal Mining and Handling,1995,857.12,Australia
1.B.1.a Coal Mining and Handling,1995,857.12,Australia
1.B.1.a Coal Mining and Handling,1995,857.12,Australia
1.B.1.a Coal Mining and Handling,1996,876.48,Australia
1.B.1.a Coal Mining and Handling,1996,876.48,Australia
1.B.1.a Coal Mining and Handling,1996,876.48,Australia
1.B.1.a Coal Mining and Handling,1997,973.63,Australia
1.B.1.a Coal Mining and Handling,1997,973.63,Australia
1.B.1.a Coal Mining and Handling,1997,973.63,Australia
1.B.1.a Coal Mining and Handling,1998,"1,013.89",Australia
1.B.1.a Coal Mining and Handling,1998,"1,013.89",Australia
1.B.1.a Coal Mining and Handling,1998,"1,013.89",Australia
1.B.1.a Coal Mining and Handling,1999,943.97,Australia
1.B.1.a Coal Mining and Handling,1999,943.97,Australia
1.B.1.a Coal Mining and Handling,1999,943.97,Australia
1.B.1.a Coal Mining and Handling,2000,"1,016.47",Australia
1.B.1.a Coal Mining and Handling,2000,"1,016.47",Australia
1.B.1.a Coal Mining and Handling,2000,"1,016.47",Australia
1.B.1.a Coal Mining and Handling,2001,"1,006.6",Australia
1.B.1.a Coal Mining and Handling,2001,"1,006.6",Australia
1.B.1.a Coal Mining and Handling,2001,"1,006.6",Australia
1.B.1.a Coal Mining and Handling,2002,982.83,Australia
1.B.1.a Coal Mining and Handling,2002,982.83,Australia
1.B.1.a Coal Mining and Handling,2002,982.83,Australia
1.B.1.a Coal Mining and Handling,2003,970.68,Australia
1.B.1.a Coal Mining and Handling,2003,970.68,Australia
1.B.1.a Coal Mining and Handling,2003,970.68,Australia
1.B.1.a Coal Mining and Handling,2004,990.1,Australia
1.B.1.a Coal Mining and Handling,2004,990.1,Australia
1.B.1.a Coal Mining and Handling,2004,990.1,Australia
1.B.1.a Coal Mining and Handling,2005,"1,068.16",Australia
1.B.1.a Coal Mining and Handling,2005,"1,068.16",Australia
1.B.1.a Coal Mining and Handling,2005,"1,068.16",Australia
1.B.1.a Coal Mining and Handling,2006,"1,099.88",Australia
1.B.1.a Coal Mining and Handling,2006,"1,099.88",Australia
1.B.1.a Coal Mining and Handling,2006,"1,099.88",Australia
1.B.1.a Coal Mining and Handling,2007,"1,192.6",Australia
1.B.1.a Coal Mining and Handling,2007,"1,192.6",Australia
1.B.1.a Coal Mining and Handling,2007,"1,192.6",Australia
1.B.1.a Coal Mining and Handling,2008,"1,163.19",Australia
1.B.1.a Coal Mining and Handling,2008,"1,163.19",Australia
1.B.1.a Coal Mining and Handling,2008,"1,163.19",Australia
1.B.1.a Coal Mining and Handling,2009,"1,138.64",Australia
1.B.1.a Coal Mining and Handling,2009,"1,138.64",Australia
1.B.1.a Coal Mining and Handling,2009,"1,138.64",Australia
1.B.1.a Coal Mining and Handling,2010,"1,101.17",Australia
1.B.1.a Coal Mining and Handling,2010,"1,101.17",Australia
1.B.1.a Coal Mining and Handling,2010,"1,101.17",Australia
1.B.1.a Coal Mining and Handling,2011,"1,069.84",Australia
1.B.1.a Coal Mining and Handling,2011,"1,069.84",Australia
1.B.1.a Coal Mining and Handling,2011,"1,069.84",Australia
1.B.1.a Coal Mining and Handling,2012,"1,070.8",Australia
1.B.1.a Coal Mining and Handling,2012,"1,070.8",Australia
1.B.1.a Coal Mining and Handling,2012,"1,070.8",Australia
1.B.1.a Coal Mining and Handling,2013,"1,063.83",Australia
1.B.1.a Coal Mining and Handling,2013,"1,063.83",Australia
1.B.1.a Coal Mining and Handling,2013,"1,063.83",Australia
1.B.1.a Coal Mining and Handling,2014,991.61,Australia
1.B.1.a Coal Mining and Handling,2014,991.61,Australia
1.B.1.a Coal Mining and Handling,2014,991.61,Australia
1.B.1.a Coal Mining and Handling,2015,"1,096.8",Australia
1.B.1.a Coal Mining and Handling,2015,"1,096.8",Australia
1.B.1.a Coal Mining and Handling,2015,"1,096.8",Australia
1.B.1.a Coal Mining and Handling,2016,"1,087.1",Australia
1.B.1.a Coal Mining and Handling,2016,"1,087.1",Australia
1.B.1.a Coal Mining and Handling,2016,"1,087.1",Australia
1.B.1.a Coal Mining and Handling,2017,"1,041.73",Australia
1.B.1.a Coal Mining and Handling,2017,"1,041.73",Australia
1.B.1.a Coal Mining and Handling,2017,"1,041.73",Australia
1.B.1.a Coal Mining and Handling,2018,"1,063.41",Australia
1.B.1.a Coal Mining and Handling,2018,"1,063.41",Australia
1.B.1.a Coal Mining and Handling,2018,"1,063.41",Australia
1.B.1.a Coal Mining and Handling,2019,973.82,Australia
1.B.1.a Coal Mining and Handling,2019,973.82,Australia
1.B.1.a Coal Mining and Handling,2019,973.82,Australia
1.B.1.a Coal Mining and Handling,Last Reported Year (2020),"1,003.56",Australia
1.B.1.a Coal Mining and Handling,Last Reported Year (2020),"1,003.56",Australia
1.B.1.a Coal Mining and Handling,Last Reported Year (2020),"1,003.56",Australia
1.B.1.a Coal Mining and Handling,Base year,872.36,United States of America
1.B.1.a Coal Mining and Handling,Base year,872.36,United States of America
1.B.1.a Coal Mining and Handling,Base year,872.36,United States of America
1.B.1.a Coal Mining and Handling,1990,872.36,United States of America
1.B.1.a Coal Mining and Handling,1990,872.36,United States of America
1.B.1.a Coal Mining and Handling,1990,872.36,United States of America
1.B.1.a Coal Mining and Handling,1991,897.16,United States of America
1.B.1.a Coal Mining and Handling,1991,897.16,United States of America
1.B.1.a Coal Mining and Handling,1991,897.16,United States of America
1.B.1.a Coal Mining and Handling,1992,889.74,United States of America
1.B.1.a Coal Mining and Handling,1992,889.74,United States of America
1.B.1.a Coal Mining and Handling,1992,889.74,United States of America
1.B.1.a Coal Mining and Handling,1993,828.28,United States of America
1.B.1.a Coal Mining and Handling,1993,828.28,United States of America
1.B.1.a Coal Mining and Handling,1993,828.28,United States of America
1.B.1.a Coal Mining and Handling,1994,549.91,United States of America
1.B.1.a Coal Mining and Handling,1994,549.91,United States of America
1.B.1.a Coal Mining and Handling,1994,549.91,United States of America
1.B.1.a Coal Mining and Handling,1995,601.83,United States of America
1.B.1.a Coal Mining and Handling,1995,601.83,United States of America
1.B.1.a Coal Mining and Handling,1995,601.83,United States of America
1.B.1.a Coal Mining and Handling,1996,557.04,United States of America
1.B.1.a Coal Mining and Handling,1996,557.04,United States of America
1.B.1.a Coal Mining and Handling,1996,557.04,United States of America
1.B.1.a Coal Mining and Handling,1997,533.73,United States of America
1.B.1.a Coal Mining and Handling,1997,533.73,United States of America
1.B.1.a Coal Mining and Handling,1997,533.73,United States of America
1.B.1.a Coal Mining and Handling,1998,454.64,United States of America
1.B.1.a Coal Mining and Handling,1998,454.64,United States of America
1.B.1.a Coal Mining and Handling,1998,454.64,United States of America
1.B.1.a Coal Mining and Handling,1999,376.45,United States of America
1.B.1.a Coal Mining and Handling,1999,376.45,United States of America
1.B.1.a Coal Mining and Handling,1999,376.45,United States of America
1.B.1.a Coal Mining and Handling,2000,323.75,United States of America
1.B.1.a Coal Mining and Handling,2000,323.75,United States of America
1.B.1.a Coal Mining and Handling,2000,323.75,United States of America
1.B.1.a Coal Mining and Handling,2001,287.5,United States of America
1.B.1.a Coal Mining and Handling,2001,287.5,United States of America
1.B.1.a Coal Mining and Handling,2001,287.5,United States of America
1.B.1.a Coal Mining and Handling,2002,282.65,United States of America
1.B.1.a Coal Mining and Handling,2002,282.65,United States of America
1.B.1.a Coal Mining and Handling,2002,282.65,United States of America
1.B.1.a Coal Mining and Handling,2003,232.77,United States of America
1.B.1.a Coal Mining and Handling,2003,232.77,United States of America
1.B.1.a Coal Mining and Handling,2003,232.77,United States of America
1.B.1.a Coal Mining and Handling,2004,209.03,United States of America
1.B.1.a Coal Mining and Handling,2004,209.03,United States of America
1.B.1.a Coal Mining and Handling,2004,209.03,United States of America
1.B.1.a Coal Mining and Handling,2005,154.24,United States of America
1.B.1.a Coal Mining and Handling,2005,154.24,United States of America
1.B.1.a Coal Mining and Handling,2005,154.24,United States of America
1.B.1.a Coal Mining and Handling,2006,139.36,United States of America
1.B.1.a Coal Mining and Handling,2006,139.36,United States of America
1.B.1.a Coal Mining and Handling,2006,139.36,United States of America
1.B.1.a Coal Mining and Handling,2007,112.91,United States of America
1.B.1.a Coal Mining and Handling,2007,112.91,United States of America
1.B.1.a Coal Mining and Handling,2007,112.91,United States of America
1.B.1.a Coal Mining and Handling,2008,113.17,United States of America
1.B.1.a Coal Mining and Handling,2008,113.17,United States of America
1.B.1.a Coal Mining and Handling,2008,113.17,United States of America
1.B.1.a Coal Mining and Handling,2009,109.48,United States of America
1.B.1.a Coal Mining and Handling,2009,109.48,United States of America
1.B.1.a Coal Mining and Handling,2009,109.48,United States of America
1.B.1.a Coal Mining and Handling,2010,101.77,United States of America
1.B.1.a Coal Mining and Handling,2010,101.77,United States of America
1.B.1.a Coal Mining and Handling,2010,101.77,United States of America
1.B.1.a Coal Mining and Handling,2011,97.48,United States of America
1.B.1.a Coal Mining and Handling,2011,97.48,United States of America
1.B.1.a Coal Mining and Handling,2011,97.48,United States of America
1.B.1.a Coal Mining and Handling,2012,98.2,United States of America
1.B.1.a Coal Mining and Handling,2012,98.2,United States of America
1.B.1.a Coal Mining and Handling,2012,98.2,United States of America
1.B.1.a Coal Mining and Handling,2013,67.7,United States of America
1.B.1.a Coal Mining and Handling,2013,67.7,United States of America
1.B.1.a Coal Mining and Handling,2013,67.7,United States of America
1.B.1.a Coal Mining and Handling,2014,66.81,United States of America
1.B.1.a Coal Mining and Handling,2014,66.81,United States of America
1.B.1.a Coal Mining and Handling,2014,66.81,United States of America
1.B.1.a Coal Mining and Handling,2015,54.99,United States of America
1.B.1.a Coal Mining and Handling,2015,54.99,United States of America
1.B.1.a Coal Mining and Handling,2015,54.99,United States of America
1.B.1.a Coal Mining and Handling,2016,19.98,United States of America
1.B.1.a Coal Mining and Handling,2016,19.98,United States of America
1.B.1.a Coal Mining and Handling,2016,19.98,United States of America
1.B.1.a Coal Mining and Handling,2017,19.23,United States of America
1.B.1.a Coal Mining and Handling,2017,19.23,United States of America
1.B.1.a Coal Mining and Handling,2017,19.23,United States of America
1.B.1.a Coal Mining and Handling,2018,18.56,United States of America
1.B.1.a Coal Mining and Handling,2018,18.56,United States of America
1.B.1.a Coal Mining and Handling,2018,18.56,United States of America
1.B.1.a Coal Mining and Handling,2019,19.29,United States of America
1.B.1.a Coal Mining and Handling,2019,19.29,United States of America
1.B.1.a Coal Mining and Handling,2019,19.29,United States of America
1.B.1.a Coal Mining and Handling,2020,18.72,United States of America
1.B.1.a Coal Mining and Handling,2020,18.72,United States of America
1.B.1.a Coal Mining and Handling,2020,18.72,United States of America
1.B.1.a Coal Mining and Handling,Last Inventory Year (2021),18.12,United States of America
1.B.1.a Coal Mining and Handling,Last Inventory Year (2021),18.12,United States of America
1.B.1.a Coal Mining and Handling,Last Inventory Year (2021),18.12,United States of America
1.B.1.a.i Underground Mines,Base year,705.63,Australia
1.B.1.a.i Underground Mines,Base year,705.63,Australia
1.B.1.a.i Underground Mines,1990,705.63,Australia
1.B.1.a.i Underground Mines,1990,705.63,Australia
1.B.1.a.i Underground Mines,1991,720.2,Australia
1.B.1.a.i Underground Mines,1991,720.2,Australia
1.B.1.a.i Underground Mines,1992,741.03,Australia
1.B.1.a.i Underground Mines,1992,741.03,Australia
1.B.1.a.i Underground Mines,1993,747.32,Australia
1.B.1.a.i Underground Mines,1993,747.32,Australia
1.B.1.a.i Underground Mines,1994,664.92,Australia
1.B.1.a.i Underground Mines,1994,664.92,Australia
1.B.1.a.i Underground Mines,1995,661.42,Australia
1.B.1.a.i Underground Mines,1995,661.42,Australia
1.B.1.a.i Underground Mines,1996,685.19,Australia
1.B.1.a.i Underground Mines,1996,685.19,Australia
1.B.1.a.i Underground Mines,1997,767.45,Australia
1.B.1.a.i Underground Mines,1997,767.45,Australia
1.B.1.a.i Underground Mines,1998,802.66,Australia
1.B.1.a.i Underground Mines,1998,802.66,Australia
1.B.1.a.i Underground Mines,1999,724.09,Australia
1.B.1.a.i Underground Mines,1999,724.09,Australia
1.B.1.a.i Underground Mines,2000,797.3,Australia
1.B.1.a.i Underground Mines,2000,797.3,Australia
1.B.1.a.i Underground Mines,2001,771.69,Australia
1.B.1.a.i Underground Mines,2001,771.69,Australia
1.B.1.a.i Underground Mines,2002,724.04,Australia
1.B.1.a.i Underground Mines,2002,724.04,Australia
1.B.1.a.i Underground Mines,2003,716.48,Australia
1.B.1.a.i Underground Mines,2003,716.48,Australia
1.B.1.a.i Underground Mines,2004,730.41,Australia
1.B.1.a.i Underground Mines,2004,730.41,Australia
1.B.1.a.i Underground Mines,2005,780.96,Australia
1.B.1.a.i Underground Mines,2005,780.96,Australia
1.B.1.a.i Underground Mines,2006,813.3,Australia
1.B.1.a.i Underground Mines,2006,813.3,Australia
1.B.1.a.i Underground Mines,2007,907.1,Australia
1.B.1.a.i Underground Mines,2007,907.1,Australia
1.B.1.a.i Underground Mines,2008,906.53,Australia
1.B.1.a.i Underground Mines,2008,906.53,Australia
1.B.1.a.i Underground Mines,2009,867.83,Australia
1.B.1.a.i Underground Mines,2009,867.83,Australia
1.B.1.a.i Underground Mines,2010,818.06,Australia
1.B.1.a.i Underground Mines,2010,818.06,Australia
1.B.1.a.i Underground Mines,2011,826.51,Australia
1.B.1.a.i Underground Mines,2011,826.51,Australia
1.B.1.a.i Underground Mines,2012,802.89,Australia
1.B.1.a.i Underground Mines,2012,802.89,Australia
1.B.1.a.i Underground Mines,2013,775.42,Australia
1.B.1.a.i Underground Mines,2013,775.42,Australia
1.B.1.a.i Underground Mines,2014,691.54,Australia
1.B.1.a.i Underground Mines,2014,691.54,Australia
1.B.1.a.i Underground Mines,2015,790.62,Australia
1.B.1.a.i Underground Mines,2015,790.62,Australia
1.B.1.a.i Underground Mines,2016,768.7,Australia
1.B.1.a.i Underground Mines,2016,768.7,Australia
1.B.1.a.i Underground Mines,2017,730.74,Australia
1.B.1.a.i Underground Mines,2017,730.74,Australia
1.B.1.a.i Underground Mines,2018,732.57,Australia
1.B.1.a.i Underground Mines,2018,732.57,Australia
1.B.1.a.i Underground Mines,2019,630.49,Australia
1.B.1.a.i Underground Mines,2019,630.49,Australia
1.B.1.a.i Underground Mines,Last Reported Year (2020),674.01,Australia
1.B.1.a.i Underground Mines,Last Reported Year (2020),674.01,Australia
1.B.1.a.i Underground Mines,Base year,705.63,Austria
1.B.1.a.i Underground Mines,1990,705.63,Austria
1.B.1.a.i Underground Mines,1991,720.2,Austria
1.B.1.a.i Underground Mines,1992,741.03,Austria
1.B.1.a.i Underground Mines,1993,747.32,Austria
1.B.1.a.i Underground Mines,1994,664.92,Austria
1.B.1.a.i Underground Mines,1995,661.42,Austria
1.B.1.a.i Underground Mines,1996,685.19,Austria
1.B.1.a.i Underground Mines,1997,767.45,Austria
1.B.1.a.i Underground Mines,1998,802.66,Austria
1.B.1.a.i Underground Mines,1999,724.09,Austria
1.B.1.a.i Underground Mines,2000,797.3,Austria
1.B.1.a.i Underground Mines,2001,771.69,Austria
1.B.1.a.i Underground Mines,2002,724.04,Austria
1.B.1.a.i Underground Mines,2003,716.48,Austria
1.B.1.a.i Underground Mines,2004,730.41,Austria
1.B.1.a.i Underground Mines,2005,780.96,Austria
1.B.1.a.i Underground Mines,2006,813.3,Austria
1.B.1.a.i Underground Mines,2007,907.1,Austria
1.B.1.a.i Underground Mines,2008,906.53,Austria
1.B.1.a.i Underground Mines,2009,867.83,Austria
1.B.1.a.i Underground Mines,2010,818.06,Austria
1.B.1.a.i Underground Mines,2011,826.51,Austria
1.B.1.a.i Underground Mines,2012,802.89,Austria
1.B.1.a.i Underground Mines,2013,775.42,Austria
1.B.1.a.i Underground Mines,2014,691.54,Austria
1.B.1.a.i Underground Mines,2015,790.62,Austria
1.B.1.a.i Underground Mines,2016,768.7,Austria
1.B.1.a.i Underground Mines,2017,730.74,Austria
1.B.1.a.i Underground Mines,2018,732.57,Austria
1.B.1.a.i Underground Mines,2019,630.49,Austria
1.B.1.a.i Underground Mines,Last Reported Year (2020),674.01,Austria
1.B.1.a.i Underground Mines,Base year,11.95,Belgium
1.B.1.a.i Underground Mines,Base year,11.95,Belgium
1.B.1.a.i Underground Mines,1990,11.95,Belgium
1.B.1.a.i Underground Mines,1990,11.95,Belgium
1.B.1.a.i Underground Mines,1991,5.8,Belgium
1.B.1.a.i Underground Mines,1991,5.8,Belgium
1.B.1.a.i Underground Mines,1992,6.57,Belgium
1.B.1.a.i Underground Mines,1992,6.57,Belgium
1.B.1.a.i Underground Mines,1993,5.45,Belgium
1.B.1.a.i Underground Mines,1993,5.45,Belgium
1.B.1.a.i Underground Mines,1994,1.13,Belgium
1.B.1.a.i Underground Mines,1994,1.13,Belgium
1.B.1.a.i Underground Mines,1995,0.37,Belgium
1.B.1.a.i Underground Mines,1995,0.37,Belgium
1.B.1.a.i Underground Mines,Base year,15.83,Bulgaria
1.B.1.a.i Underground Mines,Base year,15.83,Bulgaria
1.B.1.a.i Underground Mines,Base year,15.83,Bulgaria
1.B.1.a.i Underground Mines,1990,15.83,Bulgaria
1.B.1.a.i Underground Mines,1990,15.83,Bulgaria
1.B.1.a.i Underground Mines,1990,15.83,Bulgaria
1.B.1.a.i Underground Mines,1991,10.28,Bulgaria
1.B.1.a.i Underground Mines,1991,10.28,Bulgaria
1.B.1.a.i Underground Mines,1991,10.28,Bulgaria
1.B.1.a.i Underground Mines,1992,5.33,Bulgaria
1.B.1.a.i Underground Mines,1992,5.33,Bulgaria
1.B.1.a.i Underground Mines,1992,5.33,Bulgaria
1.B.1.a.i Underground Mines,1993,2.54,Bulgaria
1.B.1.a.i Underground Mines,1993,2.54,Bulgaria
1.B.1.a.i Underground Mines,1993,2.54,Bulgaria
1.B.1.a.i Underground Mines,1994,2.45,Bulgaria
1.B.1.a.i Underground Mines,1994,2.45,Bulgaria
1.B.1.a.i Underground Mines,1994,2.45,Bulgaria
1.B.1.a.i Underground Mines,1995,2.38,Bulgaria
1.B.1.a.i Underground Mines,1995,2.38,Bulgaria
1.B.1.a.i Underground Mines,1995,2.38,Bulgaria
1.B.1.a.i Underground Mines,1996,2.32,Bulgaria
1.B.1.a.i Underground Mines,1996,2.32,Bulgaria
1.B.1.a.i Underground Mines,1996,2.32,Bulgaria
1.B.1.a.i Underground Mines,1997,2.26,Bulgaria
1.B.1.a.i Underground Mines,1997,2.26,Bulgaria
1.B.1.a.i Underground Mines,1997,2.26,Bulgaria
1.B.1.a.i Underground Mines,1998,2.21,Bulgaria
1.B.1.a.i Underground Mines,1998,2.21,Bulgaria
1.B.1.a.i Underground Mines,1998,2.21,Bulgaria
1.B.1.a.i Underground Mines,1999,2.16,Bulgaria
1.B.1.a.i Underground Mines,1999,2.16,Bulgaria
1.B.1.a.i Underground Mines,1999,2.16,Bulgaria
1.B.1.a.i Underground Mines,2000,2.12,Bulgaria
1.B.1.a.i Underground Mines,2000,2.12,Bulgaria
1.B.1.a.i Underground Mines,2000,2.12,Bulgaria
1.B.1.a.i Underground Mines,2001,2.08,Bulgaria
1.B.1.a.i Underground Mines,2001,2.08,Bulgaria
1.B.1.a.i Underground Mines,2001,2.08,Bulgaria
1.B.1.a.i Underground Mines,2002,2.04,Bulgaria
1.B.1.a.i Underground Mines,2002,2.04,Bulgaria
1.B.1.a.i Underground Mines,2002,2.04,Bulgaria
1.B.1.a.i Underground Mines,2003,2,Bulgaria
1.B.1.a.i Underground Mines,2003,2,Bulgaria
1.B.1.a.i Underground Mines,2003,2,Bulgaria
1.B.1.a.i Underground Mines,2004,1.97,Bulgaria
1.B.1.a.i Underground Mines,2004,1.97,Bulgaria
1.B.1.a.i Underground Mines,2004,1.97,Bulgaria
1.B.1.a.i Underground Mines,2005,1.94,Bulgaria
1.B.1.a.i Underground Mines,2005,1.94,Bulgaria
1.B.1.a.i Underground Mines,2005,1.94,Bulgaria
1.B.1.a.i Underground Mines,2006,1.91,Bulgaria
1.B.1.a.i Underground Mines,2006,1.91,Bulgaria
1.B.1.a.i Underground Mines,2006,1.91,Bulgaria
1.B.1.a.i Underground Mines,2007,1.88,Bulgaria
1.B.1.a.i Underground Mines,2007,1.88,Bulgaria
1.B.1.a.i Underground Mines,2007,1.88,Bulgaria
1.B.1.a.i Underground Mines,2008,1.86,Bulgaria
1.B.1.a.i Underground Mines,2008,1.86,Bulgaria
1.B.1.a.i Underground Mines,2008,1.86,Bulgaria
1.B.1.a.i Underground Mines,2009,1.83,Bulgaria
1.B.1.a.i Underground Mines,2009,1.83,Bulgaria
1.B.1.a.i Underground Mines,2009,1.83,Bulgaria
1.B.1.a.i Underground Mines,2010,1.81,Bulgaria
1.B.1.a.i Underground Mines,2010,1.81,Bulgaria
1.B.1.a.i Underground Mines,2010,1.81,Bulgaria
1.B.1.a.i Underground Mines,2011,1.78,Bulgaria
1.B.1.a.i Underground Mines,2011,1.78,Bulgaria
1.B.1.a.i Underground Mines,2011,1.78,Bulgaria
1.B.1.a.i Underground Mines,2012,1.76,Bulgaria
1.B.1.a.i Underground Mines,2012,1.76,Bulgaria
1.B.1.a.i Underground Mines,2012,1.76,Bulgaria
1.B.1.a.i Underground Mines,2013,1.74,Bulgaria
1.B.1.a.i Underground Mines,2013,1.74,Bulgaria
1.B.1.a.i Underground Mines,2013,1.74,Bulgaria
1.B.1.a.i Underground Mines,2014,1.72,Bulgaria
1.B.1.a.i Underground Mines,2014,1.72,Bulgaria
1.B.1.a.i Underground Mines,2014,1.72,Bulgaria
1.B.1.a.i Underground Mines,2015,1.7,Bulgaria
1.B.1.a.i Underground Mines,2015,1.7,Bulgaria
1.B.1.a.i Underground Mines,2015,1.7,Bulgaria
1.B.1.a.i Underground Mines,2016,1.68,Bulgaria
1.B.1.a.i Underground Mines,2016,1.68,Bulgaria
1.B.1.a.i Underground Mines,2016,1.68,Bulgaria
1.B.1.a.i Underground Mines,2017,1.64,Bulgaria
1.B.1.a.i Underground Mines,2017,1.64,Bulgaria
1.B.1.a.i Underground Mines,2017,1.64,Bulgaria
1.B.1.a.i Underground Mines,2018,1.63,Bulgaria
1.B.1.a.i Underground Mines,2018,1.63,Bulgaria
1.B.1.a.i Underground Mines,2018,1.63,Bulgaria
1.B.1.a.i Underground Mines,2019,1.61,Bulgaria
1.B.1.a.i Underground Mines,2019,1.61,Bulgaria
1.B.1.a.i Underground Mines,2019,1.61,Bulgaria
1.B.1.a.i Underground Mines,2020,1.6,Bulgaria
1.B.1.a.i Underground Mines,2020,1.6,Bulgaria
1.B.1.a.i Underground Mines,2020,1.6,Bulgaria
1.B.1.a.i Underground Mines,Last Inventory Year (2021),1.58,Bulgaria
1.B.1.a.i Underground Mines,Last Inventory Year (2021),1.58,Bulgaria
1.B.1.a.i Underground Mines,Last Inventory Year (2021),1.58,Bulgaria
1.B.1.a.i Underground Mines,Base year,56.46,Canada
1.B.1.a.i Underground Mines,Base year,56.46,Canada
1.B.1.a.i Underground Mines,Base year,56.46,Canada
1.B.1.a.i Underground Mines,1990,53,Canada
1.B.1.a.i Underground Mines,1990,53,Canada
1.B.1.a.i Underground Mines,1990,53,Canada
1.B.1.a.i Underground Mines,1991,43.52,Canada
1.B.1.a.i Underground Mines,1991,43.52,Canada
1.B.1.a.i Underground Mines,1991,43.52,Canada
1.B.1.a.i Underground Mines,1992,49.42,Canada
1.B.1.a.i Underground Mines,1992,49.42,Canada
1.B.1.a.i Underground Mines,1992,49.42,Canada
1.B.1.a.i Underground Mines,1993,50.69,Canada
1.B.1.a.i Underground Mines,1993,50.69,Canada
1.B.1.a.i Underground Mines,1993,50.69,Canada
1.B.1.a.i Underground Mines,1994,45.82,Canada
1.B.1.a.i Underground Mines,1994,45.82,Canada
1.B.1.a.i Underground Mines,1994,45.82,Canada
1.B.1.a.i Underground Mines,1995,46.54,Canada
1.B.1.a.i Underground Mines,1995,46.54,Canada
1.B.1.a.i Underground Mines,1995,46.54,Canada
1.B.1.a.i Underground Mines,1996,44.03,Canada
1.B.1.a.i Underground Mines,1996,44.03,Canada
1.B.1.a.i Underground Mines,1996,44.03,Canada
1.B.1.a.i Underground Mines,1997,38.27,Canada
1.B.1.a.i Underground Mines,1997,38.27,Canada
1.B.1.a.i Underground Mines,1997,38.27,Canada
1.B.1.a.i Underground Mines,1998,27.15,Canada
1.B.1.a.i Underground Mines,1998,27.15,Canada
1.B.1.a.i Underground Mines,1998,27.15,Canada
1.B.1.a.i Underground Mines,1999,20.21,Canada
1.B.1.a.i Underground Mines,1999,20.21,Canada
1.B.1.a.i Underground Mines,1999,20.21,Canada
1.B.1.a.i Underground Mines,2000,22.43,Canada
1.B.1.a.i Underground Mines,2000,22.43,Canada
1.B.1.a.i Underground Mines,2000,22.43,Canada
1.B.1.a.i Underground Mines,2001,17.29,Canada
1.B.1.a.i Underground Mines,2001,17.29,Canada
1.B.1.a.i Underground Mines,2001,17.29,Canada
1.B.1.a.i Underground Mines,2002,28.19,Canada
1.B.1.a.i Underground Mines,2002,28.19,Canada
1.B.1.a.i Underground Mines,2002,28.19,Canada
1.B.1.a.i Underground Mines,2003,33.15,Canada
1.B.1.a.i Underground Mines,2003,33.15,Canada
1.B.1.a.i Underground Mines,2003,33.15,Canada
1.B.1.a.i Underground Mines,2004,15.15,Canada
1.B.1.a.i Underground Mines,2004,15.15,Canada
1.B.1.a.i Underground Mines,2004,15.15,Canada
1.B.1.a.i Underground Mines,2005,16.69,Canada
1.B.1.a.i Underground Mines,2005,16.69,Canada
1.B.1.a.i Underground Mines,2005,16.69,Canada
1.B.1.a.i Underground Mines,2006,9.83,Canada
1.B.1.a.i Underground Mines,2006,9.83,Canada
1.B.1.a.i Underground Mines,2006,9.83,Canada
1.B.1.a.i Underground Mines,2007,13.43,Canada
1.B.1.a.i Underground Mines,2007,13.43,Canada
1.B.1.a.i Underground Mines,2007,13.43,Canada
1.B.1.a.i Underground Mines,2008,13.87,Canada
1.B.1.a.i Underground Mines,2008,13.87,Canada
1.B.1.a.i Underground Mines,2008,13.87,Canada
1.B.1.a.i Underground Mines,2009,15.27,Canada
1.B.1.a.i Underground Mines,2009,15.27,Canada
1.B.1.a.i Underground Mines,2009,15.27,Canada
1.B.1.a.i Underground Mines,2010,15.44,Canada
1.B.1.a.i Underground Mines,2010,15.44,Canada
1.B.1.a.i Underground Mines,2010,15.44,Canada
1.B.1.a.i Underground Mines,2011,16.81,Canada
1.B.1.a.i Underground Mines,2011,16.81,Canada
1.B.1.a.i Underground Mines,2011,16.81,Canada
1.B.1.a.i Underground Mines,2012,13.95,Canada
1.B.1.a.i Underground Mines,2012,13.95,Canada
1.B.1.a.i Underground Mines,2012,13.95,Canada
1.B.1.a.i Underground Mines,2013,11.77,Canada
1.B.1.a.i Underground Mines,2013,11.77,Canada
