plume_id,plume_latitude,plume_longitude,datetime,ipcc_sector,gas,cmf_type,plume_bounds,instrument,published_at,plume_png_object,plume_tif_object,rgb_png_object,rgb_tif_object,emission_auto,emission_uncertainty_auto,wind_speed_avg_auto,wind_speed_std_auto,wind_direction_avg_auto,wind_direction_std_auto,wind_source_auto,platform,provider
ang20190621t195346-A,36.806030373091076,-108.36629177462972,2019-06-21T19:53:46+00,Oil & Gas (1B2),CH4,mf,"[-108.366792761244, 36.804570865507785, -108.36351511069347, 36.80719518151599]",ang,2024-01-02 21:59:07.513270+00:00,,,,,1178.814079553154,251.13427431757802,7.91796875,1.33984375,253.685995040298,6.596682264938167,hrrr,AVIRIS-NG,NASA-JPL AVIRIS-NH
ang20190621t195346-B,36.8062863308586,-108.36395280351414,2019-06-21T19:53:46+00,Oil & Gas (1B2),CH4,mf,"[-108.36528954998171, 36.80423611931206, -108.35739017650408, 36.810560784387796]",ang,2024-01-02 21:59:07.621025+00:00,,,,,2721.1678540831053,640.2733896955788,7.91796875,1.33984375,253.685995040298,6.596682264938167,hrrr,AVIRIS-NG,NASA-JPL AVIRIS-NH
ang20190922t192642-2,32.212063,-103.697076,2019-09-22T19:26:42+00,Oil & Gas (1B2),CH4,mfm,"[-103.70078142680275, 32.20573854173767, -103.69022263610711, 32.21467231591991]",ang,2024-02-27 20:15:39.485969+00:00,,,,,2392.208854421913,830.9717921327756,3.650390625,0.52685546875,311.54907982055784,4.412290630046173,hrrr,AVIRIS-NG,NASA-JPL AVIRIS-NH
ang20190922t192642-4,32.200072,-103.673301,2019-09-22T19:26:42+00,Oil & Gas (1B2),CH4,mfm,"[-103.67580368935975, 32.19694938249101, -103.6675599287686, 32.20392516283335]",ang,2024-02-27 20:15:41.113040+00:00,,,,,354.5143467921105,113.65820868997258,3.552734375,0.666015625,309.5145952781482,5.2465079020936765,hrrr,AVIRIS-NG,NASA-JPL AVIRIS-NH
ang20190922t192642-5,32.116163891351114,-103.62645017548829,2019-09-22T19:26:42+00,Oil & Gas (1B2),CH4,mfm,"[-103.62946484334525, 32.11193034679992, -103.62115674128398, 32.11896713151778]",ang,2024-02-27 20:15:39.541702+00:00,,,,,1011.1463699935285,317.54889654823586,2.4140625,0.69580078125,299.5167761069478,8.668129357023725,hrrr,AVIRIS-NG,NASA-JPL AVIRIS-NH
ang20190922t192642-A,32.28344664,-103.7418151,2019-09-22T19:26:42+00,Oil & Gas (1B2),CH4,mfm,"[-103.74595410371026, 32.278694542185015, -103.73770285158655, 32.28567038144757]",ang,2023-05-14 20:29:35.897879+00:00,,,,,296.6767318,98.75581053,2.817,,,,hrrr,AVIRIS-NG,NASA-JPL AVIRIS-NH
ang20190922t192642-B,32.244361,-103.711379,2019-09-22T19:26:42+00,Oil & Gas (1B2),CH4,mfm,"[-103.71472590138458, 32.240288962566275, -103.7064058169146, 32.24732596927802]",ang,2023-05-14 20:26:54.225019+00:00,,,,,640.968143,190.1381734,3.638,,,,hrrr,AVIRIS-NG,NASA-JPL AVIRIS-NH
ang20190922t192642-C,32.20066656,-103.6840487,2019-09-22T19:26:42+00,Oil & Gas (1B2),CH4,mfm,"[-103.6868365589643, 32.19724851509502, -103.67859274919026, 32.204224314117845]",ang,2023-05-14 20:29:35.901155+00:00,,,,,285.7811578,73.32234083,3.628,,,,hrrr,AVIRIS-NG,NASA-JPL AVIRIS-NH
ang20190922t194340-1,32.32272762642243,-103.81429159166785,2019-09-22T19:43:40+00,Oil & Gas (1B2),CH4,mfm,"[-103.82288219382578, 32.31531971234471, -103.81151371692, 32.3249881069175]",ang,2024-02-27 20:15:39.638108+00:00,,,,,1270.2441322632303,676.6106788551082,1.82421875,0.8232421875,325.9793229328813,31.19977853803149,hrrr,AVIRIS-NG,NASA-JPL AVIRIS-NH
ang20190922t194340-2,32.28412702205498,-103.79383278445236,2019-09-22T19:43:40+00,Oil & Gas (1B2),CH4,mfm,"[-103.79944609167887, 32.27951763374782, -103.79112247668739, 32.286615772847846]",ang,2024-02-27 20:15:39.685932+00:00,,,,,826.0835288809567,401.80516606114963,1.787109375,0.74072265625,324.5804113984035,34.377404710587044,hrrr,AVIRIS-NG,NASA-JPL AVIRIS-NH
