sensor,sector,country,date,emission rate (kg/h),uncertainty (kg/h),latitude,longitude,comments,platform
AVIRIS-NG,Oil and Gas,United States of America,10/09/2016,132.0,50.0,34.44705,-118.588342,Downloaded from https://data.carbonmapper.org/#1.81/30.8/50.5 on the 11032025. Cleaned using eda_carbon_mapper.ipynb,Carbon Mapper
AVIRIS-NG,Oil and Gas,United States of America,10/09/2016,89.0,52.0,34.44705,-118.588342,Downloaded from https://data.carbonmapper.org/#1.81/30.8/50.5 on the 11032025. Cleaned using eda_carbon_mapper.ipynb,Carbon Mapper
AVIRIS-NG,Oil and Gas,United States of America,10/09/2016,185.0,70.0,34.44705,-118.588342,Downloaded from https://data.carbonmapper.org/#1.81/30.8/50.5 on the 11032025. Cleaned using eda_carbon_mapper.ipynb,Carbon Mapper
AVIRIS-NG,Waste,United States of America,10/09/2016,114.0,41.0,33.928061,-118.429593,Downloaded from https://data.carbonmapper.org/#1.81/30.8/50.5 on the 11032025. Cleaned using eda_carbon_mapper.ipynb,Carbon Mapper
AVIRIS-NG,Electricity Generation (1A1),United States of America,10/09/2016,76.63094627288427,47.37821936199643,33.906,-118.4063,Downloaded from https://data.carbonmapper.org/#1.81/30.8/50.5 on the 11032025. Cleaned using eda_carbon_mapper.ipynb,Carbon Mapper
AVIRIS-NG,Electricity Generation (1A1),United States of America,10/09/2016,49.0,16.0,33.905431,-118.406435,Downloaded from https://data.carbonmapper.org/#1.81/30.8/50.5 on the 11032025. Cleaned using eda_carbon_mapper.ipynb,Carbon Mapper
AVIRIS-NG,Electricity Generation (1A1),United States of America,10/09/2016,54.0,27.0,33.776957,-118.28704,Downloaded from https://data.carbonmapper.org/#1.81/30.8/50.5 on the 11032025. Cleaned using eda_carbon_mapper.ipynb,Carbon Mapper
AVIRIS-NG,Electricity Generation (1A1),United States of America,10/09/2016,22.0,9.0,33.804668,-118.243853,Downloaded from https://data.carbonmapper.org/#1.81/30.8/50.5 on the 11032025. Cleaned using eda_carbon_mapper.ipynb,Carbon Mapper
AVIRIS-NG,Electricity Generation (1A1),United States of America,10/09/2016,64.0,40.0,33.81581,-118.246889,Downloaded from https://data.carbonmapper.org/#1.81/30.8/50.5 on the 11032025. Cleaned using eda_carbon_mapper.ipynb,Carbon Mapper
AVIRIS-NG,Electricity Generation (1A1),United States of America,10/09/2016,132.70617784912855,79.06282770479535,33.77955056159947,-118.23506631822576,Downloaded from https://data.carbonmapper.org/#1.81/30.8/50.5 on the 11032025. Cleaned using eda_carbon_mapper.ipynb,Carbon Mapper
AVIRIS-NG,Electricity Generation (1A1),United States of America,10/09/2016,75.11444230235095,45.969466455028005,33.81681033609821,-118.23457614582264,Downloaded from https://data.carbonmapper.org/#1.81/30.8/50.5 on the 11032025. Cleaned using eda_carbon_mapper.ipynb,Carbon Mapper
AVIRIS-NG,Oil and Gas,United States of America,10/09/2016,207.0,87.0,33.972726,-117.699937,Downloaded from https://data.carbonmapper.org/#1.81/30.8/50.5 on the 11032025. Cleaned using eda_carbon_mapper.ipynb,Carbon Mapper
AVIRIS-NG,Waste,United States of America,11/09/2016,27.54443325380038,13.959977007684016,34.594817249486134,-117.26760425409398,Downloaded from https://data.carbonmapper.org/#1.81/30.8/50.5 on the 11032025. Cleaned using eda_carbon_mapper.ipynb,Carbon Mapper
AVIRIS-NG,Waste,United States of America,11/09/2016,67.74305530428312,22.850896711632007,34.59458367956279,-117.26822985469276,Downloaded from https://data.carbonmapper.org/#1.81/30.8/50.5 on the 11032025. Cleaned using eda_carbon_mapper.ipynb,Carbon Mapper
AVIRIS-NG,Waste,United States of America,11/09/2016,66.15785590485191,20.172333459806083,34.591648,-117.267149,Downloaded from https://data.carbonmapper.org/#1.81/30.8/50.5 on the 11032025. Cleaned using eda_carbon_mapper.ipynb,Carbon Mapper
AVIRIS-NG,Waste,United States of America,11/09/2016,351.2717389378652,71.9598272934763,34.33072282026402,-118.51335704357534,Downloaded from https://data.carbonmapper.org/#1.81/30.8/50.5 on the 11032025. Cleaned using eda_carbon_mapper.ipynb,Carbon Mapper
AVIRIS-NG,Oil and Gas,United States of America,12/09/2016,138.0,52.0,34.44705,-118.588342,Downloaded from https://data.carbonmapper.org/#1.81/30.8/50.5 on the 11032025. Cleaned using eda_carbon_mapper.ipynb,Carbon Mapper
AVIRIS-NG,Livestock (4B),United States of America,12/09/2016,125.0,20.0,35.185084,-119.102055,Downloaded from https://data.carbonmapper.org/#1.81/30.8/50.5 on the 11032025. Cleaned using eda_carbon_mapper.ipynb,Carbon Mapper
AVIRIS-NG,Livestock (4B),United States of America,12/09/2016,620.0,133.0,35.200662,-119.052348,Downloaded from https://data.carbonmapper.org/#1.81/30.8/50.5 on the 11032025. Cleaned using eda_carbon_mapper.ipynb,Carbon Mapper
AVIRIS-NG,Livestock (4B),United States of America,12/09/2016,122.0,54.0,35.213923,-118.987962,Downloaded from https://data.carbonmapper.org/#1.81/30.8/50.5 on the 11032025. Cleaned using eda_carbon_mapper.ipynb,Carbon Mapper
AVIRIS-NG,Livestock (4B),United States of America,12/09/2016,114.0,11.0,35.175012,-119.124321,Downloaded from https://data.carbonmapper.org/#1.81/30.8/50.5 on the 11032025. Cleaned using eda_carbon_mapper.ipynb,Carbon Mapper
AVIRIS-NG,Livestock (4B),United States of America,12/09/2016,114.0,11.0,35.177653463279405,-119.12197597782637,Downloaded from https://data.carbonmapper.org/#1.81/30.8/50.5 on the 11032025. Cleaned using eda_carbon_mapper.ipynb,Carbon Mapper
AVIRIS-NG,Livestock (4B),United States of America,12/09/2016,327.0,89.0,35.200662,-119.052348,Downloaded from https://data.carbonmapper.org/#1.81/30.8/50.5 on the 11032025. Cleaned using eda_carbon_mapper.ipynb,Carbon Mapper
AVIRIS-NG,Livestock (4B),United States of America,12/09/2016,184.0,23.0,35.185952,-119.103418,Downloaded from https://data.carbonmapper.org/#1.81/30.8/50.5 on the 11032025. Cleaned using eda_carbon_mapper.ipynb,Carbon Mapper
AVIRIS-NG,Livestock (4B),United States of America,12/09/2016,559.0,197.0,35.203947,-119.198909,Downloaded from https://data.carbonmapper.org/#1.81/30.8/50.5 on the 11032025. Cleaned using eda_carbon_mapper.ipynb,Carbon Mapper
AVIRIS-NG,Livestock (4B),United States of America,12/09/2016,296.0,59.0,35.21433,-119.207404,Downloaded from https://data.carbonmapper.org/#1.81/30.8/50.5 on the 11032025. Cleaned using eda_carbon_mapper.ipynb,Carbon Mapper
AVIRIS-NG,Livestock (4B),United States of America,12/09/2016,275.0,40.0,35.214248,-119.209689,Downloaded from https://data.carbonmapper.org/#1.81/30.8/50.5 on the 11032025. Cleaned using eda_carbon_mapper.ipynb,Carbon Mapper
AVIRIS-NG,Livestock (4B),United States of America,12/09/2016,159.0,55.0,35.202447,-119.198758,Downloaded from https://data.carbonmapper.org/#1.81/30.8/50.5 on the 11032025. Cleaned using eda_carbon_mapper.ipynb,Carbon Mapper
AVIRIS-NG,,United States of America,12/09/2016,202.0,65.0,35.215206150307544,-119.21256721793142,Downloaded from https://data.carbonmapper.org/#1.81/30.8/50.5 on the 11032025. Cleaned using eda_carbon_mapper.ipynb,Carbon Mapper
AVIRIS-NG,Livestock (4B),United States of America,12/09/2016,347.0,111.0,35.214980565928215,-119.210899570068,Downloaded from https://data.carbonmapper.org/#1.81/30.8/50.5 on the 11032025. Cleaned using eda_carbon_mapper.ipynb,Carbon Mapper
AVIRIS-NG,Livestock (4B),United States of America,12/09/2016,301.0,79.0,35.243762,-119.157387,Downloaded from https://data.carbonmapper.org/#1.81/30.8/50.5 on the 11032025. Cleaned using eda_carbon_mapper.ipynb,Carbon Mapper
AVIRIS-NG,Livestock (4B),United States of America,12/09/2016,237.0,75.0,35.24630191654742,-119.14043697544172,Downloaded from https://data.carbonmapper.org/#1.81/30.8/50.5 on the 11032025. Cleaned using eda_carbon_mapper.ipynb,Carbon Mapper
AVIRIS-NG,Livestock (4B),United States of America,12/09/2016,188.0,48.0,35.251414,-119.157174,Downloaded from https://data.carbonmapper.org/#1.81/30.8/50.5 on the 11032025. Cleaned using eda_carbon_mapper.ipynb,Carbon Mapper
AVIRIS-NG,Livestock (4B),United States of America,12/09/2016,192.0,51.0,35.901251,-119.319893,Downloaded from https://data.carbonmapper.org/#1.81/30.8/50.5 on the 11032025. Cleaned using eda_carbon_mapper.ipynb,Carbon Mapper
AVIRIS-NG,Oil and Gas,United States of America,12/09/2016,350.0,106.0,34.44705,-118.588342,Downloaded from https://data.carbonmapper.org/#1.81/30.8/50.5 on the 11032025. Cleaned using eda_carbon_mapper.ipynb,Carbon Mapper
AVIRIS-NG,Oil and Gas,United States of America,13/09/2016,188.0,30.0,34.901527,-117.159958,Downloaded from https://data.carbonmapper.org/#1.81/30.8/50.5 on the 11032025. Cleaned using eda_carbon_mapper.ipynb,Carbon Mapper
AVIRIS-NG,Livestock (4B),United States of America,13/09/2016,18.787197230120505,12.93912387630393,35.9370572799129,-119.34800592051764,Downloaded from https://data.carbonmapper.org/#1.81/30.8/50.5 on the 11032025. Cleaned using eda_carbon_mapper.ipynb,Carbon Mapper
AVIRIS-NG,Livestock (4B),United States of America,13/09/2016,25.184286975500505,12.199278565277968,35.945659509496735,-119.45874308458052,Downloaded from https://data.carbonmapper.org/#1.81/30.8/50.5 on the 11032025. Cleaned using eda_carbon_mapper.ipynb,Carbon Mapper
AVIRIS-NG,Livestock (4B),United States of America,13/09/2016,24.0,14.0,35.95933,-119.372162,Downloaded from https://data.carbonmapper.org/#1.81/30.8/50.5 on the 11032025. Cleaned using eda_carbon_mapper.ipynb,Carbon Mapper
AVIRIS-NG,Livestock (4B),United States of America,13/09/2016,101.7148686283738,38.596756545117714,35.97290053844705,-119.23814830290638,Downloaded from https://data.carbonmapper.org/#1.81/30.8/50.5 on the 11032025. Cleaned using eda_carbon_mapper.ipynb,Carbon Mapper
AVIRIS-NG,Livestock (4B),United States of America,13/09/2016,54.15756380414114,23.00120805470616,35.99601637170581,-119.2209096529164,Downloaded from https://data.carbonmapper.org/#1.81/30.8/50.5 on the 11032025. Cleaned using eda_carbon_mapper.ipynb,Carbon Mapper
AVIRIS-NG,Livestock (4B),United States of America,13/09/2016,91.6666777102032,34.86574351518196,35.9875024268005,-119.32650324311112,Downloaded from https://data.carbonmapper.org/#1.81/30.8/50.5 on the 11032025. Cleaned using eda_carbon_mapper.ipynb,Carbon Mapper
AVIRIS-NG,Livestock (4B),United States of America,13/09/2016,173.0,86.0,35.972715,-119.359036,Downloaded from https://data.carbonmapper.org/#1.81/30.8/50.5 on the 11032025. Cleaned using eda_carbon_mapper.ipynb,Carbon Mapper
AVIRIS-NG,Livestock (4B),United States of America,13/09/2016,44.174573329942106,17.859592321374674,35.971657279544885,-119.4401109775321,Downloaded from https://data.carbonmapper.org/#1.81/30.8/50.5 on the 11032025. Cleaned using eda_carbon_mapper.ipynb,Carbon Mapper
AVIRIS-NG,Livestock (4B),United States of America,13/09/2016,49.0,18.0,35.973887,-119.439128,Downloaded from https://data.carbonmapper.org/#1.81/30.8/50.5 on the 11032025. Cleaned using eda_carbon_mapper.ipynb,Carbon Mapper
AVIRIS-NG,Livestock (4B),United States of America,13/09/2016,36.84997578013085,18.5736524926154,36.015612593510255,-119.22334677889016,Downloaded from https://data.carbonmapper.org/#1.81/30.8/50.5 on the 11032025. Cleaned using eda_carbon_mapper.ipynb,Carbon Mapper
AVIRIS-NG,Livestock (4B),United States of America,13/09/2016,11.232640555049874,5.107592545486859,35.99521647574127,-119.41263036616157,Downloaded from https://data.carbonmapper.org/#1.81/30.8/50.5 on the 11032025. Cleaned using eda_carbon_mapper.ipynb,Carbon Mapper
AVIRIS-NG,Livestock (4B),United States of America,13/09/2016,27.578912280903232,12.874768103449778,36.015532939176104,-119.2442281318542,Downloaded from https://data.carbonmapper.org/#1.81/30.8/50.5 on the 11032025. Cleaned using eda_carbon_mapper.ipynb,Carbon Mapper
AVIRIS-NG,Oil and Gas,United States of America,13/09/2016,78.7223193731662,53.02600212581704,35.990841516113235,-119.49193487565256,Downloaded from https://data.carbonmapper.org/#1.81/30.8/50.5 on the 11032025. Cleaned using eda_carbon_mapper.ipynb,Carbon Mapper
AVIRIS-NG,Livestock (4B),United States of America,13/09/2016,63.37043871133403,47.30756272221673,36.00081419654188,-119.50071680105523,Downloaded from https://data.carbonmapper.org/#1.81/30.8/50.5 on the 11032025. Cleaned using eda_carbon_mapper.ipynb,Carbon Mapper
AVIRIS-NG,Livestock (4B),United States of America,13/09/2016,106.0,33.0,35.99088,-119.491941,Downloaded from https://data.carbonmapper.org/#1.81/30.8/50.5 on the 11032025. Cleaned using eda_carbon_mapper.ipynb,Carbon Mapper
AVIRIS-NG,Livestock (4B),United States of America,13/09/2016,70.70569113947272,28.485574748773367,36.01891377553781,-119.41665685307404,Downloaded from https://data.carbonmapper.org/#1.81/30.8/50.5 on the 11032025. Cleaned using eda_carbon_mapper.ipynb,Carbon Mapper
AVIRIS-NG,Livestock (4B),United States of America,13/09/2016,41.0,13.0,36.028917,-119.324984,Downloaded from https://data.carbonmapper.org/#1.81/30.8/50.5 on the 11032025. Cleaned using eda_carbon_mapper.ipynb,Carbon Mapper
AVIRIS-NG,Livestock (4B),United States of America,13/09/2016,29.689255269652545,20.563544009548245,36.0602626149303,-119.22633327629111,Downloaded from https://data.carbonmapper.org/#1.81/30.8/50.5 on the 11032025. Cleaned using eda_carbon_mapper.ipynb,Carbon Mapper
AVIRIS-NG,Livestock (4B),United States of America,13/09/2016,80.2328955441412,33.65857204617316,36.05835068157702,-119.20150318562266,Downloaded from https://data.carbonmapper.org/#1.81/30.8/50.5 on the 11032025. Cleaned using eda_carbon_mapper.ipynb,Carbon Mapper
AVIRIS-NG,Livestock (4B),United States of America,13/09/2016,81.39018686124223,32.480971026766525,36.057818933019256,-119.20055877282051,Downloaded from https://data.carbonmapper.org/#1.81/30.8/50.5 on the 11032025. Cleaned using eda_carbon_mapper.ipynb,Carbon Mapper
AVIRIS-NG,Livestock (4B),United States of America,13/09/2016,153.0,70.0,36.021558,-119.519462,Downloaded from https://data.carbonmapper.org/#1.81/30.8/50.5 on the 11032025. Cleaned using eda_carbon_mapper.ipynb,Carbon Mapper
AVIRIS-NG,Livestock (4B),United States of America,13/09/2016,234.0,113.0,36.032425,-119.510296,Downloaded from https://data.carbonmapper.org/#1.81/30.8/50.5 on the 11032025. Cleaned using eda_carbon_mapper.ipynb,Carbon Mapper
AVIRIS-NG,Livestock (4B),United States of America,13/09/2016,40.0,14.0,36.039506,-119.397976,Downloaded from https://data.carbonmapper.org/#1.81/30.8/50.5 on the 11032025. Cleaned using eda_carbon_mapper.ipynb,Carbon Mapper
AVIRIS-NG,Livestock (4B),United States of America,13/09/2016,9.88838380124049,6.127450483528426,36.05963566527584,-119.29153039042713,Downloaded from https://data.carbonmapper.org/#1.81/30.8/50.5 on the 11032025. Cleaned using eda_carbon_mapper.ipynb,Carbon Mapper
AVIRIS-NG,Livestock (4B),United States of America,13/09/2016,102.3595344910654,120.53307123513486,36.05998510904375,-119.22669048032138,Downloaded from https://data.carbonmapper.org/#1.81/30.8/50.5 on the 11032025. Cleaned using eda_carbon_mapper.ipynb,Carbon Mapper
AVIRIS-NG,Livestock (4B),United States of America,13/09/2016,78.26538120614514,43.37484607567068,36.03251234018912,-119.51021769456165,Downloaded from https://data.carbonmapper.org/#1.81/30.8/50.5 on the 11032025. Cleaned using eda_carbon_mapper.ipynb,Carbon Mapper
AVIRIS-NG,Livestock (4B),United States of America,13/09/2016,36.73359758150279,25.92771404938616,36.049249405480126,-119.45589950748536,Downloaded from https://data.carbonmapper.org/#1.81/30.8/50.5 on the 11032025. Cleaned using eda_carbon_mapper.ipynb,Carbon Mapper
AVIRIS-NG,Livestock (4B),United States of America,13/09/2016,25.349331420103145,10.907815094910957,36.0747553567996,-119.2665277612278,Downloaded from https://data.carbonmapper.org/#1.81/30.8/50.5 on the 11032025. Cleaned using eda_carbon_mapper.ipynb,Carbon Mapper
AVIRIS-NG,Livestock (4B),United States of America,13/09/2016,96.0,46.0,36.087875,-119.237017,Downloaded from https://data.carbonmapper.org/#1.81/30.8/50.5 on the 11032025. Cleaned using eda_carbon_mapper.ipynb,Carbon Mapper
AVIRIS-NG,Livestock (4B),United States of America,13/09/2016,30.24760830484884,16.944775280434058,36.07786673476406,-119.22441241705084,Downloaded from https://data.carbonmapper.org/#1.81/30.8/50.5 on the 11032025. Cleaned using eda_carbon_mapper.ipynb,Carbon Mapper
AVIRIS-NG,Livestock (4B),United States of America,13/09/2016,97.41854260754953,56.34081981048507,36.03295380128212,-119.50939422267066,Downloaded from https://data.carbonmapper.org/#1.81/30.8/50.5 on the 11032025. Cleaned using eda_carbon_mapper.ipynb,Carbon Mapper
AVIRIS-NG,Livestock (4B),United States of America,13/09/2016,103.30132173931936,53.85057177379266,36.0683329526052,-119.41284003318364,Downloaded from https://data.carbonmapper.org/#1.81/30.8/50.5 on the 11032025. Cleaned using eda_carbon_mapper.ipynb,Carbon Mapper
AVIRIS-NG,Livestock (4B),United States of America,13/09/2016,130.68380507114912,103.34990763711949,36.07369151718887,-119.4407399647469,Downloaded from https://data.carbonmapper.org/#1.81/30.8/50.5 on the 11032025. Cleaned using eda_carbon_mapper.ipynb,Carbon Mapper
AVIRIS-NG,Livestock (4B),United States of America,13/09/2016,9.0,5.0,36.078624,-119.441585,Downloaded from https://data.carbonmapper.org/#1.81/30.8/50.5 on the 11032025. Cleaned using eda_carbon_mapper.ipynb,Carbon Mapper
AVIRIS-NG,Livestock (4B),United States of America,13/09/2016,108.68129611542253,59.41612333988913,36.103746747754016,-119.37370535350804,Downloaded from https://data.carbonmapper.org/#1.81/30.8/50.5 on the 11032025. Cleaned using eda_carbon_mapper.ipynb,Carbon Mapper
AVIRIS-NG,Livestock (4B),United States of America,13/09/2016,30.483197111571894,18.70817905717396,36.102058988206906,-119.4177854229044,Downloaded from https://data.carbonmapper.org/#1.81/30.8/50.5 on the 11032025. Cleaned using eda_carbon_mapper.ipynb,Carbon Mapper
AVIRIS-NG,Livestock (4B),United States of America,13/09/2016,22.528238974313307,15.566407295935775,36.100597494951856,-119.41233140795534,Downloaded from https://data.carbonmapper.org/#1.81/30.8/50.5 on the 11032025. Cleaned using eda_carbon_mapper.ipynb,Carbon Mapper
AVIRIS-NG,Livestock (4B),United States of America,14/09/2016,70.0,28.0,36.11630262209753,-119.36220170974194,Downloaded from https://data.carbonmapper.org/#1.81/30.8/50.5 on the 11032025. Cleaned using eda_carbon_mapper.ipynb,Carbon Mapper
AVIRIS-NG,Livestock (4B),United States of America,14/09/2016,70.0,28.0,36.12596928309022,-119.34145406148215,Downloaded from https://data.carbonmapper.org/#1.81/30.8/50.5 on the 11032025. Cleaned using eda_carbon_mapper.ipynb,Carbon Mapper
AVIRIS-NG,Livestock (4B),United States of America,14/09/2016,70.0,28.0,36.1163184012469,-119.33426627961184,Downloaded from https://data.carbonmapper.org/#1.81/30.8/50.5 on the 11032025. Cleaned using eda_carbon_mapper.ipynb,Carbon Mapper
AVIRIS-NG,Livestock (4B),United States of America,14/09/2016,89.0,17.0,36.12896119107213,-119.4312878211946,Downloaded from https://data.carbonmapper.org/#1.81/30.8/50.5 on the 11032025. Cleaned using eda_carbon_mapper.ipynb,Carbon Mapper
AVIRIS-NG,Livestock (4B),United States of America,14/09/2016,266.0,86.0,36.141361,-119.53598,Downloaded from https://data.carbonmapper.org/#1.81/30.8/50.5 on the 11032025. Cleaned using eda_carbon_mapper.ipynb,Carbon Mapper
AVIRIS-NG,Livestock (4B),United States of America,14/09/2016,90.0,22.0,36.21583169,-119.1659152,Downloaded from https://data.carbonmapper.org/#1.81/30.8/50.5 on the 11032025. Cleaned using eda_carbon_mapper.ipynb,Carbon Mapper
AVIRIS-NG,Livestock (4B),United States of America,14/09/2016,90.0,22.0,36.20322082,-119.1910761,Downloaded from https://data.carbonmapper.org/#1.81/30.8/50.5 on the 11032025. Cleaned using eda_carbon_mapper.ipynb,Carbon Mapper
AVIRIS-NG,Livestock (4B),United States of America,14/09/2016,284.0,75.0,36.16529718,-119.5378538,Downloaded from https://data.carbonmapper.org/#1.81/30.8/50.5 on the 11032025. Cleaned using eda_carbon_mapper.ipynb,Carbon Mapper
AVIRIS-NG,Livestock (4B),United States of America,14/09/2016,57.0,7.0,36.16399143,-119.6924935,Downloaded from https://data.carbonmapper.org/#1.81/30.8/50.5 on the 11032025. Cleaned using eda_carbon_mapper.ipynb,Carbon Mapper
AVIRIS-NG,Livestock (4B),United States of America,14/09/2016,71.57840729776436,44.03091822284111,36.18903330199722,-119.60682534032298,Downloaded from https://data.carbonmapper.org/#1.81/30.8/50.5 on the 11032025. Cleaned using eda_carbon_mapper.ipynb,Carbon Mapper
AVIRIS-NG,Livestock (4B),United States of America,14/09/2016,65.64061310067574,33.601129187686,36.181367343081305,-119.6591155634955,Downloaded from https://data.carbonmapper.org/#1.81/30.8/50.5 on the 11032025. Cleaned using eda_carbon_mapper.ipynb,Carbon Mapper
AVIRIS-NG,Livestock (4B),United States of America,14/09/2016,16.0,9.0,36.205484,-119.532373,Downloaded from https://data.carbonmapper.org/#1.81/30.8/50.5 on the 11032025. Cleaned using eda_carbon_mapper.ipynb,Carbon Mapper
AVIRIS-NG,Livestock (4B),United States of America,14/09/2016,3.167803309358976,1.1222207675516649,36.19908700741573,-119.6384817549735,Downloaded from https://data.carbonmapper.org/#1.81/30.8/50.5 on the 11032025. Cleaned using eda_carbon_mapper.ipynb,Carbon Mapper
AVIRIS-NG,Livestock (4B),United States of America,14/09/2016,28.7095189486804,8.914834150331965,36.20725503652411,-119.69698581228856,Downloaded from https://data.carbonmapper.org/#1.81/30.8/50.5 on the 11032025. Cleaned using eda_carbon_mapper.ipynb,Carbon Mapper
AVIRIS-NG,Livestock (4B),United States of America,14/09/2016,34.84336956150018,13.0892011641732,36.19700691397677,-119.68455877282052,Downloaded from https://data.carbonmapper.org/#1.81/30.8/50.5 on the 11032025. Cleaned using eda_carbon_mapper.ipynb,Carbon Mapper
AVIRIS-NG,Livestock (4B),United States of America,14/09/2016,27.944291823849547,10.502429163028662,36.21625632310056,-119.60831031686752,Downloaded from https://data.carbonmapper.org/#1.81/30.8/50.5 on the 11032025. Cleaned using eda_carbon_mapper.ipynb,Carbon Mapper
AVIRIS-NG,,United States of America,14/09/2016,159.0,46.0,36.24917833307864,-119.49813108441288,Downloaded from https://data.carbonmapper.org/#1.81/30.8/50.5 on the 11032025. Cleaned using eda_carbon_mapper.ipynb,Carbon Mapper
AVIRIS-NG,Livestock (4B),United States of America,14/09/2016,269.0,114.0,36.229968,-119.613222,Downloaded from https://data.carbonmapper.org/#1.81/30.8/50.5 on the 11032025. Cleaned using eda_carbon_mapper.ipynb,Carbon Mapper
AVIRIS-NG,Livestock (4B),United States of America,14/09/2016,159.0,46.0,36.24230909139892,-119.5491209817867,Downloaded from https://data.carbonmapper.org/#1.81/30.8/50.5 on the 11032025. Cleaned using eda_carbon_mapper.ipynb,Carbon Mapper
AVIRIS-NG,Livestock (4B),United States of America,14/09/2016,340.0,84.0,36.276057,-119.452203,Downloaded from https://data.carbonmapper.org/#1.81/30.8/50.5 on the 11032025. Cleaned using eda_carbon_mapper.ipynb,Carbon Mapper
AVIRIS-NG,Livestock (4B),United States of America,14/09/2016,53.0,20.0,36.262286,-119.627813,Downloaded from https://data.carbonmapper.org/#1.81/30.8/50.5 on the 11032025. Cleaned using eda_carbon_mapper.ipynb,Carbon Mapper
AVIRIS-NG,Oil and Gas,United States of America,15/09/2016,78.0,26.0,34.385725,-118.496705,Downloaded from https://data.carbonmapper.org/#1.81/30.8/50.5 on the 11032025. Cleaned using eda_carbon_mapper.ipynb,Carbon Mapper
AVIRIS-NG,Oil and Gas,United States of America,15/09/2016,274.0,102.0,33.972726,-117.699937,Downloaded from https://data.carbonmapper.org/#1.81/30.8/50.5 on the 11032025. Cleaned using eda_carbon_mapper.ipynb,Carbon Mapper
AVIRIS-NG,Oil and Gas,United States of America,15/09/2016,354.0,129.0,33.972726,-117.699937,Downloaded from https://data.carbonmapper.org/#1.81/30.8/50.5 on the 11032025. Cleaned using eda_carbon_mapper.ipynb,Carbon Mapper
AVIRIS-NG,Livestock (4B),United States of America,16/09/2016,41.36998880172486,23.133893432311982,36.35227506657648,-119.49713079490807,Downloaded from https://data.carbonmapper.org/#1.81/30.8/50.5 on the 11032025. Cleaned using eda_carbon_mapper.ipynb,Carbon Mapper
AVIRIS-NG,Livestock (4B),United States of America,16/09/2016,56.61598713976025,28.65188250878781,36.33617303985869,-119.5154060510366,Downloaded from https://data.carbonmapper.org/#1.81/30.8/50.5 on the 11032025. Cleaned using eda_carbon_mapper.ipynb,Carbon Mapper
AVIRIS-NG,Livestock (4B),United States of America,16/09/2016,140.0,27.0,36.35255952,-119.4956613,Downloaded from https://data.carbonmapper.org/#1.81/30.8/50.5 on the 11032025. Cleaned using eda_carbon_mapper.ipynb,Carbon Mapper
AVIRIS-NG,Livestock (4B),United States of America,16/09/2016,266.0,63.0,36.38761556,-119.3264825,Downloaded from https://data.carbonmapper.org/#1.81/30.8/50.5 on the 11032025. Cleaned using eda_carbon_mapper.ipynb,Carbon Mapper
AVIRIS-NG,Livestock (4B),United States of America,16/09/2016,139.33464607680742,48.82744521174786,36.3657065912304,-119.57452829396912,Downloaded from https://data.carbonmapper.org/#1.81/30.8/50.5 on the 11032025. Cleaned using eda_carbon_mapper.ipynb,Carbon Mapper
AVIRIS-NG,Livestock (4B),United States of America,16/09/2016,229.0,33.0,36.38778237,-119.4226119,Downloaded from https://data.carbonmapper.org/#1.81/30.8/50.5 on the 11032025. Cleaned using eda_carbon_mapper.ipynb,Carbon Mapper
AVIRIS-NG,Livestock (4B),United States of America,16/09/2016,55.30852224102276,37.55830530013925,36.3927,-119.40223,Downloaded from https://data.carbonmapper.org/#1.81/30.8/50.5 on the 11032025. Cleaned using eda_carbon_mapper.ipynb,Carbon Mapper
AVIRIS-NG,Waste,United States of America,16/09/2016,585.0,118.0,36.39318353,-119.379196,Downloaded from https://data.carbonmapper.org/#1.81/30.8/50.5 on the 11032025. Cleaned using eda_carbon_mapper.ipynb,Carbon Mapper
AVIRIS-NG,Livestock (4B),United States of America,16/09/2016,83.04494854861754,65.9559791767585,36.414160832786095,-119.29247919884772,Downloaded from https://data.carbonmapper.org/#1.81/30.8/50.5 on the 11032025. Cleaned using eda_carbon_mapper.ipynb,Carbon Mapper
AVIRIS-NG,Livestock (4B),United States of America,16/09/2016,250.0,63.0,36.41236031,-119.3673429,Downloaded from https://data.carbonmapper.org/#1.81/30.8/50.5 on the 11032025. Cleaned using eda_carbon_mapper.ipynb,Carbon Mapper
AVIRIS-NG,Livestock (4B),United States of America,16/09/2016,109.0,34.0,36.396226,-119.522608,Downloaded from https://data.carbonmapper.org/#1.81/30.8/50.5 on the 11032025. Cleaned using eda_carbon_mapper.ipynb,Carbon Mapper
AVIRIS-NG,Livestock (4B),United States of America,16/09/2016,166.19642442890125,49.92093516226923,36.39623,-119.6207,Downloaded from https://data.carbonmapper.org/#1.81/30.8/50.5 on the 11032025. Cleaned using eda_carbon_mapper.ipynb,Carbon Mapper
AVIRIS-NG,Livestock (4B),United States of America,16/09/2016,69.83104636565518,42.59280111136582,36.40975,-119.53542,Downloaded from https://data.carbonmapper.org/#1.81/30.8/50.5 on the 11032025. Cleaned using eda_carbon_mapper.ipynb,Carbon Mapper
AVIRIS-NG,Livestock (4B),United States of America,16/09/2016,37.99341444839053,6.23103226204376,36.43722,-119.3793,Downloaded from https://data.carbonmapper.org/#1.81/30.8/50.5 on the 11032025. Cleaned using eda_carbon_mapper.ipynb,Carbon Mapper
