plume_id,plume_latitude,plume_longitude,datetime,ipcc_sector,gas,cmf_type,plume_bounds,instrument,published_at,plume_png_object,plume_tif_object,rgb_png_object,rgb_tif_object,emission_auto,emission_uncertainty_auto,wind_speed_avg_auto,wind_speed_std_auto,wind_direction_avg_auto,wind_direction_std_auto,wind_source_auto,platform,provider
ang20160910t195200-E,33.85211576061441,-118.33389719218985,2016-09-10T19:52:00+00,Electricity Generation (1A1),CO2,mfa,"[-118.33478608933098, 33.85137071809525, -118.33252427981428, 33.85326528989357]",ang,2023-11-29 05:18:56.881503+00:00,,,,,,,,,,,,AVIRIS-NG,NASA-JPL AVIRIS-NH
ang20160910t201644-A,33.776957,-118.28704,2016-09-10T20:16:44+00,Electricity Generation (1A1),CH4,mf,"[-118.28810054102657, 33.77603330936206, -118.28584072233265, 33.77791168869567]",ang,2023-05-14 20:23:32.892773+00:00,,,,,54.0,27.0,1.6,,,,hrrr,AVIRIS-NG,NASA-JPL AVIRIS-NH
ang20160910t201644-E,33.77481370682203,-118.28865869457738,2016-09-10T20:16:44+00,Electricity Generation (1A1),CO2,mfa,"[-118.28924587268985, 33.77329441245561, -118.28692757898057, 33.77522145775124]",ang,2023-11-29 05:18:57.423339+00:00,,,,,,,,,,,,AVIRIS-NG,NASA-JPL AVIRIS-NH
ang20160910t201644-F,33.77326624360191,-118.2840723419546,2016-09-10T20:16:44+00,Electricity Generation (1A1),CO2,mfa,"[-118.28500921761103, 33.77205611564868, -118.28269095399213, 33.773983163783875]",ang,2023-11-29 05:18:58.517090+00:00,,,,,,,,,,,,AVIRIS-NG,NASA-JPL AVIRIS-NH
ang20160910t204409-A,33.804668,-118.243853,2016-09-10T20:44:09+00,Electricity Generation (1A1),CH4,mf,"[-118.24469675085591, 33.80349325985227, -118.24233111168124, 33.80545896645]",ang,2023-05-14 20:23:32.889221+00:00,,,,,22.0,9.0,1.06,,,,hrrr,AVIRIS-NG,NASA-JPL AVIRIS-NH
ang20160910t204409-C,33.81581,-118.246889,2016-09-10T20:44:09+00,Electricity Generation (1A1),CH4,mf,"[-118.24761005872995, 33.814400198853704, -118.24485316900952, 33.81669071520338]",ang,2023-05-14 20:23:32.889283+00:00,,,,,64.0,40.0,1.06,,,,hrrr,AVIRIS-NG,NASA-JPL AVIRIS-NH
ang20160910t204409-D,33.81909909801233,-118.24201421882728,2016-09-10T20:44:09+00,,CO2,mfa,"[-118.24287187686807, 33.81783647834469, -118.2405059519377, 33.81980209281001]",ang,2023-11-29 05:18:59.060675+00:00,,,,,,,,,,,,AVIRIS-NG,NASA-JPL AVIRIS-NH
ang20160910t204409-E,33.81896408515058,-118.24218548134839,2016-09-10T20:44:09+00,Electricity Generation (1A1),CO2,mfa,"[-118.24287187686807, 33.81783647834469, -118.2405059519377, 33.81980209281001]",ang,2023-11-29 05:18:59.617414+00:00,,,,,,,,,,,,AVIRIS-NG,NASA-JPL AVIRIS-NH
ang20160910t204409-G,33.82243535769453,-118.24293178180751,2016-09-10T20:44:09+00,Electricity Generation (1A1),CO2,mfa,"[-118.24392927036124, 33.82138960630416, -118.24158371539207, 33.82333821660395]",ang,2023-11-29 05:19:00.721026+00:00,,,,,,,,,,,,AVIRIS-NG,NASA-JPL AVIRIS-NH
ang20160910t205021-A,33.77955056159947,-118.23506631822575,2016-09-10T20:50:21+00,Electricity Generation (1A1),CH4,mf,"[-118.23594133021038, 33.77852672047092, -118.23372032403957, 33.78037278513562]",ang,2024-02-13 20:09:05.112934+00:00,,,,,132.70617784912855,79.06282770479535,1.732421875,0.9296875,235.319186060216,34.16601493985184,hrrr,AVIRIS-NG,NASA-JPL AVIRIS-NH
ang20160910t205021-E,33.81681033609821,-118.23457614582264,2016-09-10T20:50:21+00,Electricity Generation (1A1),CH4,mf,"[-118.23575767687976, 33.815799865300534, -118.23353571188481, 33.81764592285359]",ang,2024-02-13 20:09:05.217859+00:00,,,,,75.11444230235095,45.969466455028005,1.408203125,0.81689453125,260.4712483957612,27.58784280204583,hrrr,AVIRIS-NG,NASA-JPL AVIRIS-NH
ang20160910t214407-A,33.972726,-117.699937,2016-09-10T21:44:07+00,Oil & Gas (1B2),CH4,mf,"[-117.70135331871573, 33.97154258535412, -117.6979205643019, 33.974414565526324]",ang,2023-05-14 20:23:32.885006+00:00,,,,,207.0,87.0,4.16,,,,hrrr,AVIRIS-NG,NASA-JPL AVIRIS-NH
ang20160911t174834-C,34.594817249486134,-117.26760425409398,2016-09-11T17:48:34+00,Solid Waste (6A),CH4,mf,"[-117.26910184090494, 34.59319091754674, -117.26564361656129, 34.596037692349185]",ang,2024-02-13 20:09:05.166423+00:00,,,,,27.54443325380038,13.959977007684016,2.4453125,0.74560546875,218.0795427082937,17.141619144814726,hrrr,AVIRIS-NG,NASA-JPL AVIRIS-NH
ang20160911t174834-D,34.59458367956279,-117.26822985469275,2016-09-11T17:48:34+00,Solid Waste (6A),CH4,mf,"[-117.26922202857048, 34.59255939159302, -117.26576375217411, 34.59543142371768]",ang,2024-03-01 21:19:01.939780+00:00,,,,,67.74305530428312,22.850896711632007,2.4453125,0.74560546875,218.0795427082937,17.141619144814726,hrrr,AVIRIS-NG,NASA-JPL AVIRIS-NH
ang20160911t174834-E,34.591648,-117.267149,2016-09-11T17:48:34+00,Solid Waste (6A),CH4,mf,"[-117.26894013479775, 34.59038847142801, -117.26548202599115, 34.593235247150524]",ang,2024-03-01 21:19:01.972004+00:00,,,,,66.15785590485191,20.172333459806083,2.4453125,0.74560546875,218.0795427082937,17.141619144814726,hrrr,AVIRIS-NG,NASA-JPL AVIRIS-NH
ang20160911t213902-A,34.33072282026402,-118.51335704357534,2016-09-11T21:39:02+00,Solid Waste (6A),CH4,mf,"[-118.51774444572489, 34.32968225630952, -118.51048554774128, 34.335676485460986]",ang,2024-02-13 20:09:04.949396+00:00,,,,,351.2717389378652,71.9598272934763,4.75390625,0.87841796875,198.3739005376733,4.9133645194924105,hrrr,AVIRIS-NG,NASA-JPL AVIRIS-NH
ang20160912t195241-A,34.44705,-118.588342,2016-09-12T19:52:41+00,Oil & Gas (1B2),CH4,mf,"[-118.58888793006088, 34.44641410651476, -118.58503318690194, 34.449592881404925]",ang,2023-05-14 20:23:32.885143+00:00,,,,,138.0,52.0,2.15,,,,hrrr,AVIRIS-NG,NASA-JPL AVIRIS-NH
ang20160912t201952-A,35.185084,-119.102055,2016-09-12T20:19:52+00,Livestock (4B),CH4,mf,"[-119.1068269657934, 35.18032100207517, -119.09990351318096, 35.185953563695335]",ang,2023-05-14 20:23:32.896803+00:00,,,,,125.0,20.0,3.72,,,,hrrr,AVIRIS-NG,NASA-JPL AVIRIS-NH
ang20160912t201952-B,35.200662,-119.052348,2016-09-12T20:19:52+00,Livestock (4B),CH4,mf,"[-119.05400866329315, 35.19891259295749, -119.04925348905213, 35.2027982184041]",ang,2023-05-14 20:23:32.896741+00:00,,,,,620.0,133.0,3.72,,,,hrrr,AVIRIS-NG,NASA-JPL AVIRIS-NH
ang20160912t201952-C,35.213923,-118.987962,2016-09-12T20:19:52+00,Livestock (4B),CH4,mf,"[-118.9896935706348, 35.21256841406117, -118.98599099630731, 35.21556735193891]",ang,2023-05-14 20:23:32.896927+00:00,,,,,122.0,54.0,3.72,,,,hrrr,AVIRIS-NG,NASA-JPL AVIRIS-NH
ang20160912t201952-D,35.175012,-119.124321,2016-09-12T20:19:52+00,Livestock (4B),CH4,mf,"[-119.12629504224509, 35.17188012538615, -119.12061642087042, 35.17652185531073]",ang,2023-05-14 20:23:32.896865+00:00,,,,,114.0,11.0,3.72,,,,hrrr,AVIRIS-NG,NASA-JPL AVIRIS-NH
ang20160912t201952-E,35.177653463279405,-119.12197597782635,2016-09-12T20:19:52+00,Livestock (4B),CH4,mf,"[-119.1237197560656, 35.17601965553313, -119.12005088592822, 35.179018483614925]",ang,2024-01-22 21:51:41.634633+00:00,,,,,114.0,11.0,3.72,,,,hrrr,AVIRIS-NG,NASA-JPL AVIRIS-NH
ang20160912t202647-B,35.200662,-119.052348,2016-09-12T20:26:47+00,Livestock (4B),CH4,mf,"[-119.0547285441832, 35.19896807042884, -119.05026059586675, 35.20261899592993]",ang,2023-05-14 20:23:32.898105+00:00,,,,,327.0,89.0,3.72,,,,hrrr,AVIRIS-NG,NASA-JPL AVIRIS-NH
ang20160912t202647-F,35.185952,-119.103418,2016-09-12T20:26:47+00,Livestock (4B),CH4,mf,"[-119.1055224754784, 35.18441010326311, -119.1018213728073, 35.187408888609085]",ang,2023-05-14 20:23:32.898162+00:00,,,,,184.0,23.0,3.72,,,,hrrr,AVIRIS-NG,NASA-JPL AVIRIS-NH
ang20160912t204141-A,35.203947,-119.198909,2016-09-12T20:41:41+00,Livestock (4B),CH4,mf,"[-119.20318288952217, 35.20094370192583, -119.197885501764, 35.20529834466759]",ang,2023-05-14 20:23:32.895806+00:00,,,,,559.0,197.0,3.28,,,,hrrr,AVIRIS-NG,NASA-JPL AVIRIS-NH
ang20160912t204933-A,35.21433,-119.207404,2016-09-12T20:49:33+00,Livestock (4B),CH4,mf,"[-119.20927022254217, 35.21256761878497, -119.20556795102408, 35.215592386534325]",ang,2023-05-14 20:23:28.957274+00:00,,,,,296.0,59.0,3.34,,,,hrrr,AVIRIS-NG,NASA-JPL AVIRIS-NH
ang20160912t204933-B,35.214248,-119.209689,2016-09-12T20:49:33+00,Livestock (4B),CH4,mf,"[-119.21143322323843, 35.21247588349803, -119.20773104221573, 35.215474506238664]",ang,2023-05-14 20:23:28.957130+00:00,,,,,275.0,40.0,3.34,,,,hrrr,AVIRIS-NG,NASA-JPL AVIRIS-NH
ang20160912t204933-C,35.202447,-119.198758,2016-09-12T20:49:33+00,Livestock (4B),CH4,mf,"[-119.20033261868919, 35.20102449055913, -119.19627981603323, 35.20431003307981]",ang,2023-05-14 20:23:28.956986+00:00,,,,,159.0,55.0,3.34,,,,hrrr,AVIRIS-NG,NASA-JPL AVIRIS-NH
ang20160912t205614-A,35.215206150307544,-119.21256721793142,2016-09-12T20:56:14+00,,CH4,mf,"[-119.21434739885069, 35.213201131077135, -119.21064519037502, 35.216199749262884]",ang,2024-03-01 21:19:01.996321+00:00,,,,,202.0,65.0,3.64,0.13,,,hrrr,AVIRIS-NG,NASA-JPL AVIRIS-NH
ang20160912t205614-B,35.214980565928215,-119.21089957006801,2016-09-12T20:56:14+00,Livestock (4B),CH4,mf,"[-119.21249924338677, 35.213181950885826, -119.20882886693408, 35.21618063805386]",ang,2024-02-13 20:09:04.741477+00:00,,,,,347.0,111.0,3.64,0.13,,,hrrr,AVIRIS-NG,NASA-JPL AVIRIS-NH
ang20160912t205614-C,35.243762,-119.157387,2016-09-12T20:56:14+00,Livestock (4B),CH4,mf,"[-119.15916570738716, 35.24180343075548, -119.15549395008466, 35.24480218803054]",ang,2023-05-14 20:23:32.884126+00:00,,,,,301.0,79.0,3.64,,,,hrrr,AVIRIS-NG,NASA-JPL AVIRIS-NH
ang20160912t205614-D,35.24630191654742,-119.14043697544172,2016-09-12T20:56:14+00,Livestock (4B),CH4,mf,"[-119.14215855205919, 35.244588915838925, -119.13848655774939, 35.247613840111796]",ang,2024-02-13 20:09:04.805250+00:00,,,,,237.0,75.0,3.64,0.13,,,hrrr,AVIRIS-NG,NASA-JPL AVIRIS-NH
ang20160912t210406-A,35.251414,-119.157174,2016-09-12T21:04:06+00,Livestock (4B),CH4,mf,,ang,2023-05-14 20:23:32.896679+00:00,,,,,188.0,48.0,3.97,,,,hrrr,AVIRIS-NG,NASA-JPL AVIRIS-NH
ang20160912t220638-A,35.901251,-119.319893,2016-09-12T22:06:38+00,Livestock (4B),CH4,mf,"[-119.32217125419389, 35.90037276096027, -119.31830878860015, 35.90347447148978]",ang,2023-05-14 20:23:32.894492+00:00,,,,,192.0,51.0,4.22,,,,hrrr,AVIRIS-NG,NASA-JPL AVIRIS-NH
ang20160912t225718-B,34.44705,-118.588342,2016-09-12T22:57:18+00,Oil & Gas (1B2),CH4,mf,"[-118.58934417238362, 34.446120045367685, -118.58694025251341, 34.44810243470827]",ang,2023-05-14 20:23:32.885074+00:00,,,,,350.0,106.0,3.77,,,,hrrr,AVIRIS-NG,NASA-JPL AVIRIS-NH
ang20160913t190124-A,34.901527,-117.159958,2016-09-13T19:01:24+00,Oil & Gas (1B2),CH4,mf,"[-117.16064523781773, 34.90096641510106, -117.15826915723433, 34.902915115999036]",ang,2023-05-14 20:23:28.955671+00:00,,,,,188.0,30.0,5.49,,,,hrrr,AVIRIS-NG,NASA-JPL AVIRIS-NH
ang20160913t195803-A,35.9370572799129,-119.34800592051764,2016-09-13T19:58:03+00,Livestock (4B),CH4,mf,"[-119.34945583167395, 35.935020593730464, -119.3456250514805, 35.93814922119554]",ang,2024-03-01 21:19:02.024016+00:00,,,,,18.787197230120505,12.93912387630393,0.921875,0.4052734375,244.36869493686265,91.3038167372865,hrrr,AVIRIS-NG,NASA-JPL AVIRIS-NH
ang20160913t202108-A,35.945659509496735,-119.45874308458052,2016-09-13T20:21:08+00,Livestock (4B),CH4,mf,"[-119.46047526893314, 35.944262714790476, -119.45664435296031, 35.94736411909141]",ang,2024-03-01 21:18:52.238797+00:00,,,,,25.184286975500502,12.199278565277968,0.970703125,0.29296875,229.85664664884993,18.32559635453154,hrrr,AVIRIS-NG,NASA-JPL AVIRIS-NH
ang20160913t202108-B,35.95933,-119.372162,2016-09-13T20:21:08+00,Livestock (4B),CH4,mf,"[-119.37550016762457, 35.957469984984414, -119.36610354308634, 35.96510271487112]",ang,2023-05-14 20:23:32.897064+00:00,,,,,24.0,14.0,0.99,,,,hrrr,AVIRIS-NG,NASA-JPL AVIRIS-NH
ang20160913t202108-C,35.97290053844705,-119.23814830290638,2016-09-13T20:21:08+00,Livestock (4B),CH4,mf,"[-119.2405426244774, 35.97190214353182, -119.23670985828142, 35.97503093178322]",ang,2024-03-01 21:19:02.050895+00:00,,,,,101.7148686283738,38.596756545117714,1.3388671875,0.4765625,247.73950257529066,35.026491951491415,hrrr,AVIRIS-NG,NASA-JPL AVIRIS-NH
ang20160913t202108-D,35.9775061131675,-119.23141335533379,2016-09-13T20:21:08+00,Livestock (4B),CH4,mf,"[-119.23320351727263, 35.97590574296997, -119.22937054430669, 35.97903454130865]",ang,2024-03-01 21:19:02.074947+00:00,,,,,,,,,,,,AVIRIS-NG,NASA-JPL AVIRIS-NH
ang20160913t203326-A,35.99601637170581,-119.22090965291639,2016-09-13T20:33:26+00,Livestock (4B),CH4,mf,"[-119.22353023563392, 35.99483164730989, -119.21892953445298, 35.99852687699517]",ang,2024-03-01 21:18:50.322575+00:00,,,,,54.15756380414114,23.00120805470616,1.27734375,0.47509765625,261.9478465018588,34.71455520072967,hrrr,AVIRIS-NG,NASA-JPL AVIRIS-NH
ang20160913t203326-B,35.9875024268005,-119.32650324311112,2016-09-13T20:33:26+00,Livestock (4B),CH4,mf,"[-119.32894648576534, 35.98611319146279, -119.32511320502283, 35.98924183631172]",ang,2024-03-01 21:18:50.372430+00:00,,,,,91.66667771020319,34.86574351518196,1.294921875,0.397705078125,258.57279048576703,52.836075569577375,hrrr,AVIRIS-NG,NASA-JPL AVIRIS-NH
ang20160913t203326-C,35.972715,-119.359036,2016-09-13T20:33:26+00,Livestock (4B),CH4,mf,"[-119.36116369182677, 35.971936669000016, -119.35733124242047, 35.97503822774133]",ang,2023-05-14 20:23:28.957566+00:00,,,,,173.0,86.0,1.32,,,,hrrr,AVIRIS-NG,NASA-JPL AVIRIS-NH
ang20160913t204410-A,35.971095,-119.440056,2016-09-13T20:44:10+00,Livestock (4B),CH4,mf,"[-119.44192321223206, 35.970195695631105, -119.43809100955231, 35.97329712310187]",ang,2023-05-14 20:23:32.890964+00:00,,,,,,,1.14,,,,hrrr,AVIRIS-NG,NASA-JPL AVIRIS-NH
ang20160913t204410-B,35.971657279544885,-119.4401109775321,2016-09-13T20:44:10+00,Livestock (4B),CH4,mf,"[-119.44192321223206, 35.970195695631105, -119.43809100955231, 35.97329712310187]",ang,2024-03-01 21:18:51.530756+00:00,,,,,44.174573329942106,17.859592321374674,1.099609375,0.350830078125,225.9963056922288,17.423467699176943,hrrr,AVIRIS-NG,NASA-JPL AVIRIS-NH
ang20160913t204410-C,35.973887,-119.439128,2016-09-13T20:44:10+00,Livestock (4B),CH4,mf,"[-119.44119042491137, 35.97271697112965, -119.43645821002477, 35.97654664456241]",ang,2023-05-14 20:23:32.890903+00:00,,,,,49.0,18.0,1.14,,,,hrrr,AVIRIS-NG,NASA-JPL AVIRIS-NH
ang20160913t204410-D,36.015612593510255,-119.22334677889016,2016-09-13T20:44:10+00,Livestock (4B),CH4,mf,"[-119.22464265999089, 36.01451895358321, -119.22080789302589, 36.017620712916376]",ang,2024-03-01 21:18:51.705396+00:00,,,,,36.84997578013085,18.5736524926154,1.3271484375,0.4716796875,251.56965409578038,38.957613777604394,hrrr,AVIRIS-NG,NASA-JPL AVIRIS-NH
ang20160913t205656-A,35.99521647574127,-119.41263036616157,2016-09-13T20:56:56+00,Livestock (4B),CH4,mf,"[-119.41611877074052, 35.99329146502088, -119.41085190090597, 35.99752573044632]",ang,2024-03-01 21:18:52.197701+00:00,,,,,11.232640555049874,5.107592545486859,1.0888671875,0.384521484375,212.19293051173986,51.05365397906455,hrrr,AVIRIS-NG,NASA-JPL AVIRIS-NH
ang20160913t205656-B,36.015532939176104,-119.24422813185421,2016-09-13T20:56:56+00,Livestock (4B),CH4,mf,"[-119.24645225664646, 36.01448820129307, -119.24241736799699, 36.017724855832064]",ang,2024-03-01 21:18:51.619630+00:00,,,,,27.578912280903232,12.874768103449778,1.3271484375,0.4716796875,251.56965409578038,38.957613777604394,hrrr,AVIRIS-NG,NASA-JPL AVIRIS-NH
ang20160913t205656-C,35.990841516113235,-119.49193487565256,2016-09-13T20:56:56+00,Oil & Gas (1B2),CH4,mf,"[-119.49368070445556, 35.98894585230179, -119.48984762050584, 35.99207422421059]",ang,2024-03-01 21:18:52.279121+00:00,,,,,78.7223193731662,53.02600212581704,1.16015625,0.44921875,226.53994776902675,23.398248436603165,hrrr,AVIRIS-NG,NASA-JPL AVIRIS-NH
ang20160913t210755-A,36.00081419654188,-119.50071680105525,2016-09-13T21:07:55+00,Livestock (4B),CH4,mf,"[-119.50325651130763, 35.99890842278761, -119.49888959267182, 36.002441303943115]",ang,2024-03-01 21:18:52.155903+00:00,,,,,63.37043871133403,47.30756272221673,1.052734375,0.5009765625,195.81330359897055,76.1833736279734,hrrr,AVIRIS-NG,NASA-JPL AVIRIS-NH
ang20160913t210755-B,35.99088,-119.491941,2016-09-13T21:07:55+00,Livestock (4B),CH4,mf,"[-119.4936274303582, 35.98939076678336, -119.48979432484175, 35.992519138649484]",ang,2023-05-14 20:23:32.900961+00:00,,,,,106.0,33.0,1.63,,,,hrrr,AVIRIS-NG,NASA-JPL AVIRIS-NH
ang20160913t210755-C,36.01883666227298,-119.41685726537045,2016-09-13T21:07:55+00,Livestock (4B),CH4,mf,"[-119.41831159065988, 36.0171062143481, -119.41444356377687, 36.020234772794595]",ang,2024-03-01 21:18:50.412635+00:00,,,,,,,,,,,,AVIRIS-NG,NASA-JPL AVIRIS-NH
ang20160913t212101-C,36.01891377553781,-119.41665685307403,2016-09-13T21:21:01+00,Livestock (4B),CH4,mf,"[-119.41830541274616, 36.01734498638665, -119.41447080329465, 36.02047347631173]",ang,2024-03-01 21:18:50.454465+00:00,,,,,70.70569113947272,28.485574748773367,1.2978515625,0.4482421875,172.32781743882109,58.632360786044075,hrrr,AVIRIS-NG,NASA-JPL AVIRIS-NH
ang20160913t212101-E,36.028917,-119.324984,2016-09-13T21:21:01+00,Livestock (4B),CH4,mf,"[-119.32990836313742, 36.025855284135226, -119.32190429828972, 36.032328318994885]",ang,2023-05-14 20:23:32.894247+00:00,,,,,41.0,13.0,1.89,,,,hrrr,AVIRIS-NG,NASA-JPL AVIRIS-NH
ang20160913t212101-F,36.0602626149303,-119.22633327629111,2016-09-13T21:21:01+00,Livestock (4B),CH4,mf,"[-119.2274582729559, 36.05924696907593, -119.22362126503377, 36.06237575047575]",ang,2024-03-01 21:18:50.535577+00:00,,,,,29.689255269652545,20.563544009548245,1.423828125,0.54150390625,249.15477924301985,36.16647293440757,hrrr,AVIRIS-NG,NASA-JPL AVIRIS-NH
ang20160913t212101-H,36.05835068157702,-119.20150318562266,2016-09-13T21:21:01+00,Livestock (4B),CH4,mf,"[-119.20302713939158, 36.05739925865336, -119.19915672692333, 36.0605011726307]",ang,2024-03-01 21:18:50.575443+00:00,,,,,80.2328955441412,33.65857204617316,1.423828125,0.54150390625,249.15477924301985,36.16647293440757,hrrr,AVIRIS-NG,NASA-JPL AVIRIS-NH
ang20160913t212101-I,36.057818933019256,-119.20055877282053,2016-09-13T21:21:01+00,Livestock (4B),CH4,mf,"[-119.20207242241513, 36.0566055987805, -119.1982354960784, 36.0597074466234]",ang,2024-03-01 21:18:50.495966+00:00,,,,,81.39018686124223,32.480971026766525,1.423828125,0.54150390625,249.15477924301985,36.16647293440757,hrrr,AVIRIS-NG,NASA-JPL AVIRIS-NH
ang20160913t213245-A,36.021558,-119.519462,2016-09-13T21:32:45+00,Livestock (4B),CH4,mf,"[-119.52069679810788, 36.01980506271095, -119.51686236601834, 36.02290634315842]",ang,2023-05-14 20:23:32.881062+00:00,,,,,153.0,70.0,2.05,,,,hrrr,AVIRIS-NG,NASA-JPL AVIRIS-NH
ang20160913t213245-B,36.032425,-119.510296,2016-09-13T21:32:45+00,Livestock (4B),CH4,mf,"[-119.5118031563842, 36.031104823751846, -119.50796807523875, 36.03423315211011]",ang,2023-05-14 20:23:32.881140+00:00,,,,,234.0,113.0,2.05,,,,hrrr,AVIRIS-NG,NASA-JPL AVIRIS-NH
ang20160913t213245-C,36.039506,-119.397976,2016-09-13T21:32:45+00,Livestock (4B),CH4,mf,"[-119.39877443090691, 36.037871538612855, -119.39397151830383, 36.04175521390461]",ang,2023-05-14 20:23:32.880907+00:00,,,,,40.0,14.0,2.05,,,,hrrr,AVIRIS-NG,NASA-JPL AVIRIS-NH
ang20160913t213245-D,36.05963566527584,-119.29153039042711,2016-09-13T21:32:45+00,Livestock (4B),CH4,mf,"[-119.29314221035976, 36.05852045779527, -119.28930536281446, 36.061649137310155]",ang,2024-03-01 21:18:50.616261+00:00,,,,,9.88838380124049,6.127450483528426,1.41015625,0.7138671875,217.80345280166347,51.29640976991376,hrrr,AVIRIS-NG,NASA-JPL AVIRIS-NH
ang20160913t213245-E,36.05998510904375,-119.22669048032138,2016-09-13T21:32:45+00,Livestock (4B),CH4,mf,"[-119.22889951369022, 36.05856801132931, -119.22506262578612, 36.0616697507516]",ang,2024-03-01 21:18:50.656342+00:00,,,,,102.3595344910654,120.53307123513486,1.423828125,0.54150390625,249.15477924301985,36.16647293440757,hrrr,AVIRIS-NG,NASA-JPL AVIRIS-NH
ang20160913t214607-A,36.032512340189115,-119.51021769456163,2016-09-13T21:46:07+00,Livestock (4B),CH4,mf,"[-119.51215526681561, 36.03126964246525, -119.50832026289332, 36.034370934071006]",ang,2024-03-01 21:18:50.744159+00:00,,,,,78.26538120614514,43.37484607567068,1.1533203125,0.6025390625,198.5393823608844,71.95943141041954,hrrr,AVIRIS-NG,NASA-JPL AVIRIS-NH
ang20160913t214607-C,36.049249405480126,-119.45589950748536,2016-09-13T21:46:07+00,Livestock (4B),CH4,mf,"[-119.45831560616111, 36.04809474247108, -119.45447959246694, 36.05122315643884]",ang,2024-03-01 21:18:50.699068+00:00,,,,,36.73359758150279,25.927714049386157,1.142578125,0.50244140625,193.14339631279088,60.21782044936981,hrrr,AVIRIS-NG,NASA-JPL AVIRIS-NH
ang20160913t214607-D,36.0747553567996,-119.2665277612278,2016-09-13T21:46:07+00,Livestock (4B),CH4,mf,"[-119.2685039302954, 36.07330337252391, -119.26466631987599, 36.07643208610355]",ang,2024-03-01 21:18:50.785171+00:00,,,,,25.349331420103145,10.907815094910957,1.45703125,0.58642578125,220.74022923909382,43.4198365624577,hrrr,AVIRIS-NG,NASA-JPL AVIRIS-NH
